chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
16	-	90004865	90020128	ENSG00000003249.13	DBNDD1	0.897109	0.815832	-1.04871	0.0874297
2	-	201700554	201781189	ENSG00000003393.14	ALS2	20.5206	0.538933	-0.196133	-0.229202
2	+	201182881	201229406	ENSG00000003400.14	CASP10	2.95	0.952803	0.169832	-0.0342769
2	+	201116104	201176687	ENSG00000003402.19	CFLAR	98.2331	0.955026	-0.256509	-0.0115055
2	-	187464230	187565760	ENSG00000003436.14	TFPI	21.6295	0.981064	0.488758	-0.00996703
2	+	37231631	37253403	ENSG00000003509.15	NDUFAF7	7.44502	0.902803	-0.343613	-0.112945
3	+	50088908	50119021	ENSG00000003756.16	RBM5	81.8647	0.878322	-0.186393	-0.0913657
8	-	17298030	17413528	ENSG00000003987.13	MTMR7	1.10726	1	-0.0280865	0
8	+	17497088	17570573	ENSG00000003989.16	SLC7A2	0.0279433	1	2.31304	-0.092581
7	+	127588345	127591705	ENSG00000004059.10	ARF5	49.2751	0.985911	0.00185748	-0.00562822
17	+	28364356	28404049	ENSG00000004139.13	SARM1	6.77086	0.629618	-0.176055	0.00248669
17	-	28347177	28357522	ENSG00000004142.11	POLDIP2	66.8977	0.907387	-0.0832923	-0.062064
3	-	129555175	129606818	ENSG00000004399.12	PLXND1	69.4629	0.45572	-0.731384	-0.0609055
1	-	33007940	33080996	ENSG00000004455.16	AK2	82.3409	0.995625	-0.0330071	-0.0135671
4	+	15778275	15853230	ENSG00000004468.12	CD38	0.162071	1	-0.343635	0
12	+	2794953	2805423	ENSG00000004478.7	FKBP4	60.987	0.92474	-0.266496	-0.0658017
1	+	23019448	23083689	ENSG00000004487.15	KDM1A	77.647	0.932691	-0.261869	-0.0983449
3	+	49940007	50100045	ENSG00000004534.14	RBM6	39.286	0.808182	-0.249278	-0.0526939
17	-	3860315	3894891	ENSG00000004660.14	CAMKK1	6.4281	0.619436	-0.20086	-0.208093
12	-	21468911	21501669	ENSG00000004700.15	RECQL	43.4268	0.756695	-0.423405	-0.397386
7	+	93232340	93361121	ENSG00000004766.15	VPS50	15.5713	0.737791	-0.0532691	0.0044673
19	-	35754568	35758079	ENSG00000004776.11	HSPB6	69.3832	0.977409	-0.378993	-0.00940249
16	-	23581002	23596356	ENSG00000004779.9	NDUFAB1	28.8362	0.979559	-0.114824	9.11539e-05
7	-	95583499	95596491	ENSG00000004799.7	PDK4	8.80911	0.982087	-0.756021	-0.0491275
3	-	50341110	50346852	ENSG00000004838.13	ZMYND10	0.651587	1	-0.668122	0
7	+	20615207	20777038	ENSG00000004846.16	ABCB5	0.0167663	1	0.467603	0
X	-	25003694	25016420	ENSG00000004848.7	ARX	0.00558865	1	-0.192809	0
7	-	96120220	96322147	ENSG00000004864.13	SLC25A13	5.89423	0.881837	-0.119278	-0.141913
7	+	116953238	117230103	ENSG00000004866.19	ST7	15.1572	0.902352	-0.121427	-0.146575
17	-	47117703	47189422	ENSG00000004897.11	CDC27	59.6347	0.763729	-0.0491211	-0.0750279
17	-	44248385	44268141	ENSG00000004939.13	SLC4A1	0.252548	1	-0.727478	0
X	+	11111301	11123078	ENSG00000004961.14	HCCS	22.4077	0.944745	-0.15123	-0.0465505
17	-	7225341	7234545	ENSG00000004975.11	DVL2	42.2227	0.705599	-0.305891	-0.0234466
19	+	18831938	18868236	ENSG00000005007.12	UPF1	71.2605	0.5645	-0.573299	-0.00867319
7	-	26667062	26995239	ENSG00000005020.12	SKAP2	13.6681	0.928409	0.00377841	-0.0237363
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	79.123	0.999033	-0.0631769	-0.0263532
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	11.7294	0.898485	-0.268353	-0.0148643
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	24.7768	0.985759	-0.520824	-0.00938983
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	40.7309	0.975948	-0.242165	-0.0282282
17	-	5440912	5469060	ENSG00000005100.12	DHX33	16.5084	0.832252	0.0788503	-0.120465
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	0.0614752	1	-0.854155	0
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.498322	1	-1.08144	0
17	+	34980494	35009743	ENSG00000005156.11	LIG3	13.5307	0.754897	-0.299228	-0.414433
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	22.445	0.948395	-0.177506	-0.0401896
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	0.202283	1	-0.198847	-0.0263709
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	1.083	0.802156	-0.15044	-0.249359
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	27.7755	0.986054	-0.0833659	-0.0171598
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	20.4612	0.71851	-0.108445	-0.141682
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	10.0886	0.394738	-0.309422	-0.287088
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	20.6372	0.656074	-0.445132	0.0730071
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	4.54945	0.925058	-0.620632	-0.0097189
X	+	11758159	11775753	ENSG00000005302.17	MSL3	20.5023	0.92217	-0.00755468	-0.0214095
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	109.254	0.8467	-0.357028	-0.066791
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	2.54675	0.154167	-1.11969	0.720503
17	-	58269856	58280935	ENSG00000005381.7	MPO	0.0430602	1	-0.724769	0
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	5.94334	0.651959	-0.437897	-0.581826
2	+	74421678	74425755	ENSG00000005448.16	WDR54	7.60316	0.826271	-0.223495	-0.134248
7	+	87345681	87399795	ENSG00000005469.11	CROT	10.5266	0.743316	-0.11953	-0.0794325
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	4.55188	0.570767	-1.99261	0.240319
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	55.3728	0.743598	-0.569329	-0.392839
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	24.0916	0.944825	-0.334642	-0.0729375
16	+	981808	986979	ENSG00000005513.9	SOX8	0.07186	1	-0.913072	0
6	-	82169983	82247754	ENSG00000005700.14	IBTK	51.514	0.688845	-0.664046	-0.108316
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	9.88915	0.847239	0.0207879	-0.100891
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	47.0024	0.546172	-0.00636366	-0.120094
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	48.0309	0.843701	-0.11912	0.0143336
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	0.117571	1	-1.10575	0
17	+	50094737	50112152	ENSG00000005882.11	PDK2	26.4512	0.843428	-0.625577	-0.0033839
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	30.1547	0.790428	-0.454718	-0.10468
X	+	24149173	24216255	ENSG00000005889.15	ZFX	17.9901	0.527342	0.0171353	-0.0792221
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	187.402	0.959776	-0.113471	0.002099
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.117448	0.805194	-1.10533	0.0930604
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.117362	1	0.0192682	0
16	-	19501689	19522145	ENSG00000006007.11	GDE1	71.1901	0.999111	-0.268063	-0.00282119
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	10.7354	0.91581	-0.386632	-0.0562099
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0.978211	0.573305	-0.678028	-0.243533
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	2.10126	0.331703	-0.0334158	-0.206785
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	144.776	0.847227	-0.604567	0.0534088
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	5.08697	0.392459	-0.463236	-0.137435
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	27.8869	0.93666	-0.225365	-0.025957
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	208.497	0.949562	-0.0906411	-0.0206833
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.00558865	1	-0.192809	0
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	20.7177	0.662219	-0.113317	-0.131903
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	0.696027	0.957895	-0.0963795	0.0184931
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	11.2131	0.522098	-0.298768	-0.106463
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	2.62365	0.455554	-0.838888	0.281106
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	69.662	0.938288	-0.378026	-0.0298562
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0335319	1	-0.638808	0
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	0.0670838	1	0.467253	0
7	+	39623483	39708124	ENSG00000006451.7	RALA	95.9881	0.982399	-0.291271	-0.0175647
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	5.62872	0.770862	-0.395015	-0.254198
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	8.34246	0.822262	-0.484394	-0.0992005
7	-	13891228	13991425	ENSG00000006468.13	ETV1	3.74431	0.294783	0.00963974	0.476904
7	+	141551189	141655244	ENSG00000006530.15	AGK	22.0919	0.950542	-0.144486	-0.181961
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	41.9717	0.873443	-1.09074	-0.145641
1	-	54779712	54801267	ENSG00000006555.10	TTC22	0.0168078	1	0.712211	0
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	33.359	0.840518	-0.32257	-0.111163
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0.150894	1	-1.15875	-0.0260002
2	+	241356243	241494841	ENSG00000006607.13	FARP2	47.8969	0.935719	-0.255215	-0.0369507
7	-	30496621	30504844	ENSG00000006625.17	GGCT	12.2715	0.966443	-0.0282703	-0.0567585
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.313399	0.680792	-0.500213	-0.119667
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	1.27301	0.995185	-0.310676	-0.00557108
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	40.325	0.870449	-0.179568	-0.0726312
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	0.0335319	1	-0.638808	0
17	+	14069496	14208677	ENSG00000006695.10	COX10	11.404	0.992064	-0.142115	-0.0287226
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	14.5432	0.839237	-0.129192	-0.0425798
19	-	39385852	39391195	ENSG00000006712.14	PAF1	46.622	0.880922	-0.224649	-0.111323
7	-	38722963	38932394	ENSG00000006715.15	VPS41	42.4668	0.920842	-0.0505916	-0.0223445
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	0.895928	1	-0.25275	-0.0132075
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	32.5078	0.848028	-0.152119	-0.0663898
7	+	12570577	12660179	ENSG00000006747.14	SCIN	0.735578	0.925262	-0.111044	0.0333881
X	-	2903970	2929351	ENSG00000006756.15	ARSD	24.9176	0.800469	-0.659217	-0.150278
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	4.52065	0.950419	0.104406	-0.0237771
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.681223	0.891025	-1.83962	0.0495845
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	21.4683	0.267396	-3.332	-1.4431
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.339556	0.271788	0.0639246	0.36347
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.0223546	1	-0.509936	0
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.0707769	1	-0.907287	-0.049027
19	+	45079288	45305283	ENSG00000007047.14	MARK4	40.5804	0.898306	-0.276399	-0.114897
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.0279432	1	-0.579134	0
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	38.965	0.986996	-0.0605241	-0.0133588
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	166.047	0.955851	-0.160658	-0.0112691
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	82.5795	0.42331	-0.169027	-0.047449
17	-	9910609	10198551	ENSG00000007237.18	GAS7	32.529	0.982289	-1.21443	-0.0136446
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	7.53171	0.923067	-0.755683	-0.0914549
19	-	3777970	3802129	ENSG00000007264.14	MATK	0.016766	1	-0.427583	0
17	-	63928740	63932354	ENSG00000007312.12	CD79B	0.0279432	1	-0.579134	0
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.016766	1	-0.427583	0
1	-	112523518	112620825	ENSG00000007341.18	ST7L	9.84294	0.806603	-0.75109	-0.0676078
11	-	31784792	31817961	ENSG00000007372.20	PAX6	1.49411	1	-0.405844	0
16	-	784974	788397	ENSG00000007376.7	RPUSD1	13.9242	0.916021	-0.117178	-0.139475
16	-	58059	76355	ENSG00000007384.15	RHBDF1	21.0427	0.458762	-0.194586	-0.192872
16	-	188969	229463	ENSG00000007392.16	LUC7L	19.0664	0.929414	-0.339098	-0.04279
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.175127	1	-1.26747	0
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.272795	1	-0.276391	0
16	-	1349240	1351911	ENSG00000007520.3	TSR3	23.0577	0.836022	0.0498518	-0.0253487
16	+	566995	584136	ENSG00000007541.16	PIGQ	15.5837	0.900612	-0.168132	-0.0219629
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	8.28148	0.223664	-1.72957	-1.17832
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	29.1841	0.640661	-0.38295	-0.241362
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	50.0835	0.892407	-0.191707	-0.0877589
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0.366107	0.977746	-0.358154	-0.140076
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	66.3183	0.837682	-1.21679	-0.223146
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.162071	1	-0.234659	0
1	-	23506430	23531220	ENSG00000007968.6	E2F2	1.34147	0.980972	-0.79639	-0.0238722
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	95.8085	0.975881	-0.13584	-0.0199319
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.430326	1	-0.293682	0
6	+	15246296	15522040	ENSG00000008083.13	JARID2	11.268	0.753032	-0.0702558	-0.250561
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	6.99731	0.721083	-0.0106513	0.115331
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	3.12067	0.156078	-0.951382	-0.793777
1	-	1751232	1780457	ENSG00000008130.15	NADK	45.7766	0.818579	-0.113975	-0.175697
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.19726	1	-1.31652	0
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	122.9	0.864182	-0.324079	-0.0479502
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	0.783211	0.993922	-0.00590338	-0.0251591
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	95.6911	0.985807	-0.103461	0.00269095
17	-	63432304	63446378	ENSG00000008283.15	CYB561	26.7704	1	-0.138045	0
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	107.761	0.886337	-0.0831506	-0.0174266
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.0972269	0.098905	0.948583	0.88792
7	-	122075647	122144280	ENSG00000008311.14	AASS	5.47966	0.430134	-0.898384	-0.907022
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	0.363677	1	-0.217017	0
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	6.1236	0.982695	0.0345017	-0.00173269
19	+	4343527	4360086	ENSG00000008382.15	MPND	4.98777	0.792632	-0.138738	-0.107433
12	+	16347142	16609259	ENSG00000008394.12	MGST1	9.89419	0.944525	1.04233	0.00759641
12	-	106991364	107093829	ENSG00000008405.11	CRY1	16.2441	0.835744	-0.339928	0.00388837
19	+	12995608	13098796	ENSG00000008441.16	NFIX	72.2935	0.198922	0.0361577	0.634935
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	47.0228	0.966179	-0.177554	-0.0735091
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.433678	1	-1.64707	-2.00432
16	+	3065297	3082192	ENSG00000008517.16	IL32	6.22863	1	-0.883048	-0.00889459
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.799241	0.00479209	0.400641	0.0342586
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.351732	1	-1.55839	0
17	-	40019097	40061215	ENSG00000008838.18	MED24	25.8278	0.612157	-0.0150487	-0.0579469
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	19.3939	0.828478	-0.158151	-0.257274
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	10.0299	0.479337	0.220205	0.116736
3	+	169966635	169998373	ENSG00000008952.16	SEC62	207.751	0.950556	-0.260288	-0.0126622
8	-	56067295	56074581	ENSG00000008988.9	RPS20	859.785	0.999239	-0.689816	-0.000603744
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	581.601	0.897678	-0.166834	-0.0246127
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	95.3018	0.756816	-0.0905635	0.0138276
6	-	111299028	111483715	ENSG00000009413.15	REV3L	169.959	0.527878	-1.05916	-0.127669
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.06743	1	-2.01862	-2.00166
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.134163	1	0.108255	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	6.92607	0.916868	-0.122872	0.00589953
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	0.00379528	1	-0.139731	0
14	-	77274956	77320884	ENSG00000009830.11	POMT2	20.5084	0.880736	-0.206357	-0.074761
6	+	142147162	142224689	ENSG00000009844.15	VTA1	56.419	0.997606	-0.172074	-0.00381019
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0.129613	0.212628	-1.14493	0.656742
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	144.923	0.900921	-0.295296	-0.0486316
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	105.994	0.893703	-0.381043	-0.0265107
6	-	36354091	36387800	ENSG00000010030.13	ETV7	0.995134	0.983775	-0.538783	-0.00227815
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	9.95606	0.998858	-0.132768	-0.0190209
1	+	171781664	171814023	ENSG00000010165.19	METTL13	33.0241	0.920038	-0.155704	-0.0548442
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	3.96766	0.882859	-0.681011	-0.0707437
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	108.512	0.831923	-0.0356623	-0.0654183
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	52.3772	0.905478	-0.368576	-0.0706455
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	26.9167	0.970527	-0.0782157	-0.0174402
12	+	6199715	6238271	ENSG00000010278.12	CD9	6.17161	0.991995	-0.188756	-0.0193586
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	27.0424	0.620088	-0.498666	-0.322374
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	11.068	0.76464	-0.247116	-0.195816
19	+	45668244	45683724	ENSG00000010310.8	GIPR	0.337429	1	-0.276538	0
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.431762	0.250024	-1.64519	-1.41501
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.150894	1	-0.257853	0
3	+	52455118	52493071	ENSG00000010322.15	NISCH	73.0095	0.721282	-0.242262	-0.0712199
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.0268479	0.42085	0.769186	0.369995
19	-	49806869	49817376	ENSG00000010361.13	FUZ	5.85104	0.749381	-0.322991	-0.138756
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.0335319	1	-0.638808	0
X	-	149476990	149521096	ENSG00000010404.17	IDS	83.7478	0.70268	-0.22291	-0.00157078
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	6.54605	0.839904	-0.170954	0.0319459
12	+	6786858	6820808	ENSG00000010610.9	CD4	0.184643	1	-0.171235	-0.0173921
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	1.588	0.594082	-0.358228	-0.28106
X	-	101349447	101390796	ENSG00000010671.15	BTK	0.0642472	1	-0.87068	0
6	+	26087281	26098343	ENSG00000010704.18	HFE	16.0126	0.884198	-0.187673	-0.0385422
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	27.5229	0.749745	-0.207876	-0.112363
6	-	111660332	111873452	ENSG00000010810.17	FYN	104.015	0.945095	-0.233035	-0.013446
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	24.905	0.330173	-0.0560384	0.270154
1	+	171248471	171285978	ENSG00000010932.15	FMO1	1.17492	0.852753	-2.07369	-1.93589
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	68.2026	0.920081	-0.167938	-0.0593655
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	19.9467	0.855997	-0.0610194	-0.163418
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	8.99526	0.34178	-0.15286	-0.309774
17	+	62627401	62693597	ENSG00000011028.13	MRC2	493.28	0.521819	-0.903692	-0.124065
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	12.441	0.992501	-0.0493534	-0.00671764
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.117362	1	-1.10504	0
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	86.677	0.920807	-0.909296	-0.00409002
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	33.5379	0.951771	-0.729179	-0.0557968
19	-	3750819	3761699	ENSG00000011132.11	APBA3	6.85404	0.746552	-0.172197	-0.0623645
17	-	58205437	58219605	ENSG00000011143.16	MKS1	4.39684	0.566873	-0.0582871	-0.132919
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	19.3805	0.970391	-0.33487	-0.00322985
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	0.257078	1	-1.42664	0
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	20.0233	0.701075	-0.305144	-0.129436
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	5.31092	0.230901	0.150861	0.223363
17	+	51260528	51297936	ENSG00000011260.13	UTP18	27.1303	0.961117	-0.167167	-0.0638622
7	-	5620047	5781739	ENSG00000011275.18	RNF216	71.7051	0.905345	-0.309798	-0.205329
17	+	15999380	16045015	ENSG00000011295.15	TTC19	5.04953	0.671348	-0.212603	-0.0870012
19	+	797075	812327	ENSG00000011304.18	PTBP1	163.329	0.89552	-0.112103	-0.0398395
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.369374	0.452041	0.0286102	0.106543
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0.575631	1	-0.206061	-0.0455581
3	+	45388506	45549421	ENSG00000011376.9	LARS2	21.0419	0.92781	-0.0801951	0.00481761
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	39.1523	0.725055	-0.121613	-0.2859
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	36.1272	0.953695	-0.197013	-0.0167162
7	+	36389806	36453791	ENSG00000011426.10	ANLN	28.7332	0.79211	-0.84532	-0.0743146
19	-	15419980	15449951	ENSG00000011451.17	WIZ	19.1965	0.293269	0.248455	0.250198
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	267.439	0.795482	-0.886407	-0.00681348
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	5.21397	0.732213	-0.104028	-0.0211476
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	51.1522	0.960301	-0.0996348	-0.0472882
2	+	65056366	65087004	ENSG00000011523.13	CEP68	25.6851	0.91567	-0.32334	-0.087753
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	16.3055	0.640762	0.077848	-0.127208
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.0670638	1	-0.88685	0
