chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	44.1733	0.758987	-0.123637	-0.192673
17	+	50094737	50112152	ENSG00000005882.11	PDK2	2.88026	0.994929	-0.316456	-0.117199
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	1.01943	0.407838	-0.230496	0.206898
X	+	24149173	24216255	ENSG00000005889.15	ZFX	18.981	0.360383	0.0771437	0.163185
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	101.955	0.960457	-0.121688	-0.035772
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0244106	0.0656086	-0.536692	1.12575
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.563135	1	-0.160599	0
16	-	19501689	19522145	ENSG00000006007.11	GDE1	38.5413	0.994036	-0.283342	-0.00261136
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	8.50714	0.972229	-0.520799	-0.0605625
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	1.64578	0.120285	0.278003	0.0426653
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	0.15299	0.99205	0.19345	0.00343198
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	38.2612	0.664709	-0.872143	-0.497403
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.87678	1	-1.94782	0
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	9.04724	0.64627	-0.644894	0.0666562
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	205.972	0.941029	-0.139313	-0.0275814
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.0142566	1	-0.38483	0
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	22.2803	0.612936	-0.024864	-0.148709
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	1.79717	1	-0.63837	-0.000267332
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	13.1828	0.646449	-1.11299	-0.314624
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.641546	1	-0.548987	0
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.286428	0.446429	-0.228731	0.229452
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0294969	1	-0.596563	0
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	14.5164	0.710855	-0.0838625	0.0929133
7	+	39623483	39708124	ENSG00000006451.7	RALA	76.3576	0.980611	-0.319173	-0.0567009
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	12.2457	0.769386	-0.554711	-0.137621
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	2.09342	0.53486	-0.596527	0.112928
7	+	141551189	141655244	ENSG00000006530.15	AGK	82.6315	0.897835	-0.268227	-0.142903
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	0.277537	1	-0.857776	0
1	-	54779712	54801267	ENSG00000006555.10	TTC22	0.922354	0.482926	-0.0400002	0.290696
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	41.9793	0.676194	-0.169777	-0.190125
2	+	241356243	241494841	ENSG00000006607.13	FARP2	48.1289	0.881101	-0.215166	-0.025526
7	-	30496621	30504844	ENSG00000006625.17	GGCT	53.9822	0.960354	-0.342385	-0.0299079
7	+	87876216	87909541	ENSG00000006634.7	DBF4	2.42019	0.672822	-0.6181	-0.211894
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.118429	0.291189	0.3092	0.525482
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	30.4834	0.767373	-0.0856254	-0.0319593
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	1.43	0.998058	-0.198893	-0.0393229
17	+	14069496	14208677	ENSG00000006695.10	COX10	35.478	0.958403	-0.361838	-0.218272
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	23.3036	0.809258	-1.14814	-0.11026
19	-	39385852	39391195	ENSG00000006712.14	PAF1	67.0938	0.846338	-0.343145	-0.133458
7	-	38722963	38932394	ENSG00000006715.15	VPS41	48.2827	0.641049	-0.0357977	-0.0646742
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	14.1277	0.979098	-1.56022	-0.0574246
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	72.7881	0.775187	-0.424037	-0.0368381
7	+	12570577	12660179	ENSG00000006747.14	SCIN	6.6278	0.976996	-0.595359	-0.0815973
X	-	2903970	2929351	ENSG00000006756.15	ARSD	2.92319	0.736698	-0.599571	0.0635454
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	22.8023	0.964999	-0.455829	-0.0300003
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.101707	1	-1.04808	0
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	48.6987	0.310138	-3.68761	-1.50534
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.624801	0.313546	-0.177674	0.315499
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.621156	0.691167	-1.80014	-0.086038
19	+	45079288	45305283	ENSG00000007047.14	MARK4	40.9987	0.906389	-0.420615	-0.124302
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.450217	0.963203	-1.66296	0.0161179
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	66.2281	0.981964	-0.432543	-0.0157741
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	1.2736	0.421533	-0.15504	-0.0631797
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	133.545	0.940288	-0.166684	0.00265346
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.29226	1	-1.48038	0
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0.0597188	1	-0.84335	0
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	68.8148	0.370219	-0.28146	-0.169176
17	-	9910609	10198551	ENSG00000007237.18	GAS7	112.671	0.931457	-1.23272	-0.0362027
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	40.3379	0.939612	-0.220456	-0.0476381
19	-	3777970	3802129	ENSG00000007264.14	MATK	0.646714	0.94157	-1.02187	-0.281829
17	-	63928740	63932354	ENSG00000007312.12	CD79B	79.1548	0.850096	-0.0710741	-0.00591333
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.499423	0.406333	-0.0324848	0.384881
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.60036	0.926193	-0.00485788	-0.162685
11	-	31784792	31817961	ENSG00000007372.20	PAX6	7.64898	0.649713	-1.11385	0.176671
16	-	784974	788397	ENSG00000007376.7	RPUSD1	22.518	0.801793	-0.304351	-0.0878457
16	-	188969	229463	ENSG00000007392.16	LUC7L	22.0361	0.852166	-0.399717	-0.0112854
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.0523257	1	0.445198	0
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.0398196	0.0422418	0.888994	0.274196
16	-	1349240	1351911	ENSG00000007520.3	TSR3	21.4257	0.737327	0.00281684	-0.0154973
16	+	566995	584136	ENSG00000007541.16	PIGQ	9.71566	0.761441	-0.391046	0.0781944
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	2.67402	0.135977	-1.32561	-0.983467
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.185336	1	0.0440489	0
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.135438	1	-1.16268	0
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	74.0434	0.791739	-0.396788	-0.166176
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	30.502	0.676736	-0.543528	-0.26074
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.256619	1	-0.497838	0
1	-	23506430	23531220	ENSG00000007968.6	E2F2	2.6224	0.323243	0.0287856	0.0769433
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	189.433	0.979915	-0.176418	-0.025769
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.493591	0.441044	-0.192434	0.343178
6	+	15246296	15522040	ENSG00000008083.13	JARID2	37.8738	0.539928	-0.555247	-0.211638
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	3.68679	1	-0.139794	-0.0794284
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.369157	0.903038	-1.57882	0.0438325
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	2.1309	0.0961357	-0.212295	-0.294981
1	-	1751232	1780457	ENSG00000008130.15	NADK	76.2512	0.767015	-0.1394	-0.130666
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.0641547	1	-0.870139	0
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.141157	1	-0.0299802	0
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	86.0724	0.852866	-1.10942	-0.363852
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	18.6539	0.622772	-0.236845	-0.0694428
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	70.9749	0.982196	-0.330263	0.000409871
17	-	63432304	63446378	ENSG00000008283.15	CYB561	14.3872	1	-0.657414	0
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	122.194	0.9107	-0.354599	-0.0937373
7	-	122075647	122144280	ENSG00000008311.14	AASS	1.00776	0.940039	-2.00764	-0.180786
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	23.2305	0.652083	-1.53906	-0.0104441
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	33.1444	0.953211	-0.0961954	0.00567438
19	+	4343527	4360086	ENSG00000008382.15	MPND	13.2389	0.903776	-0.301401	-0.177731
12	+	16347142	16609259	ENSG00000008394.12	MGST1	60.7178	0.983751	-1.99365	-0.0138174
12	-	106991364	107093829	ENSG00000008405.11	CRY1	2.3354	0.734534	-0.496131	0.0339649
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.0570264	1	-0.125669	0
19	+	12995608	13098796	ENSG00000008441.16	NFIX	3.79921	1	-0.641997	-0.0042558
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	7.03731	0.870895	0.146255	-0.00960058
16	+	3046681	3060726	ENSG00000008516.16	MMP25	1.02436	1	-2.01467	-2.00432
16	+	3065297	3082192	ENSG00000008517.16	IL32	214.745	0.97956	-1.04837	-0.00248807
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.0204255	0.000542107	1.91477	0.516676
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.36698	0.932034	-1.57632	0.0295765
17	-	40019097	40061215	ENSG00000008838.18	MED24	59.3412	0.651194	-0.26287	-0.174908
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	83.4561	0.849157	-0.890403	-0.229614
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	20.639	0.770116	0.0678109	-0.154027
3	+	169966635	169998373	ENSG00000008952.16	SEC62	199.707	0.855775	-0.32894	0.00320266
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	805.946	0.881829	-0.21354	-0.044876
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	97.8591	0.692847	-0.273408	0.00491734
6	-	111299028	111483715	ENSG00000009413.15	REV3L	10.9683	0.27808	0.0999349	0.154457
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0.0570264	1	-0.826246	0
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.5965	1	-0.188089	0
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.121833	1	0.54321	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.1428	0.947918	-0.147672	-0.0169544
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	44.4996	0.896859	-0.274807	-0.0737519
14	-	77274956	77320884	ENSG00000009830.11	POMT2	7.08858	0.860422	-0.454232	-0.107528
6	+	142147162	142224689	ENSG00000009844.15	VTA1	85.3794	0.997385	-0.214745	-0.00708064
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	170.106	0.855624	-0.293949	-0.115468
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	85.9017	0.853432	-0.283615	-0.0370881
6	-	36354091	36387800	ENSG00000010030.13	ETV7	6.73858	0.84859	-0.68587	-0.100946
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	10.2892	0.862017	-0.269472	0.0369309
1	+	171781664	171814023	ENSG00000010165.19	METTL13	48.7148	0.915816	-0.195269	-0.0788872
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	2.8678	0.8362	-0.213404	-0.0878563
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	220.194	0.805523	-0.0346908	-0.113879
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	122.465	0.90926	-0.617853	-0.0620039
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	76.483	0.945882	-0.330205	-0.0170828
12	+	6199715	6238271	ENSG00000010278.12	CD9	45.2456	0.981991	-1.48399	-0.0277703
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	80.1402	0.531983	-0.410303	-0.280081
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	5.45512	0.616267	-0.131178	-0.0186503
19	+	45668244	45683724	ENSG00000010310.8	GIPR	1.54508	0.0798186	0.142461	-0.243609
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.266134	0.165065	-1.34776	-1.20094
3	+	52455118	52493071	ENSG00000010322.15	NISCH	35.6817	0.632275	0.146171	-0.0538996
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.193314	1	0.0609973	0
19	-	49806869	49817376	ENSG00000010361.13	FUZ	5.85417	0.770386	-0.474734	-0.260889
X	-	149476990	149521096	ENSG00000010404.17	IDS	169.9	0.688283	-0.189413	-0.00316565
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	11.8029	0.941648	-0.186572	-0.0254773
12	+	6786858	6820808	ENSG00000010610.9	CD4	3.27425	0.849449	-0.86907	-0.0175655
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	5.95233	0.759509	-0.698951	-0.243695
X	-	101349447	101390796	ENSG00000010671.15	BTK	136.883	0.800912	-0.104412	-0.0353502
6	+	26087281	26098343	ENSG00000010704.18	HFE	3.26794	0.726063	-0.255227	-0.0052229
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	27.0888	0.622775	-0.110759	-0.0862213
6	-	111660332	111873452	ENSG00000010810.17	FYN	6.57066	0.934132	-0.462969	-0.0333855
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	26.1709	0.509259	-0.0246197	-0.113138
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	80.5979	0.895757	-0.241833	-0.1211
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	70.0045	0.866704	-0.305183	-0.123484
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	11.1692	0.240884	-0.241462	-0.39349
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.324262	0.68034	-0.0421388	-0.480145
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	50.4946	0.991623	-0.549185	-0.006306
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.0213849	1	-0.496721	0
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.725618	0.999996	-0.233408	-0.0144442
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	15.2605	0.66879	-0.349885	0.0262777
19	-	3750819	3761699	ENSG00000011132.11	APBA3	15.8109	0.660614	-0.200583	0.0341813
17	-	58205437	58219605	ENSG00000011143.16	MKS1	11.2768	0.774373	-0.166714	-0.256508
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	10.0073	0.96949	-0.291029	-0.0352702
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	0.992216	1	-2.00096	-0.00510102
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	44.7321	0.715317	-0.367155	-0.105508
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	12.7287	0.542665	-0.0310423	-0.160454
17	+	51260528	51297936	ENSG00000011260.13	UTP18	79.7564	0.927629	-0.237364	-0.0619614
7	-	5620047	5781739	ENSG00000011275.18	RNF216	41.3086	0.581312	-0.185067	-0.289874
17	+	15999380	16045015	ENSG00000011295.15	TTC19	11.0021	0.757028	-0.330735	-0.050857
19	+	797075	812327	ENSG00000011304.18	PTBP1	346.214	0.905987	-0.204885	-0.0547156
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.548345	0.64911	-0.483038	0.0279039
3	+	45388506	45549421	ENSG00000011376.9	LARS2	58.2968	0.889455	-0.442882	-0.0150871
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	31.9589	0.516713	-0.360815	-0.639217
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	11.7033	0.983169	-0.87711	-0.027188
7	+	36389806	36453791	ENSG00000011426.10	ANLN	32.5976	0.672392	-0.371874	-0.175625
19	-	15419980	15449951	ENSG00000011451.17	WIZ	10.2431	0.304537	0.0766598	-0.0262046
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	43.8793	0.829087	-0.162466	-0.199734
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0221004	1	1.90788	-0.0147813
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	5.18111	0.436439	0.290058	0.0351453
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	99.9822	0.931488	-0.367067	-0.0421571
2	+	65056366	65087004	ENSG00000011523.13	CEP68	28.033	0.919595	-0.366394	-0.121205
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	7.06438	0.653547	-0.420102	-0.447455
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.0190308	0.000192313	0.105671	0.0131641
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0.383892	0.983421	-0.584422	-0.103149
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	19.399	0.8124	-0.425406	0.0239551
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.0855395	1	-0.980183	0
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	48.2484	0.896942	-0.375516	-0.241434
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	60.3705	0.957213	-0.249557	-0.0159907
19	+	35319261	35347355	ENSG00000012124.15	CD22	311.582	0.867696	-0.222516	-0.0709111
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.075721	1	0.177732	0
