chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
3	-	129555175	129606818	ENSG00000004399.12	PLXND1	1.56878	0.836999	-0.948744	0.00966341
1	-	33007940	33080996	ENSG00000004455.16	AK2	349.82	0.987879	-0.17068	-0.00966669
4	+	15778275	15853230	ENSG00000004468.12	CD38	12.6357	0.847766	0.0461504	0.00399465
12	+	2794953	2805423	ENSG00000004478.7	FKBP4	170.628	0.882517	-0.409874	-0.121349
1	+	23019448	23083689	ENSG00000004487.15	KDM1A	118.353	0.82785	-0.201807	-0.0652415
3	+	49940007	50100045	ENSG00000004534.14	RBM6	88.3484	0.691408	-0.299647	-0.0837608
17	-	3860315	3894891	ENSG00000004660.14	CAMKK1	3.58525	0.398455	-0.218127	-0.197864
12	-	21468911	21501669	ENSG00000004700.15	RECQL	66.5771	0.699033	-0.370832	-0.256976
7	+	93232340	93361121	ENSG00000004766.15	VPS50	18.9483	0.884631	-0.130471	-0.0966589
19	-	35754568	35758079	ENSG00000004776.11	HSPB6	0.338949	1	0.306041	0
19	+	35774532	35788822	ENSG00000004777.18	ARHGAP33	1.29912	0.0784951	-2.11698	-0.946919
16	-	23581002	23596356	ENSG00000004779.9	NDUFAB1	77.4024	0.988492	-0.241731	-0.00356432
7	-	95583499	95596491	ENSG00000004799.7	PDK4	0.118632	1	0.884528	-0.0453257
3	-	50341110	50346852	ENSG00000004838.13	ZMYND10	0.310465	0.657881	0.142419	0.04489
7	+	20615207	20777038	ENSG00000004846.16	ABCB5	0.0596133	1	0.463717	0
X	-	25003694	25016420	ENSG00000004848.7	ARX	0.239058	1	-1.3963	0
7	-	96120220	96322147	ENSG00000004864.13	SLC25A13	11.9649	0.528059	0.0597789	0.0881014
7	+	116953238	117230103	ENSG00000004866.19	ST7	109.831	0.89345	-0.592379	-0.108404
17	-	47117703	47189422	ENSG00000004897.11	CDC27	91.1886	0.783014	-0.300495	-0.223419
17	-	44248385	44268141	ENSG00000004939.13	SLC4A1	0.243563	0.445689	-0.0804603	0.345653
X	+	11111301	11123078	ENSG00000004961.14	HCCS	24.7429	0.913341	-0.173299	-0.0663459
17	-	7225341	7234545	ENSG00000004975.11	DVL2	43.9712	0.63549	-0.239388	-0.0175124
19	+	18831938	18868236	ENSG00000005007.12	UPF1	89.7226	0.675378	-0.443339	-0.146582
7	-	26667062	26995239	ENSG00000005020.12	SKAP2	44.5724	0.993032	-0.133042	-0.0522686
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	225.846	0.989593	0.0429585	-0.0242181
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	44.3796	0.938854	-0.234149	-0.0241678
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	0.0423686	1	-0.719071	0
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	50.4755	0.934704	-0.215245	-0.0222018
17	-	5440912	5469060	ENSG00000005100.12	DHX33	39.1044	0.80635	-0.166198	-0.142424
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	0.305054	1	-0.873094	-0.0264562
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.0691511	1	-0.898457	0
17	+	34980494	35009743	ENSG00000005156.11	LIG3	30.8733	0.660039	-0.272941	-0.22842
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	44.0079	0.82347	-0.344062	-0.0224173
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	10.8847	0.93052	-0.718738	-0.434958
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	4.53777	0.58238	-0.0360656	-0.211752
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	33.6391	0.959373	-0.589675	-0.583171
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	15.1375	0.621162	0.00378052	-0.141189
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	5.53554	0.446625	-0.331907	-0.479221
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	0.307672	0.389043	0.0441563	-0.184472
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	0.194895	1	-0.101263	0
X	+	11758159	11775753	ENSG00000005302.17	MSL3	89.8896	0.848524	-0.252924	-0.0647721
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	81.3475	0.795801	-0.16037	-0.076895
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	1.44235	0.21865	0.364685	-0.13849
17	-	58269856	58280935	ENSG00000005381.7	MPO	0.152527	1	-1.21093	0
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	11.2346	0.652872	-0.355192	-0.239187
2	+	74421678	74425755	ENSG00000005448.16	WDR54	36.7996	0.660652	-0.168627	-0.00657716
7	+	87345681	87399795	ENSG00000005469.11	CROT	8.99412	0.886371	-0.190616	-0.218955
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	6.15642	0.43207	-0.333368	-0.203173
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	90.8888	0.56979	-0.458603	-0.23199
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	16.0297	0.912488	-0.298092	-0.0153466
16	+	981808	986979	ENSG00000005513.9	SOX8	0.288106	1	-1.47437	0
6	-	82169983	82247754	ENSG00000005700.14	IBTK	81.4628	0.681383	-0.668134	-0.208134
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	22.7903	0.804312	-0.0928073	-0.1131
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	74.2062	0.333704	0.0986497	-0.0132603
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	47.708	0.826164	-0.201905	-0.0564585
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	100.528	0.658756	-0.480709	-0.132022
17	+	50094737	50112152	ENSG00000005882.11	PDK2	4.82375	0.983941	-0.539803	-0.112424
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	2.51807	0.793752	-0.620688	-0.0772165
X	+	24149173	24216255	ENSG00000005889.15	ZFX	31.8892	0.601712	-0.148088	-0.0547113
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	101.459	0.953082	-0.11957	-0.032459
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0246477	0.955697	-0.539674	0.0194805
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.82195	1	-0.32244	0
16	-	19501689	19522145	ENSG00000006007.11	GDE1	22.1296	0.991621	-0.0424726	-0.0015655
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	12.6989	0.856887	-0.694613	-0.00631225
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0.177948	1	-1.27404	0
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	2.26415	0.109967	0.140186	0.0784979
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	0.288658	1	-0.0695633	0
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	47.2098	0.587628	-0.963395	-0.444717
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.177948	1	-1.27404	0
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	7.50781	0.828849	-0.563989	-0.039945
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	216.494	0.946327	-0.160949	-0.0299941
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	30.2304	0.618702	-0.157336	-0.15271
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	1.27953	1	-0.491802	-0.000267332
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	6.76691	0.472151	-0.823683	-0.180606
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.529493	0.867913	-0.467028	0.0608699
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.586564	0.604742	-0.532469	0.100133
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.101685	1	-1.04799	0
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	14.6571	0.981555	-0.0880488	-0.0455556
7	+	39623483	39708124	ENSG00000006451.7	RALA	52.7501	0.979238	-0.15857	-0.0560986
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	19.7729	0.790049	-0.762663	-0.148985
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	7.84428	0.491017	-1.16871	0.149361
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0.0169474	1	0.13965	0
7	+	141551189	141655244	ENSG00000006530.15	AGK	61.7265	0.62626	-0.141571	0.0114697
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	0.0415138	1	-0.111005	0
1	-	54779712	54801267	ENSG00000006555.10	TTC22	2.78249	0.975007	-0.516411	-0.00996163
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	59.741	0.768297	-0.322984	-0.244824
2	+	241356243	241494841	ENSG00000006607.13	FARP2	53.2728	0.871845	-0.259257	-0.0209913
7	-	30496621	30504844	ENSG00000006625.17	GGCT	42.1109	0.951752	-0.234552	-0.0260408
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.675699	0.600868	-0.0685935	-0.163534
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.152538	1	0.206908	0
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	34.1033	0.919375	-0.134343	-0.109521
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	8.32369	0.888955	-0.961368	0.0104246
17	+	14069496	14208677	ENSG00000006695.10	COX10	27.3855	0.961866	-0.249436	-0.219822
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	4.25961	0.832478	-0.410923	-0.122398
19	-	39385852	39391195	ENSG00000006712.14	PAF1	62.7589	0.814577	-0.314142	-0.117044
7	-	38722963	38932394	ENSG00000006715.15	VPS41	63.8454	0.722764	-0.157114	-0.116025
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	18.7135	0.958183	-1.68223	-0.0481427
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	67.4908	0.838772	-0.391226	-0.0706561
7	+	12570577	12660179	ENSG00000006747.14	SCIN	0.954962	1	0.242155	-0.0916033
X	-	2903970	2929351	ENSG00000006756.15	ARSD	2.21225	0.789763	-0.479024	0.0337291
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	16.5237	0.958543	-0.31603	-0.0271151
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	33.7898	0.246852	-3.52891	-1.40968
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.202705	0.198922	0.297186	0.505451
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.51034	0.977435	-1.71629	-0.234725
19	+	45079288	45305283	ENSG00000007047.14	MARK4	42.3287	0.794453	-0.434476	-0.0677232
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	43.3266	0.977429	-0.24829	-0.013784
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	1.4544	0.36799	-0.21227	-0.00564596
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	117.752	0.947584	-0.112029	-0.000668176
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.0338949	1	-0.642414	0
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	66.2914	0.325594	-0.265238	-0.114956
17	-	9910609	10198551	ENSG00000007237.18	GAS7	18.6694	0.883358	-0.452231	-0.0134278
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	40.969	0.903445	-0.227197	-0.0307743
19	-	3777970	3802129	ENSG00000007264.14	MATK	4.85695	0.573752	-1.89175	-0.0696169
17	-	63928740	63932354	ENSG00000007312.12	CD79B	54.3268	0.894167	0.0923639	-0.0276151
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	1.38284	0.588143	-0.469308	0.227516
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.20543	0.446301	0.117335	0.149429
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0.00941506	1	-0.288139	0
11	-	31784792	31817961	ENSG00000007372.20	PAX6	1.32269	1	-0.354412	-0.0082952
16	-	784974	788397	ENSG00000007376.7	RPUSD1	25.028	0.788932	-0.350228	-0.0809102
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.169926	0.115453	0.118105	0.684212
16	-	188969	229463	ENSG00000007392.16	LUC7L	16.4906	0.786745	-0.273885	0.0229861
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.921048	1	-0.729107	0
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.00196877	0.000291216	1.50834	0.979747
16	-	1349240	1351911	ENSG00000007520.3	TSR3	31.5125	0.886409	-0.164666	-0.0944928
16	+	566995	584136	ENSG00000007541.16	PIGQ	9.33559	0.890186	-0.373734	0.0111649
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	0.209489	0.0106416	-0.238234	-0.133926
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.330475	1	-0.197254	0
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	54.1088	0.7679	-0.260591	-0.153067
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	37.9251	0.623345	-0.638099	-0.225591
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.271159	1	-0.520899	0
1	-	23506430	23531220	ENSG00000007968.6	E2F2	4.28844	0.531781	-0.184173	-0.134119
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	137.954	0.977972	-0.0387048	-0.0249157
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.381317	1	-0.0828852	-0.00692456
6	+	15246296	15522040	ENSG00000008083.13	JARID2	30.7741	0.641852	-0.46512	-0.285481
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	11.0759	0.684278	-0.616741	0.0833596
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.120339	1	-1.11507	0
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	4.43196	0.101324	-0.529273	-0.315708
1	-	1751232	1780457	ENSG00000008130.15	NADK	63.479	0.692569	-0.0597947	-0.0869256
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	109.4	0.816365	-1.21356	-0.345081
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	15.1049	0.608172	-0.145248	-0.0593049
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	64.5071	0.97744	-0.288772	0.00249663
17	-	63432304	63446378	ENSG00000008283.15	CYB561	5.95478	1	-0.27473	0
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	116.268	0.812135	-0.333011	-0.0445623
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.907408	0.142403	-0.223439	0.176427
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	0.627452	1	0.0227376	-0.193853
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	33.0727	0.956943	-0.0952552	0.00399494
19	+	4343527	4360086	ENSG00000008382.15	MPND	12.231	0.820035	-0.267038	-0.135988
12	+	16347142	16609259	ENSG00000008394.12	MGST1	10.4967	0.96567	-1.23173	-0.00584279
12	-	106991364	107093829	ENSG00000008405.11	CRY1	12.3598	0.868317	-1.21828	-0.0378019
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.466054	1	-0.97708	0
19	+	12995608	13098796	ENSG00000008441.16	NFIX	2.02173	0.997523	-0.369028	-0.0031894
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	10.7221	0.948048	-0.0364059	-0.0460637
16	+	3046681	3060726	ENSG00000008516.16	MMP25	2.0616	1	-2.31631	-2.00432
16	+	3065297	3082192	ENSG00000008517.16	IL32	190.673	0.982637	-0.996736	-0.0038364
16	-	2088710	2135898	ENSG00000008710.18	PKD1	1.4633	0.0252742	0.22972	-0.00785404
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.0783686	0.332777	-0.946298	0.468631
17	-	40019097	40061215	ENSG00000008838.18	MED24	42.2551	0.510191	-0.115423	-0.0707421
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	74.5026	0.826131	-0.841123	-0.217816
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	20.1037	0.579629	0.079218	-0.032447
3	+	169966635	169998373	ENSG00000008952.16	SEC62	251.321	0.9354	-0.428771	-0.0350079
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	1133.52	0.881215	-0.361662	-0.0445769
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	86.7241	0.718676	-0.220953	-0.0107563
6	-	111299028	111483715	ENSG00000009413.15	REV3L	36.9045	0.591366	-0.426727	-0.165169
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0.0254212	1	-0.549263	0
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0.0932109	1	-1.01373	0
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.60153	1	-0.189446	0
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.0790104	1	0.713794	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	8.31746	0.926684	-0.10663	-0.00721913
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	72.5057	0.841444	-0.486786	-0.0463682
14	-	77274956	77320884	ENSG00000009830.11	POMT2	5.55742	0.758717	-0.348715	-0.053565
6	+	142147162	142224689	ENSG00000009844.15	VTA1	76.0925	0.996499	-0.16474	-0.00669851
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	167.359	0.818697	-0.286879	-0.0965345
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	68.6989	0.76437	-0.186576	0.0101915
6	-	36354091	36387800	ENSG00000010030.13	ETV7	13.9705	0.781001	-1.00218	-0.0653367
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	8.06029	0.980873	-0.163558	-0.0185621
1	+	171781664	171814023	ENSG00000010165.19	METTL13	40.8667	0.816056	-0.118995	-0.029372
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	3.70296	0.879665	-0.324063	-0.10961
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	215.71	0.759572	-0.025756	-0.0886923
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	91.2238	0.835474	-0.489961	-0.0256658
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	55.8698	0.951882	-0.193839	-0.0198003
12	+	6199715	6238271	ENSG00000010278.12	CD9	4.98576	0.998949	-0.526923	-0.0351317
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	91.9904	0.594688	-0.470189	-0.327627
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	3.47444	0.573762	0.064289	0.0118734
19	+	45668244	45683724	ENSG00000010310.8	GIPR	2.78617	0.0869151	-0.11235	-0.276634
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.913058	0.27229	-1.87187	-1.40843
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.152527	1	-0.470718	0
3	+	52455118	52493071	ENSG00000010322.15	NISCH	39.8627	0.528729	0.0980627	0.022451
19	-	49806869	49817376	ENSG00000010361.13	FUZ	5.8722	0.762687	-0.476067	-0.256583
X	-	149476990	149521096	ENSG00000010404.17	IDS	213.597	0.725524	-0.288809	-0.025731
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	12.027	0.983743	-0.194734	-0.044275
12	+	6786858	6820808	ENSG00000010610.9	CD4	0.355896	1	0.0840086	-0.0876668
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	7.97858	0.727725	-0.826004	-0.225376
X	-	101349447	101390796	ENSG00000010671.15	BTK	165.849	0.827877	-0.18777	-0.0495567
6	+	26087281	26098343	ENSG00000010704.18	HFE	1.72987	0.709325	0.019857	0.00476694
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	24.5818	0.614516	-0.0685994	-0.0805156
6	-	111660332	111873452	ENSG00000010810.17	FYN	5.63825	0.83891	-0.396613	0.0127856
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	40.1759	0.405685	-0.210709	-0.0165183
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	78.3855	0.839718	-0.229747	-0.0933632
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	63.1369	0.861067	-0.260347	-0.120683
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	10.052	0.227718	-0.195735	-0.370079
17	+	62627401	62693597	ENSG00000011028.13	MRC2	1.14332	0.156109	-0.580002	0.138525
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	26.8643	0.9856	-0.275191	-0.0036866
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.279633	1	-1.46185	0
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.932109	1	-0.340856	-0.0144459
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	26.9048	0.74129	-0.596023	-0.0177944
19	-	3750819	3761699	ENSG00000011132.11	APBA3	21.6592	0.74202	-0.337195	-0.0155755
17	-	58205437	58219605	ENSG00000011143.16	MKS1	5.75066	0.475268	0.125384	-0.0479668
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	7.32676	0.892683	-0.155782	0.000194519
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	0.0169474	1	-0.430517	-0.00510102
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	39.6901	0.672076	-0.315231	-0.0788133
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	12.889	0.371111	-0.0364733	0.000956054
17	+	51260528	51297936	ENSG00000011260.13	UTP18	58.7368	0.924229	-0.104528	-0.0603837
7	-	5620047	5781739	ENSG00000011275.18	RNF216	51.4832	0.632858	-0.280671	-0.326173
17	+	15999380	16045015	ENSG00000011295.15	TTC19	5.62435	0.724739	-0.0397083	-0.0321789
19	+	797075	812327	ENSG00000011304.18	PTBP1	314.465	0.855617	-0.163114	-0.030152
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.739867	0.674797	-0.61112	0.0113
3	+	45388506	45549421	ENSG00000011376.9	LARS2	46.508	0.920575	-0.344784	-0.029859
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	29.7159	0.435371	-0.329222	-0.566365
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	2.64117	0.97721	-0.231868	-0.0245744
7	+	36389806	36453791	ENSG00000011426.10	ANLN	19.6005	0.551924	-0.151044	-0.0912688
19	-	15419980	15449951	ENSG00000011451.17	WIZ	4.51292	0.116586	0.432096	0.369081
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	36.3789	0.659957	-0.0810764	-0.101974
12	-	91140484	91183123	ENSG00000011465.16	DCN	10.3896	0.982948	-0.602621	-0.00738639
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	10.0751	0.582848	0.00163774	-0.0880359
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	65.3526	0.960864	-0.18243	-0.0555007
2	+	65056366	65087004	ENSG00000011523.13	CEP68	29.8902	0.93353	-0.394244	-0.127667
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	4.23955	0.369234	-0.198757	-0.204491
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.12538	0.00127325	-0.563025	-0.0306123
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0.29658	1	-0.475589	-0.110338
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	10.2355	0.913138	-0.147936	-0.0262284
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.0345411	1	-0.648761	0
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	46.3404	0.835078	-0.357996	-0.210751
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	52.3088	0.944115	-0.187318	-0.0100693
19	+	35319261	35347355	ENSG00000012124.15	CD22	317.7	0.840333	-0.23096	-0.057156
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.729913	1	-0.758362	0
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	22.9875	0.942135	-0.122994	-0.0584329
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	12.2659	0.841193	-0.41108	-0.0564926
