chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
2	+	37231631	37253403	ENSG00000003509.15	NDUFAF7	5.4642	0.803317	-0.209485	-0.0628279
3	+	50088908	50119021	ENSG00000003756.16	RBM5	66.6292	0.866896	-0.096973	-0.0857434
8	-	17298030	17413528	ENSG00000003987.13	MTMR7	1.00417	1	0.013957	0
8	+	17497088	17570573	ENSG00000003989.16	SLC7A2	1.26628	1	0.786226	-0.092581
7	+	127588345	127591705	ENSG00000004059.10	ARF5	48.9442	0.978343	0.00478316	-0.00231538
17	+	28364356	28404049	ENSG00000004139.13	SARM1	9.07529	0.991737	-0.303109	-0.192346
17	-	28347177	28357522	ENSG00000004142.11	POLDIP2	63.4553	0.913895	-0.0603526	-0.0651341
3	-	129555175	129606818	ENSG00000004399.12	PLXND1	37.8632	0.489208	-0.4679	-0.0910621
1	-	33007940	33080996	ENSG00000004455.16	AK2	77.4986	0.994401	-0.00668866	-0.0130382
4	+	15778275	15853230	ENSG00000004468.12	CD38	0.0912903	1	-0.113495	0
12	+	2794953	2805423	ENSG00000004478.7	FKBP4	45.7507	0.917604	-0.14168	-0.0624735
1	+	23019448	23083689	ENSG00000004487.15	KDM1A	73.6562	0.934025	-0.238956	-0.098959
3	+	49940007	50100045	ENSG00000004534.14	RBM6	36.9243	0.813263	-0.22236	-0.0553825
17	-	3860315	3894891	ENSG00000004660.14	CAMKK1	4.76893	0.716977	-0.0714327	-0.270662
12	-	21468911	21501669	ENSG00000004700.15	RECQL	54.3255	0.823061	-0.520631	-0.43344
7	+	93232340	93361121	ENSG00000004766.15	VPS50	16.0397	0.949645	-0.0661324	-0.103863
19	-	35754568	35758079	ENSG00000004776.11	HSPB6	108.49	0.941159	-0.573106	0.00684147
19	+	35774532	35788822	ENSG00000004777.18	ARHGAP33	0.908986	0.303615	-1.96331	-1.4964
16	-	23581002	23596356	ENSG00000004779.9	NDUFAB1	34.3686	0.982594	-0.191023	-0.0012388
7	-	95583499	95596491	ENSG00000004799.7	PDK4	0.0687076	1	1.29339	-0.0568991
3	-	50341110	50346852	ENSG00000004838.13	ZMYND10	0.142834	1	-0.0317548	0
7	+	20615207	20777038	ENSG00000004846.16	ABCB5	0.0211971	1	0.401077	0
7	-	96120220	96322147	ENSG00000004864.13	SLC25A13	4.25668	0.991486	0.0217955	-0.192272
7	+	116953238	117230103	ENSG00000004866.19	ST7	14.5525	0.854472	-0.103758	-0.123163
17	-	47117703	47189422	ENSG00000004897.11	CDC27	59.3426	0.840339	-0.046989	-0.116031
17	-	44248385	44268141	ENSG00000004939.13	SLC4A1	0.084314	1	-0.282845	0
X	+	11111301	11123078	ENSG00000004961.14	HCCS	19.3419	0.953808	-0.0873627	-0.0506537
17	-	7225341	7234545	ENSG00000004975.11	DVL2	48.0467	0.743487	-0.361996	-0.0458527
19	+	18831938	18868236	ENSG00000005007.12	UPF1	65.2698	0.720564	-0.535168	-0.113041
7	-	26667062	26995239	ENSG00000005020.12	SKAP2	16.9972	0.993705	-0.0908286	-0.0529502
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	74.3004	0.999058	-0.0358689	-0.026364
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	14.0233	0.898503	-0.345866	-0.0148729
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	14.0864	0.989895	-0.275711	-0.01119
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	40.4385	0.976391	-0.239037	-0.0284233
17	-	5440912	5469060	ENSG00000005100.12	DHX33	17.6616	0.853031	0.0495424	-0.13105
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	0.147231	1	-1.19654	0
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.0572044	1	-0.202702	0
17	+	34980494	35009743	ENSG00000005156.11	LIG3	13.9626	0.716391	-0.312864	-0.392
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	20.6238	0.960048	-0.140772	-0.0454382
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	0.213629	1	-0.22146	-0.0263709
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	0.736474	0.746178	0.0151659	-0.218344
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	26.2487	0.983026	-0.0588209	-0.0158376
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	19.8467	0.773499	-0.0952089	-0.173285
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	10.9799	0.465036	-0.346154	-0.356641
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	30.6257	0.888137	-0.616498	-0.056813
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	3.84763	1	-0.54804	-0.0432017
X	+	11758159	11775753	ENSG00000005302.17	MSL3	21.5254	0.914974	-0.0286933	-0.0180439
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	105.402	0.866979	-0.341441	-0.0769514
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	1.53697	0.214807	-0.90148	0.583979
17	-	58269856	58280935	ENSG00000005381.7	MPO	0.0196307	1	-0.471742	0
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	5.99739	0.751789	-0.441822	-0.642829
2	+	74421678	74425755	ENSG00000005448.16	WDR54	6.5145	0.881748	-0.156477	-0.162143
7	+	87345681	87399795	ENSG00000005469.11	CROT	11.4935	0.897822	-0.15766	-0.160456
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	2.04796	0.843718	-1.64691	0.0730069
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	47.939	0.697612	-0.506734	-0.365494
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	25.0854	0.939922	-0.35219	-0.0707017
16	+	981808	986979	ENSG00000005513.9	SOX8	0.454314	1	-1.66681	0
6	-	82169983	82247754	ENSG00000005700.14	IBTK	59.3258	0.733898	-0.725353	-0.135448
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	8.83582	0.892892	0.0696477	-0.123425
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	36.0334	0.523917	0.109023	-0.102359
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	47.3935	0.918722	-0.113319	-0.0222464
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	0.0432319	1	-0.726172	0
17	+	50094737	50112152	ENSG00000005882.11	PDK2	24.2063	0.96142	-0.587075	-0.0596241
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	16.1588	0.828766	-0.183897	-0.124999
X	+	24149173	24216255	ENSG00000005889.15	ZFX	18.6993	0.436676	0.000352691	0.00103611
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	193.746	0.972679	-0.127929	-0.00364124
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.00981537	1	-0.297002	0
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.0294461	1	0.528304	0
16	-	19501689	19522145	ENSG00000006007.11	GDE1	61.9354	0.999359	-0.207591	-0.00292791
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	7.66134	0.956396	-0.24028	-0.0748432
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0.26873	0.647021	-0.128362	-0.295217
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	1.41242	0.249828	0.138098	-0.0878225
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	111.059	0.889972	-0.489433	0.0322757
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0.0392615	1	-0.692508	0
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	7.98241	0.846208	-0.658601	-0.465292
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	52.1295	0.910104	-0.496976	-0.0135999
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	188.04	0.963929	-0.0457938	-0.0271375
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.240267	0.979144	-1.3984	0.00906185
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	18.8723	0.678621	-0.0728206	-0.142373
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	0.0785477	1	0.805265	0
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	4.9703	0.507718	0.0540892	-0.0945648
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.269571	0.956262	0.135178	-0.0360185
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	68.096	0.938267	-0.368153	-0.0298466
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0294461	1	-0.596004	0
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	0.304307	1	-0.143138	0
7	+	39623483	39708124	ENSG00000006451.7	RALA	119.99	0.984462	-0.38819	-0.0184666
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	1.59245	0.980545	0.151381	-0.357498
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	12.0601	0.838016	-0.644291	-0.107345
7	-	13891228	13991425	ENSG00000006468.13	ETV1	24.1685	0.93507	-0.799259	-0.014569
7	+	141551189	141655244	ENSG00000006530.15	AGK	18.7321	0.940243	-0.0728744	-0.177279
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	7.88542	0.890961	-0.365059	-0.154169
1	-	54779712	54801267	ENSG00000006555.10	TTC22	0.0209466	1	0.649859	0
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	38.6913	0.889331	-0.386953	-0.135399
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0.431876	1	-1.59752	-0.0260002
2	+	241356243	241494841	ENSG00000006607.13	FARP2	38.8825	0.937905	-0.164683	-0.0379534
7	-	30496621	30504844	ENSG00000006625.17	GGCT	17.8072	0.977127	-0.189858	-0.0614846
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.187675	0.772121	-0.286426	-0.173594
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	43.8603	0.883972	-0.216057	-0.0792509
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	0.0588922	1	-0.83817	0
17	+	14069496	14208677	ENSG00000006695.10	COX10	9.43444	0.945657	-0.0598537	-0.00812915
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	17.8324	0.824356	-0.217687	-0.0349022
19	-	39385852	39391195	ENSG00000006712.14	PAF1	43.3612	0.90544	-0.193166	-0.123113
7	-	38722963	38932394	ENSG00000006715.15	VPS41	50.3926	0.94746	-0.124893	-0.0345891
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	1.40928	0.940299	-0.447724	0.0132536
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	26.5566	0.889377	-0.064334	-0.0868301
7	+	12570577	12660179	ENSG00000006747.14	SCIN	0.786018	1	-0.139474	0
X	-	2903970	2929351	ENSG00000006756.15	ARSD	14.291	0.67409	-0.417903	-0.0766553
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	8.15794	0.928468	-0.151546	-0.0137358
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.360382	1	-1.56865	0
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	25.4374	0.323009	-3.40564	-1.52246
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.184289	0.255295	0.318993	0.389663
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.0392615	1	-0.692508	0
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.165603	1	-1.24453	-0.049027
19	+	45079288	45305283	ENSG00000007047.14	MARK4	40.1299	0.923287	-0.271552	-0.12668
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.0294461	1	-0.596004	0
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	35.4528	0.987562	-0.019511	-0.0136053
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	171.676	0.94347	-0.175136	-0.00566598
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.00981537	1	-0.297002	0
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	84.8782	0.456815	-0.180949	-0.0797951
17	-	9910609	10198551	ENSG00000007237.18	GAS7	78.9879	0.989665	-1.59964	-0.0168609
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	5.29828	0.924306	-0.603167	-0.0920313
19	-	3777970	3802129	ENSG00000007264.14	MATK	0.0294461	1	-0.596004	0
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.0294462	1	-0.596005	0
1	-	112523518	112620825	ENSG00000007341.18	ST7L	4.19052	0.854355	-0.380827	-0.092289
11	-	31784792	31817961	ENSG00000007372.20	PAX6	4.03384	0.87812	-0.835359	0.0558497
16	-	784974	788397	ENSG00000007376.7	RPUSD1	11.8949	0.939525	-0.0488217	-0.15036
16	-	58059	76355	ENSG00000007384.15	RHBDF1	21.2384	0.546514	-0.198605	-0.267396
16	-	188969	229463	ENSG00000007392.16	LUC7L	16.2996	0.973063	-0.271045	-0.0625143
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.0636374	1	-0.867098	0
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.078523	1	0.228025	0
16	-	1349240	1351911	ENSG00000007520.3	TSR3	20.6672	0.869077	0.0973644	-0.041994
16	+	566995	584136	ENSG00000007541.16	PIGQ	13.5168	0.789297	-0.106378	0.0346622
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	4.45281	0.140794	-1.46055	-0.988117
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	35.2453	0.666854	-0.464879	-0.258502
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	44.2469	0.882485	-0.137907	-0.0829573
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0.451507	1	-0.447021	-0.149752
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	22.04	0.83692	-0.738504	-0.222756
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.265015	1	-0.438308	0
1	-	23506430	23531220	ENSG00000007968.6	E2F2	0.643205	1	-0.480633	-0.0321322
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	88.3638	0.976672	-0.100714	-0.0202802
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.539846	1	-0.390149	0
6	+	15246296	15522040	ENSG00000008083.13	JARID2	10.3184	0.882314	-0.0320567	-0.318535
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	7.11656	0.817195	-0.0179799	0.0616898
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.0687076	1	-0.896017	0
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	1.83393	0.254212	-0.721489	-0.995418
1	-	1751232	1780457	ENSG00000008130.15	NADK	45.2983	0.829285	-0.109414	-0.181273
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.0294461	1	-0.596004	0
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.0405388	1	-0.703625	0
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	105.237	0.879927	-0.256701	-0.0557027
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	0.539846	1	0.153244	-0.0277805
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	68.7951	0.985722	0.0398357	0.00272802
17	-	63432304	63446378	ENSG00000008283.15	CYB561	10.0342	1	0.287857	0
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	115.15	0.907007	-0.11195	-0.0273279
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.665006	0.685836	0.149579	0.0824611
7	-	122075647	122144280	ENSG00000008311.14	AASS	7.99557	0.378176	-1.06223	-0.852466
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	0.436287	1	-0.294135	0
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	5.61535	0.998867	0.0720676	-0.00875078
19	+	4343527	4360086	ENSG00000008382.15	MPND	5.30732	0.825003	-0.165655	-0.124604
12	+	16347142	16609259	ENSG00000008394.12	MGST1	73.9439	0.995095	0.169188	-0.0148234
12	-	106991364	107093829	ENSG00000008405.11	CRY1	18.5896	0.929911	-0.398469	-0.0419594
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.0196307	1	-0.471742	0
19	+	12995608	13098796	ENSG00000008441.16	NFIX	117.367	0.208676	-0.174266	0.615118
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	87.1124	0.933184	-0.445283	-0.0585761
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.287804	1	-1.47393	-2.00432
16	+	3065297	3082192	ENSG00000008517.16	IL32	5.75181	1	-0.848517	-0.00889459
16	-	2088710	2135898	ENSG00000008710.18	PKD1	6.38297	0.0524969	-0.496984	-0.59157
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.281989	1	-1.46537	0
17	-	40019097	40061215	ENSG00000008838.18	MED24	23.3148	0.652915	0.0293889	-0.0855048
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	17.0451	0.873372	-0.102116	-0.279926
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	9.81173	0.578613	0.229746	0.0365142
3	+	169966635	169998373	ENSG00000008952.16	SEC62	172.389	0.858505	-0.179259	0.0310881
8	-	56067295	56074581	ENSG00000008988.9	RPS20	828.905	0.997106	-0.673932	0.000315098
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	557.592	0.90309	-0.148526	-0.0271945
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	93.6455	0.802539	-0.0829502	-0.0113254
6	-	111299028	111483715	ENSG00000009413.15	REV3L	124.685	0.76042	-0.924643	-0.283713
1	-	11026523	11047233	ENSG00000009724.16	MASP2	0.608553	1	-1.77761	-2.00166
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.0589285	1	0.42871	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	7.34662	0.986306	-0.148437	-0.0254753
14	-	77274956	77320884	ENSG00000009830.11	POMT2	0.197699	0.0512123	1.78835	1.08815
6	+	142147162	142224689	ENSG00000009844.15	VTA1	52.6534	0.997905	-0.14208	-0.00393905
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0.909401	0.981019	-1.9635	0.00823939
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	129.769	0.888569	-0.247333	-0.0427023
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	111.337	0.865998	-0.402399	-0.0129881
6	-	36354091	36387800	ENSG00000010030.13	ETV7	0.931445	0.968332	-0.510354	0.00452366
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	9.22942	0.999549	-0.0998888	-0.0193182
1	+	171781664	171814023	ENSG00000010165.19	METTL13	24.3331	0.935378	-0.023117	-0.061949
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	2.96159	0.918202	-0.554372	-0.0876033
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	101.998	0.844517	-0.00877879	-0.0718666
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	42.5815	0.917121	-0.278674	-0.076134
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	20.4878	0.924135	0.0402602	0.00360976
12	+	6199715	6238271	ENSG00000010278.12	CD9	9.06701	0.991154	-0.355597	-0.0189939
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	22.3993	0.643102	-0.416888	-0.337954
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	8.54692	0.785967	-0.134972	-0.207611
3	+	52410657	52423641	ENSG00000010318.20	PHF7	1.36127	0.64518	-2.13712	-1.81636
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.0588922	1	0.110517	0
3	+	52455118	52493071	ENSG00000010322.15	NISCH	67.3076	0.735645	-0.206952	-0.0796672
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.150076	1	0.131272	0
19	-	49806869	49817376	ENSG00000010361.13	FUZ	4.72432	0.719206	-0.230274	-0.121146
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.0392615	1	-0.692508	0
X	-	149476990	149521096	ENSG00000010404.17	IDS	69.8425	0.640434	-0.144067	0.0381206
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0.0359336	1	0.647421	-0.0647497
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	5.24786	0.947833	-0.0751206	-0.019974
12	+	6786858	6820808	ENSG00000010610.9	CD4	0.0581104	1	0.28479	-0.0173921
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	1.63994	0.678563	-0.372119	-0.337908
6	+	26087281	26098343	ENSG00000010704.18	HFE	8.96141	0.887583	0.0641997	-0.0401831
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	34.0728	0.822957	-0.30056	-0.152318
6	-	111660332	111873452	ENSG00000010810.17	FYN	86.0995	0.961116	-0.150948	-0.0206705
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	26.8378	0.223716	-0.0884862	0.433165
1	+	171248471	171285978	ENSG00000010932.15	FMO1	2.22096	0.51246	-2.34849	-1.71805
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	65.4205	0.935125	-0.149853	-0.066334
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	14.4191	0.760028	0.0798301	-0.112408
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	11.2073	0.412849	-0.248252	-0.389689
17	+	62627401	62693597	ENSG00000011028.13	MRC2	475.758	0.540324	-0.887985	-0.138919
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	10.5084	0.993818	0.0239012	-0.00728781
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	53.685	0.975083	-0.701275	-0.0287032
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	28.7798	0.921462	-0.662753	-0.0418903
19	-	3750819	3761699	ENSG00000011132.11	APBA3	8.33897	0.843376	-0.25725	-0.114666
17	-	58205437	58219605	ENSG00000011143.16	MKS1	5.29994	0.788208	-0.139249	-0.273954
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	14.9343	0.996912	-0.221757	-0.014822
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	0.0196307	1	-0.471742	0
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	15.1007	0.671683	-0.182676	-0.111103
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	9.07151	0.448306	-0.0813103	-0.0559535
17	+	51260528	51297936	ENSG00000011260.13	UTP18	23.8798	0.972254	-0.111765	-0.0688144
7	-	5620047	5781739	ENSG00000011275.18	RNF216	71.3516	0.980338	-0.307652	-0.239528
17	+	15999380	16045015	ENSG00000011295.15	TTC19	6.35966	0.839331	-0.312609	-0.182709
19	+	797075	812327	ENSG00000011304.18	PTBP1	155.878	0.922648	-0.0918255	-0.0526592
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.373452	0.647899	0.0239667	-0.046936
11	-	61515313	61581148	ENSG00000011347.9	SYT7	4.221	0.947225	-1.06488	-0.0222508
3	+	45388506	45549421	ENSG00000011376.9	LARS2	22.5805	0.981467	-0.11083	-0.0193458
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	42.174	0.81194	-0.153892	-0.334421
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	37.2258	0.980205	-0.210019	-0.0285017
7	+	36389806	36453791	ENSG00000011426.10	ANLN	14.2976	0.87377	-0.542352	-0.11642
19	-	15419980	15449951	ENSG00000011451.17	WIZ	52.5824	0.682966	-0.18902	-0.108686
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	76.9229	0.82696	-0.345278	-0.0234623
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	4.79228	0.854217	-0.0674751	-0.0872419
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	43.1709	0.945174	-0.0259772	-0.0404643
2	+	65056366	65087004	ENSG00000011523.13	CEP68	25.1468	0.935353	-0.314145	-0.0968908
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	24.0645	0.777357	-0.0911089	-0.209957
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.0197974	1	-0.474178	0
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	13.0099	0.960169	-0.292775	-0.0320523
