chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
11	-	64269830	64284704	ENSG00000002330.13	BAD	22.858	0.991278	-0.270412	-0.0262608
4	+	17577192	17607972	ENSG00000002549.12	LAP3	459.236	0.958838	-0.448106	-0.030333
X	+	2691179	2741309	ENSG00000002586.18	CD99	28.3038	1	-0.117456	0
4	-	11393150	11429765	ENSG00000002587.9	HS3ST1	3.65202	1	-0.875565	0
7	+	150824627	150861504	ENSG00000002726.20	AOC1	0.0550582	1	-0.184831	0
7	+	121325367	121341104	ENSG00000002745.12	WNT16	0.557463	1	-0.590475	0
7	+	43112599	43566001	ENSG00000002746.14	HECW1	0.00690463	1	0.190042	0
7	-	1815793	2233243	ENSG00000002822.15	MAD1L1	32.2945	0.737434	-0.0618781	0.0307118
17	+	38869859	38921770	ENSG00000002834.17	LASP1	285.78	0.976957	-0.164527	-0.0466873
17	+	48103357	48123074	ENSG00000002919.14	SNX11	103.314	0.948224	-0.256614	-0.0489545
7	+	150800403	150805120	ENSG00000002933.7	TMEM176A	0.516768	1	-1.72157	-0.0200213
12	-	8940363	8949955	ENSG00000003056.7	M6PR	264.963	0.948172	-0.24056	0.0076256
X	-	117897813	118117340	ENSG00000003096.13	KLHL13	0.867166	1	-1.15445	-0.0216393
2	-	72129238	72148038	ENSG00000003137.8	CYP26B1	0.268409	1	-1.44468	0
7	-	8113184	8262687	ENSG00000003147.17	ICA1	0.593226	0.472681	-1.78048	-1.68366
16	-	90004865	90020128	ENSG00000003249.13	DBNDD1	4.999	1	-0.352199	0
2	-	201700554	201781189	ENSG00000003393.14	ALS2	12.8679	0.49961	-0.12758	-0.109008
2	+	201182881	201229406	ENSG00000003400.14	CASP10	21.8112	0.734456	-0.310923	-0.0082415
2	+	201116104	201176687	ENSG00000003402.19	CFLAR	297.519	0.971156	-0.266786	-0.0106446
2	-	187464230	187565760	ENSG00000003436.14	TFPI	1.15488	0.985985	-0.580047	0.00606858
2	+	37231631	37253403	ENSG00000003509.15	NDUFAF7	11.6662	0.843732	-0.130917	-0.125462
3	+	50088908	50119021	ENSG00000003756.16	RBM5	81.3861	0.76336	-0.0150977	-0.0999067
8	-	17298030	17413528	ENSG00000003987.13	MTMR7	1.02767	1	0.00467391	0
8	+	17497088	17570573	ENSG00000003989.16	SLC7A2	0.523057	1	-0.215672	0
7	+	127588345	127591705	ENSG00000004059.10	ARF5	48.8591	0.986007	0.0578701	-0.00610926
17	+	28364356	28404049	ENSG00000004139.13	SARM1	5.52155	0.423225	0.0929105	-0.0848638
17	-	28347177	28357522	ENSG00000004142.11	POLDIP2	180.716	0.928702	-0.425338	-0.0873557
3	-	129555175	129606818	ENSG00000004399.12	PLXND1	1.63063	0.355606	-0.965433	0.374533
1	-	33007940	33080996	ENSG00000004455.16	AK2	370.049	0.977993	-0.195094	-0.00534268
4	+	15778275	15853230	ENSG00000004468.12	CD38	151.325	0.942599	-1.03185	-0.0415466
12	+	2794953	2805423	ENSG00000004478.7	FKBP4	173.068	0.91429	-0.41604	-0.13654
1	+	23019448	23083689	ENSG00000004487.15	KDM1A	132.226	0.91813	-0.249941	-0.109684
3	+	49940007	50100045	ENSG00000004534.14	RBM6	84.3825	0.865686	-0.279703	-0.180138
17	-	3860315	3894891	ENSG00000004660.14	CAMKK1	1.74618	0.629803	0.0930327	-0.392766
12	-	21468911	21501669	ENSG00000004700.15	RECQL	137.413	0.772911	-0.685502	-0.300022
7	+	93232340	93361121	ENSG00000004766.15	VPS50	29.5111	0.889806	-0.322804	-0.0991639
19	-	35754568	35758079	ENSG00000004776.11	HSPB6	0.121026	1	0.731445	0
16	-	23581002	23596356	ENSG00000004779.9	NDUFAB1	89.7006	0.99535	-0.305764	-0.00653701
7	-	95583499	95596491	ENSG00000004799.7	PDK4	0.0275291	1	1.41951	-0.0453257
3	-	50341110	50346852	ENSG00000004838.13	ZMYND10	0.250025	0.722537	0.233185	0.00475955
7	+	20615207	20777038	ENSG00000004846.16	ABCB5	0.076197	1	0.370918	0
X	-	25003694	25016420	ENSG00000004848.7	ARX	0.103442	1	-1.05477	0
7	-	96120220	96322147	ENSG00000004864.13	SLC25A13	32.0566	0.884371	-0.368002	-0.132586
7	+	116953238	117230103	ENSG00000004866.19	ST7	56.604	0.93449	-0.304538	-0.127698
17	-	47117703	47189422	ENSG00000004897.11	CDC27	114.787	0.763827	-0.400437	-0.212782
17	-	44248385	44268141	ENSG00000004939.13	SLC4A1	0.218035	1	-0.0343759	0
X	+	11111301	11123078	ENSG00000004961.14	HCCS	34.6403	0.93747	-0.31938	-0.0775492
17	-	7225341	7234545	ENSG00000004975.11	DVL2	44.8304	0.766973	-0.24779	-0.0980288
16	-	2852727	2858170	ENSG00000005001.9	PRSS22	0.0137645	1	-0.375929	0
19	+	18831938	18868236	ENSG00000005007.12	UPF1	115.907	0.620939	-0.554535	-0.110639
7	-	26667062	26995239	ENSG00000005020.12	SKAP2	67.7384	0.915527	-0.314778	-0.0173429
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	373.794	0.99598	-0.175854	-0.0269842
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	44.7215	0.953863	-0.237482	-0.0309837
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	0.0332434	1	-0.63592	0
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	63.5822	0.97883	-0.315482	-0.0420277
17	-	5440912	5469060	ENSG00000005100.12	DHX33	67.8471	0.846982	-0.405456	-0.163519
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	0.0137645	1	0.249362	-0.0264562
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.0142601	1	-0.384893	0
17	+	34980494	35009743	ENSG00000005156.11	LIG3	44.5668	0.720356	-0.432327	-0.265855
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	49.8645	0.906212	-0.398311	-0.0635234
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	10.8828	0.91275	-0.718662	-0.426674
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	10.9408	0.757495	-0.417713	-0.324228
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	49.5512	0.976571	-0.757844	-0.590808
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	20.792	0.656989	-0.133984	-0.165167
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	6.65063	0.371407	-0.411478	-0.40105
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	0.55106	0.861996	-0.202874	-0.523967
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	0.869065	0.9285	-0.733752	0.0318871
X	+	11758159	11775753	ENSG00000005302.17	MSL3	103.98	0.908807	-0.316157	-0.0942439
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	89.1025	0.83462	-0.199911	-0.0973285
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	0.980664	0.129081	0.53083	0.0774134
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	10.2702	0.699747	-0.31625	-0.268861
2	+	74421678	74425755	ENSG00000005448.16	WDR54	26.3542	0.85495	-0.0236804	-0.117071
7	+	87345681	87399795	ENSG00000005469.11	CROT	24.3131	0.815255	-0.622193	-0.183055
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	4.94454	0.353781	-0.238338	-0.118522
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	97.1628	0.769715	-0.48759	-0.360655
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	24.9548	0.952216	-0.490224	-0.0336584
16	+	981808	986979	ENSG00000005513.9	SOX8	0.0757049	1	-0.933006	0
6	-	82169983	82247754	ENSG00000005700.14	IBTK	79.6435	0.751459	-0.658327	-0.250062
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	26.6003	0.857318	-0.159917	-0.140487
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	126.954	0.378346	-0.134532	-0.0662946
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	38.934	0.864437	-0.113663	-0.0758955
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	124.363	0.638264	-0.573105	-0.118506
17	+	50094737	50112152	ENSG00000005882.11	PDK2	4.40217	0.840967	-0.500171	-0.044976
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	3.69656	0.635819	-0.78687	0.0177947
X	+	24149173	24216255	ENSG00000005889.15	ZFX	16.2893	0.496298	0.143523	0.0274295
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	80.7317	0.951247	-0.0203347	-0.0316307
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0980306	0.63768	-1.03355	0.192961
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.584993	1	-0.176854	0
16	-	19501689	19522145	ENSG00000006007.11	GDE1	45.365	0.998477	-0.35412	-0.00452808
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	10.2862	0.876581	-0.603182	-0.0160682
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0.0555882	1	-0.816826	0
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	4.04855	0.191315	-0.111365	-0.146316
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	1.44247	0.993126	-0.756496	0.00296589
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0.0275291	1	-0.574368	0
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	34.2699	0.568202	-0.824311	-0.430366
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.146592	1	-1.19477	0
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	20.7892	0.841231	-1.00594	-0.0463087
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	252.067	0.908465	-0.227017	-0.0124503
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.158292	1	-1.22606	0
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	21.9224	0.524291	-0.0178342	-0.0820433
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	1.10409	1	-0.428291	-0.000267332
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	3.8497	0.523185	-0.579205	-0.224301
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.475736	1	-0.421442	0
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	4.04188	0.88336	-1.36447	-0.0622008
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0209894	1	-0.491213	0
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	10.5297	0.847131	0.0554672	0.017714
7	+	39623483	39708124	ENSG00000006451.7	RALA	67.2721	0.975768	-0.264164	-0.0545725
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	8.54007	0.911942	-0.398342	-0.210572
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	3.13352	0.749995	-0.771017	-0.0315976
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0.238306	0.987311	-0.82482	0.00549076
7	+	141551189	141655244	ENSG00000006530.15	AGK	66.4451	0.919744	-0.173558	-0.153259
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	2.28493	0.817091	-1.75985	0.0867681
1	-	54779712	54801267	ENSG00000006555.10	TTC22	1.29736	1	-0.186815	-0.0208437
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	48.9338	0.717755	-0.236337	-0.215664
2	+	241356243	241494841	ENSG00000006607.13	FARP2	66.3537	0.849623	-0.3546	-0.00990707
7	-	30496621	30504844	ENSG00000006625.17	GGCT	53.3391	0.962303	-0.337181	-0.0307793
7	+	87876216	87909541	ENSG00000006634.7	DBF4	1.90374	0.714506	-0.514343	-0.237629
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.269731	1	-0.0288777	0
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	23.4488	0.888751	0.0282747	-0.0949692
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	1.01248	0.957121	-0.0501858	-0.0213182
17	+	14069496	14208677	ENSG00000006695.10	COX10	29.0945	0.888251	-0.275717	-0.185613
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	3.34991	0.731343	-0.306862	-0.0668583
19	-	39385852	39391195	ENSG00000006712.14	PAF1	62.5654	0.806424	-0.312801	-0.112728
7	-	38722963	38932394	ENSG00000006715.15	VPS41	77.3393	0.812896	-0.240373	-0.166405
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	7.9411	0.96529	-1.31027	-0.051319
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	111.777	0.832871	-0.610308	-0.0676261
7	+	12570577	12660179	ENSG00000006747.14	SCIN	1.41599	0.99173	0.0725487	-0.0880326
X	-	2903970	2929351	ENSG00000006756.15	ARSD	1.90082	0.906332	-0.413451	-0.0253625
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	9.95845	0.915266	-0.096288	-0.00726276
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.0825872	1	-0.966551	0
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	38.2414	0.282064	-3.58265	-1.46548
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.219177	0.204061	0.264793	0.494898
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	2.12135	0.684097	-2.32865	-0.0816367
19	+	45079288	45305283	ENSG00000007047.14	MARK4	20.4416	0.844077	-0.118466	-0.0937195
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.0688226	1	-0.896651	0
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	78.2242	0.983153	-0.504831	-0.0162943
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	0.306013	0.319467	0.453684	0.0540224
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	172.974	0.957998	-0.27903	-0.00536575
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.0412936	1	-0.710063	0
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0.00174219	1	-0.0697491	0
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	134.237	0.407492	-0.57162	-0.20979
17	-	9910609	10198551	ENSG00000007237.18	GAS7	35.5393	0.924324	-0.7317	-0.0328997
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	23.1256	0.880985	0.0210838	-0.0199623
19	-	3777970	3802129	ENSG00000007264.14	MATK	2.46871	0.634877	-1.59872	-0.112865
17	-	63928740	63932354	ENSG00000007312.12	CD79B	105.497	0.872207	-0.195823	-0.0169369
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.359995	0.615385	0.106398	0.208174
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.72604	0.537354	-0.0374946	0.0704123
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0.137369	1	-1.16841	0
11	-	31784792	31817961	ENSG00000007372.20	PAX6	0.979482	1	-0.22509	-0.0082952
16	-	784974	788397	ENSG00000007376.7	RPUSD1	36.683	0.831443	-0.516211	-0.103425
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.446103	0.393962	-0.285864	0.176353
16	-	188969	229463	ENSG00000007392.16	LUC7L	24.495	0.903637	-0.44564	-0.0364682
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.217875	1	-0.117831	0
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.363602	1	0.0139853	-1.01211
16	-	1349240	1351911	ENSG00000007520.3	TSR3	25.4709	0.77303	-0.0722603	-0.035765
16	+	566995	584136	ENSG00000007541.16	PIGQ	16.0391	0.952914	-0.608578	-0.0180903
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	2.30555	0.0885843	-1.26148	-0.812991
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.521914	0.473966	-0.39101	0.319507
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	101.762	0.812682	-0.534871	-0.177375
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	12.27	0.570877	-0.148256	-0.188035
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.240879	1	-0.471411	0
1	-	23506430	23531220	ENSG00000007968.6	E2F2	6.99947	0.347965	-0.396548	0.0458637
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	179.969	0.978181	-0.154161	-0.0250076
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.653815	1	-0.312404	-0.00692456
6	+	15246296	15522040	ENSG00000008083.13	JARID2	28.2418	0.66692	-0.42784	-0.301869
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	11.5978	0.986886	-0.63672	-0.0737525
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.192265	1	-1.30592	0
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	2.44873	0.156341	-0.272409	-0.490118
1	-	1751232	1780457	ENSG00000008130.15	NADK	82.6146	0.734585	-0.174206	-0.112151
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.00688227	1	-0.227431	0
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.269604	1	-0.297095	0
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	33.9202	0.922412	-0.705093	-0.397517
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	8.37748	0.684236	0.110526	-0.109703
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	41.6502	0.98414	-0.0988187	-0.000440205
17	-	63432304	63446378	ENSG00000008283.15	CYB561	14.6689	1	-0.665829	0
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	102.13	0.939385	-0.276709	-0.107062
7	-	122075647	122144280	ENSG00000008311.14	AASS	0.693324	0.797275	-1.84715	-0.110066
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	0.807938	0.8276	-0.0855353	-0.112568
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	29.5271	0.956584	-0.0460221	0.00415621
19	+	4343527	4360086	ENSG00000008382.15	MPND	12.5314	0.90514	-0.277567	-0.178379
12	+	16347142	16609259	ENSG00000008394.12	MGST1	12.0463	0.992967	-1.29148	-0.0178265
12	-	106991364	107093829	ENSG00000008405.11	CRY1	9.37505	0.831704	-1.09835	-0.01931
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.0344113	1	0.053083	0
19	+	12995608	13098796	ENSG00000008441.16	NFIX	3.59088	0.995723	-0.617571	-0.00241281
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	38.6908	0.929156	-0.593441	-0.0374142
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.378815	1	-1.58974	-2.00432
16	+	3065297	3082192	ENSG00000008517.16	IL32	42.2138	0.991024	-0.341981	-0.00749043
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.490872	0.0130964	0.698284	0.176059
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.357499	1	-1.56526	-0.000678304
17	-	40019097	40061215	ENSG00000008838.18	MED24	78.1516	0.63103	-0.382434	-0.161458
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	50.6769	0.917276	-0.673789	-0.26275
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	30.1937	0.686651	-0.0973502	-0.104883
3	+	169966635	169998373	ENSG00000008952.16	SEC62	261.17	0.933069	-0.445465	-0.0339358
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	785.252	0.883472	-0.202243	-0.0456753
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	113.798	0.697231	-0.338936	0.00221685
6	-	111299028	111483715	ENSG00000009413.15	REV3L	48.6598	0.62666	-0.54679	-0.189938
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0.159876	1	-1.23013	0
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.26818	1	-0.0887999	0
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.0221689	1	1.1558	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.06533	0.886868	-0.14398	0.0116454
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	72.2629	0.874969	-0.485329	-0.0631401
14	-	77274956	77320884	ENSG00000009830.11	POMT2	6.97862	0.745214	-0.447452	-0.0458686
6	+	142147162	142224689	ENSG00000009844.15	VTA1	76.627	0.99184	-0.167779	-0.00468353
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	251.855	0.864962	-0.464372	-0.120128
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	90.2203	0.89757	-0.304915	-0.0587401
6	-	36354091	36387800	ENSG00000010030.13	ETV7	6.34393	0.848783	-0.6597	-0.101043
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	13.5128	0.885749	-0.387736	0.0252695
1	+	171781664	171814023	ENSG00000010165.19	METTL13	68.9284	0.906582	-0.34598	-0.0745339
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	2.35428	0.527788	-0.128042	0.109006
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	248.846	0.789782	-0.0878137	-0.105415
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	85.3896	0.898552	-0.461261	-0.0569153
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	70.4282	0.973675	-0.294392	-0.0295301
12	+	6199715	6238271	ENSG00000010278.12	CD9	7.28494	0.983478	-0.691343	-0.0284208
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0.0481759	1	-0.764743	0
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	127.942	0.5794	-0.613446	-0.316506
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	8.92037	0.65061	-0.344447	-0.0418359
19	+	45668244	45683724	ENSG00000010310.8	GIPR	1.92698	0.196344	0.0470889	-0.604834
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.767802	0.29142	-1.79751	-1.43691
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.103234	1	-0.313769	0
3	+	52455118	52493071	ENSG00000010322.15	NISCH	44.7945	0.678265	0.0474168	-0.0839343
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.0490949	1	0.597615	0
19	-	49806869	49817376	ENSG00000010361.13	FUZ	4.22817	0.761193	-0.333706	-0.255742
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.0344113	1	-0.647493	0
X	-	149476990	149521096	ENSG00000010404.17	IDS	201.873	0.648513	-0.264294	0.0223015
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0.0481759	1	-0.100479	-0.047108
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	17.7958	0.995542	-0.364777	-0.0494012
12	+	6786858	6820808	ENSG00000010610.9	CD4	1.72145	0.692238	-0.591044	0.0701703
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	3.92238	0.690796	-0.51819	-0.203073
X	-	101349447	101390796	ENSG00000010671.15	BTK	219.46	0.857019	-0.309406	-0.0644051
6	+	26087281	26098343	ENSG00000010704.18	HFE	1.71759	0.946575	0.0229331	-0.119027
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	26.3795	0.711428	-0.0992402	-0.143165
6	-	111660332	111873452	ENSG00000010810.17	FYN	17.9657	0.963	-0.899385	-0.0464656
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	38.005	0.468735	-0.18659	-0.0778491
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	104.631	0.907782	-0.355158	-0.126828
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	85.1056	0.861781	-0.390004	-0.121039
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	7.00376	0.199841	-0.0390018	-0.315908
17	+	62627401	62693597	ENSG00000011028.13	MRC2	2.53025	0.242798	-0.922928	-0.0438557
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	26.7911	0.990683	-0.274007	-0.00589823
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.0481759	1	-0.764743	0
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.454229	1	-0.0334875	-0.0144459
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	32.1802	0.84865	-0.673755	-0.075803
19	-	3750819	3761699	ENSG00000011132.11	APBA3	12.1498	0.709447	-0.0862785	0.00365508
17	-	58205437	58219605	ENSG00000011143.16	MKS1	12.8475	0.726675	-0.2233	-0.229261
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	12.1652	0.994945	-0.375754	-0.0464125
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	1.08052	1	-2.03763	-0.00510102
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	27.5562	0.617221	-0.156816	-0.0424011
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	7.14582	0.329824	0.219423	0.0507535
17	+	51260528	51297936	ENSG00000011260.13	UTP18	82.8969	0.947642	-0.254135	-0.0711335
7	-	5620047	5781739	ENSG00000011275.18	RNF216	45.5387	0.65983	-0.227397	-0.344022
17	+	15999380	16045015	ENSG00000011295.15	TTC19	7.39761	0.793592	-0.158543	-0.0710814
19	+	797075	812327	ENSG00000011304.18	PTBP1	405.505	0.915956	-0.273535	-0.0594166
19	-	38211006	38229714	ENSG00000011332.19	DPF1	1.05393	0.770585	-0.763049	-0.0455584
11	-	61515313	61581148	ENSG00000011347.9	SYT7	1.18374	1	-2.07691	0
3	+	45388506	45549421	ENSG00000011376.9	LARS2	63.7757	0.891752	-0.481886	-0.0161947
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	33.548	0.646705	-0.381883	-0.735013
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	17.5199	0.908062	-1.05221	0.00696316
7	+	36389806	36453791	ENSG00000011426.10	ANLN	39.615	0.71466	-0.456524	-0.201725
19	-	15419980	15449951	ENSG00000011451.17	WIZ	10.0707	0.211262	0.0840243	0.12656
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	35.6403	0.675901	-0.0721706	-0.112188
12	-	91140484	91183123	ENSG00000011465.16	DCN	62.7894	0.962725	-1.38356	0.00155003
