chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	22.301	0.919971	-0.441415	-0.0188553
6	-	82169983	82247754	ENSG00000005700.14	IBTK	70.8703	0.657599	-0.607647	-0.192931
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	20.8442	0.745495	-0.0540603	-0.0805406
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	92.6451	0.308091	0.00227908	0.0203729
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	29.7446	0.678665	0.00322307	0.027825
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	8.50334	0.669394	0.591521	-0.138876
17	+	50094737	50112152	ENSG00000005882.11	PDK2	3.80837	0.932369	-0.437397	-0.0892843
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	1.60297	0.447037	-0.425525	0.167954
X	+	24149173	24216255	ENSG00000005889.15	ZFX	33.0369	0.543101	-0.163439	-0.0109688
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	114.744	0.955248	-0.173005	-0.0334346
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0831134	1	-0.969012	0
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.353232	1	0.0374735	0
16	-	19501689	19522145	ENSG00000006007.11	GDE1	39.2477	0.991068	-0.291228	-0.00132566
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	5.78529	0.853991	-0.353581	-0.00485898
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	4.42988	0.222595	-0.150366	-0.209041
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	0.132756	1	0.251016	0
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0.168864	0.975233	-1.25252	0.0107824
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	33.8917	0.547824	-0.819493	-0.414783
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.459189	1	-1.67135	0
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	4.20993	0.614682	-0.313203	0.0880798
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	229.599	0.909697	-0.186472	-0.0130324
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	26.2721	0.56431	-0.0964081	-0.113412
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	0.322969	1	0.0962256	-0.000267332
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	0.513883	0.621159	0.288114	-0.297561
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.65798	1	-0.559806	0
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.519459	1	-0.480644	-0.115496
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0149308	1	-0.396736	0
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	25.5897	0.95822	-0.329939	-0.0352128
7	+	39623483	39708124	ENSG00000006451.7	RALA	83.5858	0.944644	-0.358448	-0.0406392
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	12.5492	0.844167	-0.565335	-0.177411
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	1.27496	1	-0.382491	-0.155108
7	-	13891228	13991425	ENSG00000006468.13	ETV1	1.10001	0.999116	-1.47516	0.000380282
7	+	141551189	141655244	ENSG00000006530.15	AGK	81.9673	0.907011	-0.264723	-0.14727
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	0.203469	1	-0.728417	0
1	-	54779712	54801267	ENSG00000006555.10	TTC22	2.75465	0.81698	-0.51206	0.0659827
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	43.5113	0.724233	-0.185341	-0.219512
2	+	241356243	241494841	ENSG00000006607.13	FARP2	61.1221	0.838475	-0.318939	-0.0042381
7	-	30496621	30504844	ENSG00000006625.17	GGCT	38.9685	0.961937	-0.200879	-0.0306158
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.775296	0.675188	-0.127493	-0.213396
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.377057	1	-0.169912	0
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	44.8279	0.908986	-0.253065	-0.104639
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	1.40805	0.907566	-0.192223	0.00152526
17	+	14069496	14208677	ENSG00000006695.10	COX10	41.3334	0.900929	-0.428163	-0.1917
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	15.3948	0.683861	-0.96819	-0.0381116
19	-	39385852	39391195	ENSG00000006712.14	PAF1	72.3943	0.848426	-0.376162	-0.134515
7	-	38722963	38932394	ENSG00000006715.15	VPS41	69.8122	0.873266	-0.19591	-0.197152
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	1.93931	1	-0.69972	-0.0665066
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	80.947	0.826162	-0.470172	-0.0641554
7	+	12570577	12660179	ENSG00000006747.14	SCIN	0.970615	0.998311	0.235167	-0.0908764
X	-	2903970	2929351	ENSG00000006756.15	ARSD	1.47654	1	-0.304408	-0.067631
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	20.3929	0.965409	-0.407352	-0.0301829
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	33.667	0.197855	-3.52733	-1.31776
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.055409	1	-0.815638	0
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.649631	0.841102	-1.8193	-0.170198
19	+	45079288	45305283	ENSG00000007047.14	MARK4	44.384	0.866935	-0.455063	-0.10519
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.199178	0.690787	-1.32052	0.158735
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	59.9753	0.987815	-0.38948	-0.0183282
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	0.764578	0.289525	0.0643241	0.0954013
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	162.313	0.970599	-0.251404	-0.0109827
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.152375	1	-1.21052	0
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	1.02469	0.997158	-2.01481	0.00122377
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	85.2893	0.351158	-0.374661	-0.146839
17	-	9910609	10198551	ENSG00000007237.18	GAS7	83.1414	0.952394	-1.10074	-0.0457551
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	35.0441	0.865449	-0.159374	-0.0123227
19	-	3777970	3802129	ENSG00000007264.14	MATK	0.754947	1	-1.08812	-0.30771
17	-	63928740	63932354	ENSG00000007312.12	CD79B	153.714	0.899511	-0.359284	-0.0301744
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.706464	1	-0.180601	0
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.80634	0.742211	-0.0571321	-0.0676591
11	-	31784792	31817961	ENSG00000007372.20	PAX6	1.40684	1	-0.381003	-0.0082952
16	-	784974	788397	ENSG00000007376.7	RPUSD1	29.5749	0.888001	-0.422698	-0.131677
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.0675515	0.219817	0.483609	0.421311
16	-	188969	229463	ENSG00000007392.16	LUC7L	18.0735	0.827901	-0.313667	0.00111274
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.830215	1	-0.337996	-1.01211
16	-	1349240	1351911	ENSG00000007520.3	TSR3	31.5301	0.848793	-0.164909	-0.0758751
16	+	566995	584136	ENSG00000007541.16	PIGQ	8.98681	0.669664	-0.357216	0.133203
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	2.6571	0.120877	-1.32286	-0.936046
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.401715	1	-0.279766	0
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.00692612	1	-0.228557	0
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	77.6603	0.736604	-0.417498	-0.135233
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	17.6491	0.493263	-0.306026	-0.125745
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.277045	1	-0.529897	0
1	-	23506430	23531220	ENSG00000007968.6	E2F2	6.81341	0.579358	-0.384864	-0.170675
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	171.189	0.980137	-0.13244	-0.0258664
X	-	47571898	47619853	ENSG00000008056.12	SYN1	1.781	0.963082	-0.743452	0.00924737
6	+	15246296	15522040	ENSG00000008083.13	JARID2	30.1716	0.592922	-0.456536	-0.251593
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	17.8602	0.986163	-0.824099	-0.0734375
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.500727	0.75182	-1.70819	0.122469
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	3.96714	0.0927433	-0.481269	-0.280873
1	-	1751232	1780457	ENSG00000008130.15	NADK	69.8374	0.644664	-0.101247	-0.0562551
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.879617	1	-1.9492	0
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	67.2464	0.722873	-1.00224	-0.292938
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	17.5172	0.38678	-0.209555	0.133255
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	59.1784	0.9737	-0.251334	0.00414467
17	-	63432304	63446378	ENSG00000008283.15	CYB561	5.91253	0.500461	-0.271643	0.296359
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	99.2783	0.886547	-0.264412	-0.0821922
7	-	122075647	122144280	ENSG00000008311.14	AASS	1.79096	0.304365	-2.2555	0.299521
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	15.2238	0.717007	-1.35562	-0.0510702
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	31.8877	0.977544	-0.0794136	-0.00516064
19	+	4343527	4360086	ENSG00000008382.15	MPND	10.4549	0.78497	-0.198956	-0.117242
12	+	16347142	16609259	ENSG00000008394.12	MGST1	101.523	0.948791	-2.21687	0.00173621
12	-	106991364	107093829	ENSG00000008405.11	CRY1	7.45839	0.955408	-0.999141	-0.0788615
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.187005	1	-0.593901	0
19	+	12995608	13098796	ENSG00000008441.16	NFIX	2.2268	0.467308	-0.410789	0.321267
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	11.5941	0.989579	-0.0703326	-0.0644936
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.7754	0.64594	-1.89509	-1.81686
16	+	3065297	3082192	ENSG00000008517.16	IL32	252.986	0.994476	-1.11954	-0.00898551
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.690838	0.0168086	0.552393	0.111329
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.183635	0.725276	-1.28698	0.137193
17	-	40019097	40061215	ENSG00000008838.18	MED24	61.8135	0.639833	-0.280595	-0.167381
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	52.9771	0.879839	-0.693063	-0.244853
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	13.6091	0.467435	0.248562	0.0592176
3	+	169966635	169998373	ENSG00000008952.16	SEC62	185.483	0.919236	-0.296853	-0.0275183
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	772.166	0.853387	-0.194945	-0.0307999
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	110.11	0.703679	-0.324629	-0.00172478
6	-	111299028	111483715	ENSG00000009413.15	REV3L	30.8286	0.663721	-0.348625	-0.21451
1	-	11026523	11047233	ENSG00000009724.16	MASP2	2.56959	1	-0.393759	0
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.480802	1	-0.0276721	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.13546	0.956244	-0.147323	-0.0207128
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	35.9497	0.890059	-0.18217	-0.0704831
14	-	77274956	77320884	ENSG00000009830.11	POMT2	4.77059	0.68109	-0.282542	-0.00733313
6	+	142147162	142224689	ENSG00000009844.15	VTA1	89.7639	0.990233	-0.236491	-0.00398634
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	181.421	0.811063	-0.321915	-0.0925152
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	75.1629	0.790756	-0.225624	-0.00436015
6	-	36354091	36387800	ENSG00000010030.13	ETV7	4.99414	0.759808	-0.555987	-0.0535421
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	14.8661	0.885244	-0.429158	0.0255144
1	+	171781664	171814023	ENSG00000010165.19	METTL13	51.935	0.867635	-0.223063	-0.0556765
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	3.35918	0.934788	-0.281867	-0.135718
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	230.601	0.758497	-0.0547456	-0.0880852
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	109.701	0.909763	-0.570056	-0.0622415
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	87.591	0.959626	-0.389093	-0.0232828
12	+	6199715	6238271	ENSG00000010278.12	CD9	64.0718	0.989332	-1.63506	-0.0309723
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	65.9442	0.487666	-0.325641	-0.243033
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	11.0431	0.841106	-0.437062	-0.151874
19	+	45668244	45683724	ENSG00000010310.8	GIPR	2.45864	0.0936503	-0.0582437	-0.305813
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.627532	0.227493	-1.71114	-1.33339
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.0831134	1	-0.228804	0
3	+	52455118	52493071	ENSG00000010322.15	NISCH	40.6825	0.561852	0.089224	-0.00346226
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.0511493	1	0.582773	0
19	-	49806869	49817376	ENSG00000010361.13	FUZ	2.34492	0.672532	-0.0785035	-0.202702
X	-	149476990	149521096	ENSG00000010404.17	IDS	188.432	0.70482	-0.234371	-0.0133309
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	12.1407	1	-0.198817	-0.0513223
12	+	6786858	6820808	ENSG00000010610.9	CD4	2.90506	0.383983	-0.817281	0.321177
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	3.74194	0.601542	-0.497791	-0.143908
X	-	101349447	101390796	ENSG00000010671.15	BTK	168.842	0.821312	-0.195537	-0.0461405
6	+	26087281	26098343	ENSG00000010704.18	HFE	4.53095	0.968577	-0.396773	-0.128903
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	26.7393	0.689035	-0.105121	-0.129471
6	-	111660332	111873452	ENSG00000010810.17	FYN	3.99605	1	-0.247416	-0.0626741
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	19.9756	0.473268	0.0926476	-0.0819419
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	92.7414	0.858264	-0.302776	-0.10274
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	77.1211	0.865064	-0.347225	-0.122671
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	20.4027	0.328026	-0.502951	-0.522967
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.721692	1	-0.38238	-0.645403
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	45.8246	0.990349	-0.507048	-0.00575325
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	1.65534	1	-0.588258	-0.0144459
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	21.381	0.705441	-0.496263	0.00343935
19	-	3750819	3761699	ENSG00000011132.11	APBA3	20.3588	0.838924	-0.310318	-0.0682149
17	-	58205437	58219605	ENSG00000011143.16	MKS1	7.96761	0.663007	-0.0160162	-0.190005
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	9.44958	0.966945	-0.26615	-0.0341403
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	29.9421	0.905372	-3.47643	0.0376227
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	47.085	0.739697	-0.389414	-0.119866
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	10.4846	0.409029	0.0531169	-0.0402365
17	+	51260528	51297936	ENSG00000011260.13	UTP18	63.9432	0.931731	-0.141406	-0.0638572
7	-	5620047	5781739	ENSG00000011275.18	RNF216	50.0465	0.604434	-0.268382	-0.306533
17	+	15999380	16045015	ENSG00000011295.15	TTC19	7.47079	0.744958	-0.162812	-0.0439686
19	+	797075	812327	ENSG00000011304.18	PTBP1	316.935	0.908703	-0.166512	-0.0560014
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.652234	0.937422	-0.557147	-0.129682
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0.12467	1	-1.12927	0
3	+	45388506	45549421	ENSG00000011376.9	LARS2	65.5973	0.939532	-0.494115	-0.0386172
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	31.2285	0.428707	-0.350777	-0.559817
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	9.5113	0.970064	-0.787127	-0.0214193
7	+	36389806	36453791	ENSG00000011426.10	ANLN	26.069	0.728005	-0.274846	-0.20965
19	-	15419980	15449951	ENSG00000011451.17	WIZ	13.4139	0.359587	-0.0403637	-0.0962496
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	56.5887	0.673204	-0.272914	-0.110477
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	6.9014	0.397123	0.165752	0.0751818
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	91.3945	0.924866	-0.328068	-0.0390916
2	+	65056366	65087004	ENSG00000011523.13	CEP68	21.3463	0.720631	-0.248096	-0.0166093
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	2.57444	0.283342	0.0172199	-0.092958
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.034945	0.000528001	-0.0841519	-0.000909053
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	16.6558	0.97357	-0.359229	-0.0537671
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.00692612	1	-0.228557	0
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	27.6857	0.552149	-0.134355	-0.0337058
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	61.4536	0.986815	-0.257278	-0.0290832
19	+	35319261	35347355	ENSG00000012124.15	CD22	316.775	0.793004	-0.229694	-0.0322847
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	25.1727	0.908927	-0.162416	-0.0430154
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	11.7234	0.842029	-0.391451	-0.0569189
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.0692612	1	-0.136489	-0.0601783
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	43.2997	0.988013	-0.537879	-0.0128179
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	203.353	0.956669	-0.32563	-0.0153968
