chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
19	-	39385852	39391195	ENSG00000006712.14	PAF1	60.7666	0.800363	-0.300134	-0.109492
7	-	38722963	38932394	ENSG00000006715.15	VPS41	72.2076	0.836528	-0.210559	-0.178702
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	1.99117	1	-0.711123	-0.0665066
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	104.529	0.820042	-0.581196	-0.0609651
7	+	12570577	12660179	ENSG00000006747.14	SCIN	2.54251	0.842877	-0.180302	-0.0181683
X	-	2903970	2929351	ENSG00000006756.15	ARSD	2.75853	0.426924	-0.57448	0.296284
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	23.2588	0.94073	-0.464434	-0.0190534
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	29.3912	0.217473	-3.46837	-1.35693
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.418625	0.878481	-0.00711343	-0.123213
19	+	45079288	45305283	ENSG00000007047.14	MARK4	49.1773	0.840912	-0.499592	-0.0921072
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	94.2294	0.973681	-0.585667	-0.0121324
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	5.35201	0.454259	-0.775938	-0.094926
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	144.241	0.959685	-0.200143	-0.00612197
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.121306	1	-1.11828	0
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	86.2173	0.379132	-0.37936	-0.179239
17	-	9910609	10198551	ENSG00000007237.18	GAS7	32.3565	0.983044	-0.690964	-0.0593707
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	56.139	0.946299	-0.363977	-0.0506856
19	-	3777970	3802129	ENSG00000007264.14	MATK	6.12978	0.619595	-1.99264	-0.10245
17	-	63928740	63932354	ENSG00000007312.12	CD79B	175.601	0.890757	-0.417094	-0.0259741
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.673923	1	-0.160413	0
1	-	112523518	112620825	ENSG00000007341.18	ST7L	0.978443	0.842767	0.207113	-0.12215
11	-	31784792	31817961	ENSG00000007372.20	PAX6	0.64163	1	-0.0436836	-0.0082952
16	-	784974	788397	ENSG00000007376.7	RPUSD1	34.2227	0.829399	-0.486069	-0.102369
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.428078	0.781022	-0.268352	-0.115495
16	-	188969	229463	ENSG00000007392.16	LUC7L	17.6969	0.915098	-0.304528	-0.0418823
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.472063	1	-0.443238	0
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.565548	0.241263	-0.173687	-0.407914
16	-	1349240	1351911	ENSG00000007520.3	TSR3	60.2868	0.797862	-0.44634	-0.0493238
16	+	566995	584136	ENSG00000007541.16	PIGQ	25.742	0.928911	-0.813938	-0.00712727
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	8.0934	0.203227	-1.80549	-1.14803
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.296526	1	-0.151636	0
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.0808709	1	-0.958425	0
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	66.084	0.819621	-0.347405	-0.181022
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	49.4304	0.7926	-0.753139	-0.32845
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.431311	1	-0.716692	0
1	-	23506430	23531220	ENSG00000007968.6	E2F2	6.79549	0.581288	-0.383722	-0.172095
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	181.3	0.969519	-0.157361	-0.021184
X	-	47571898	47619853	ENSG00000008056.12	SYN1	6.08881	0.765666	-1.2756	0.107722
6	+	15246296	15522040	ENSG00000008083.13	JARID2	37.7052	0.697211	-0.55331	-0.320881
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	12.5476	0.666767	-0.670876	0.0944538
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.0808708	1	-0.958424	0
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	2.89258	0.0887248	-0.344483	-0.263545
1	-	1751232	1780457	ENSG00000008130.15	NADK	116.943	0.754246	-0.325108	-0.12347
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.27445	1	-0.304558	0
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	123.207	0.790531	-1.26518	-0.331287
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	13.5323	0.834574	-0.0975353	-0.194833
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	39.4224	0.970402	-0.0749506	0.00560315
17	-	63432304	63446378	ENSG00000008283.15	CYB561	11.966	0.857826	-0.577447	0.0658887
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	79.9445	0.897986	-0.170357	-0.0876983
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.75065	0.383391	-0.142061	-0.235404
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	1.66042	0.735388	-0.395641	-0.0619141
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	32.7671	0.952602	-0.0912248	0.00594905
19	+	4343527	4360086	ENSG00000008382.15	MPND	23.2251	0.940204	-0.545365	-0.194708
12	+	16347142	16609259	ENSG00000008394.12	MGST1	15.4116	0.99077	-1.3984	-0.0168741
12	-	106991364	107093829	ENSG00000008405.11	CRY1	12.3545	0.825335	-1.21809	-0.0160113
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.161742	1	-0.5343	0
19	+	12995608	13098796	ENSG00000008441.16	NFIX	0.847244	1	0.00573322	-0.0042558
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	27.6969	0.956473	-0.448309	-0.0498662
16	+	3046681	3060726	ENSG00000008516.16	MMP25	1.37019	0.804415	-2.13994	-1.91085
16	+	3065297	3082192	ENSG00000008517.16	IL32	81.062	0.999458	-0.625295	-0.0111342
16	-	2088710	2135898	ENSG00000008710.18	PKD1	4.58834	0.0811154	-0.26459	-0.419989
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.267938	1	-1.44395	-0.000678304
17	-	40019097	40061215	ENSG00000008838.18	MED24	66.4431	0.634196	-0.311956	-0.163597
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	43.4448	0.9241	-0.606931	-0.265935
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	23.4741	0.730877	0.011936	-0.131614
3	+	169966635	169998373	ENSG00000008952.16	SEC62	81.6378	0.89021	0.0595303	-0.0137361
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	792.512	0.872899	-0.20624	-0.0405054
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	97.6218	0.819398	-0.272354	-0.0669848
6	-	111299028	111483715	ENSG00000009413.15	REV3L	31.081	0.707848	-0.352165	-0.242063
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0.0134785	1	-0.37067	0
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.90046	1	-0.263346	0
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.0681054	1	0.770553	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	8.56636	0.952514	-0.119421	-0.0190331
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	61.1192	0.878793	-0.412602	-0.0650127
14	-	77274956	77320884	ENSG00000009830.11	POMT2	6.38416	0.822486	-0.408844	-0.0881755
6	+	142147162	142224689	ENSG00000009844.15	VTA1	68.9052	0.996802	-0.121656	-0.00682923
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	105.679	0.767209	-0.0872338	-0.0686765
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	55.6184	0.904265	-0.0948593	-0.061932
6	-	36354091	36387800	ENSG00000010030.13	ETV7	1.64319	0.967558	-0.0749805	-0.157302
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	8.73107	0.989243	-0.198234	-0.0222153
1	+	171781664	171814023	ENSG00000010165.19	METTL13	61.798	0.901011	-0.298564	-0.0718862
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	4.12546	0.908388	-0.370867	-0.123409
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	212.198	0.849378	-0.0186274	-0.136627
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	97.8519	0.899031	-0.520419	-0.0571442
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	75.8704	0.971398	-0.326713	-0.0285237
12	+	6199715	6238271	ENSG00000010278.12	CD9	1.32825	0.995639	0.0451414	-0.0337046
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	85.8106	0.5925	-0.43999	-0.326052
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	12.2734	0.68232	-0.482897	-0.0621976
19	+	45668244	45683724	ENSG00000010310.8	GIPR	2.1612	0.0872695	-0.00248581	-0.278219
3	+	52410657	52423641	ENSG00000010318.20	PHF7	1.07295	0.329563	-1.94125	-1.48866
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.0808709	1	-0.218217	0
3	+	52455118	52493071	ENSG00000010322.15	NISCH	71.5014	0.715365	-0.155637	-0.106735
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.00907496	1	1.0887	0
19	-	49806869	49817376	ENSG00000010361.13	FUZ	10.1111	0.795735	-0.711755	-0.274772
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.193798	1	-1.3092	0
X	-	149476990	149521096	ENSG00000010404.17	IDS	113.707	0.710887	-0.0150192	-0.0170014
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0.0134785	1	0.293594	-0.047108
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	14.0315	0.970995	-0.261629	-0.0386678
12	+	6786858	6820808	ENSG00000010610.9	CD4	5.20109	0.992117	-1.06956	-0.0842638
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	3.97399	0.697165	-0.523853	-0.207002
X	-	101349447	101390796	ENSG00000010671.15	BTK	150.145	0.888111	-0.144571	-0.0797065
6	+	26087281	26098343	ENSG00000010704.18	HFE	2.07026	0.969481	-0.0577438	-0.129304
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	28.2511	0.726436	-0.128998	-0.152107
6	-	111660332	111873452	ENSG00000010810.17	FYN	155.347	0.935277	-1.83603	-0.0339119
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	55.8167	0.700378	-0.353477	-0.249243
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	85.7684	0.925624	-0.268834	-0.13519
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	96.225	0.908335	-0.443328	-0.143632
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	9.63083	0.25959	-0.177165	-0.424721
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.19466	0.613644	0.170915	-0.436019
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	25.7459	0.986816	-0.256731	-0.00421671
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.471746	1	-0.0495734	-0.0144459
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	15.6577	0.924426	-0.361037	-0.112532
19	-	3750819	3761699	ENSG00000011132.11	APBA3	35.219	0.801188	-0.548252	-0.0484676
17	-	58205437	58219605	ENSG00000011143.16	MKS1	16.4284	0.795008	-0.330003	-0.267785
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	8.83116	0.991672	-0.236787	-0.0449958
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	2.927	0.742626	-2.4679	0.122641
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	53.6015	0.699234	-0.445697	-0.09577
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	10.7034	0.502853	0.0441555	-0.127985
17	+	51260528	51297936	ENSG00000011260.13	UTP18	51.9262	0.952479	-0.0510141	-0.0733216
7	-	5620047	5781739	ENSG00000011275.18	RNF216	57.7962	0.613993	-0.330896	-0.313238
17	+	15999380	16045015	ENSG00000011295.15	TTC19	16.5669	0.890804	-0.508368	-0.120676
19	+	797075	812327	ENSG00000011304.18	PTBP1	359.583	0.899191	-0.221339	-0.0514814
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.651918	0.736841	-0.55694	-0.0263663
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0.0761986	1	-0.9355	0
3	+	45388506	45549421	ENSG00000011376.9	LARS2	41.754	0.870134	-0.297965	-0.00565643
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	15.132	0.460813	-0.0362702	-0.590491
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	5.30719	0.961631	-0.534113	-0.0176662
7	+	36389806	36453791	ENSG00000011426.10	ANLN	15.1192	0.72346	-0.0383708	-0.206968
19	-	15419980	15449951	ENSG00000011451.17	WIZ	40.2406	0.633674	-0.517257	-0.337199
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	24.3704	0.620999	0.0928517	-0.0759556
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0273055	1	1.84262	-0.0147813
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	16.5895	0.674739	-0.214777	-0.150618
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	89.1288	0.960213	-0.317168	-0.0552094
2	+	65056366	65087004	ENSG00000011523.13	CEP68	27.6279	0.795155	-0.360075	-0.0587907
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	3.94432	0.717767	-0.167485	-0.487576
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.209513	0.00347582	-0.772931	-0.108118
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	1.33329	0.813634	-1.11721	-0.0217504
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	14.8504	0.87353	-0.309434	-0.00718308
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	27.7885	0.900549	-0.135964	-0.243158
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	68.7466	0.945598	-0.305974	-0.0107438
19	+	35319261	35347355	ENSG00000012124.15	CD22	488.759	0.825769	-0.418033	-0.0496532
