chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
3	-	129555175	129606818	ENSG00000004399.12	PLXND1	126.465	0.512645	-0.991573	-0.110987
1	-	33007940	33080996	ENSG00000004455.16	AK2	86.6624	0.938365	-0.0552196	0.0118934
4	+	15778275	15853230	ENSG00000004468.12	CD38	0.0101874	1	0.586992	0
12	+	2794953	2805423	ENSG00000004478.7	FKBP4	60.9615	0.916361	-0.266314	-0.0618911
1	+	23019448	23083689	ENSG00000004487.15	KDM1A	80.9414	0.947637	-0.279912	-0.105176
3	+	49940007	50100045	ENSG00000004534.14	RBM6	51.942	0.902259	-0.370532	-0.0999621
17	-	3860315	3894891	ENSG00000004660.14	CAMKK1	8.23526	0.75441	-0.308306	-0.292467
12	-	21468911	21501669	ENSG00000004700.15	RECQL	35.6075	0.846581	-0.33721	-0.445531
7	+	93232340	93361121	ENSG00000004766.15	VPS50	14.0183	0.873227	-0.00767049	-0.0678248
19	-	35754568	35758079	ENSG00000004776.11	HSPB6	43.7108	0.972426	-0.178364	-0.00720525
19	+	35774532	35788822	ENSG00000004777.18	ARHGAP33	0.808039	0.150912	-1.91277	-1.20659
16	-	23581002	23596356	ENSG00000004779.9	NDUFAB1	35.1541	0.9977	-0.200835	-0.00779841
7	-	95583499	95596491	ENSG00000004799.7	PDK4	0.449341	0.923545	0.527268	-0.022713
3	-	50341110	50346852	ENSG00000004838.13	ZMYND10	0.33681	0.564291	-0.387626	0.245189
7	+	20615207	20777038	ENSG00000004846.16	ABCB5	0.0257806	1	0.341544	0
7	-	96120220	96322147	ENSG00000004864.13	SLC25A13	7.63084	0.863555	-0.231256	-0.132917
7	+	116953238	117230103	ENSG00000004866.19	ST7	21.1398	0.907673	-0.265828	-0.1491
17	-	47117703	47189422	ENSG00000004897.11	CDC27	33.8702	0.835959	0.196505	-0.113788
17	-	44248385	44268141	ENSG00000004939.13	SLC4A1	0.0795351	1	-0.260263	0
7	-	93424487	93574730	ENSG00000004948.13	CALCR	0.0519606	1	-0.792116	0
X	+	11111301	11123078	ENSG00000004961.14	HCCS	18.3295	0.95622	-0.0640265	-0.0517392
17	-	7225341	7234545	ENSG00000004975.11	DVL2	57.6445	0.750207	-0.441075	-0.0497088
16	-	2852727	2858170	ENSG00000005001.9	PRSS22	0.0199067	1	-0.475768	0
19	+	18831938	18868236	ENSG00000005007.12	UPF1	79.7856	0.713138	-0.622368	-0.108604
7	-	26667062	26995239	ENSG00000005020.12	SKAP2	16.6471	0.989493	-0.0817952	-0.0511239
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	91.8332	0.99209	-0.127866	-0.0233546
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	3.62263	0.94799	0.241072	-0.0379075
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	5.44794	0.982733	0.136368	-0.00806805
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	51.5707	0.971406	-0.344621	-0.0262229
17	-	5440912	5469060	ENSG00000005100.12	DHX33	17.8242	0.921481	0.0455646	-0.164197
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	0.666606	0.986855	-1.83034	0.00568938
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.264405	1	-0.813696	0
17	+	34980494	35009743	ENSG00000005156.11	LIG3	18.0758	0.7688	-0.424924	-0.422256
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	15.3745	0.880137	-0.0132763	-0.00810187
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	0.134431	1	-0.031592	-0.0263709
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	1.26277	0.923245	-0.216569	-0.309716
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	39.249	0.993326	-0.233487	-0.020319
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	32.0876	0.805912	-0.303774	-0.19089
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	22.0128	0.46245	-0.648033	-0.35427
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	42.0864	0.87833	-0.754516	-0.0520447
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	2.54734	0.968167	-0.369508	-0.0292934
X	+	11758159	11775753	ENSG00000005302.17	MSL3	16.4385	0.941084	0.0883334	-0.0301333
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	99.618	0.827011	-0.316932	-0.0566934
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	3.05842	0.174062	-1.19891	0.670825
17	-	58269856	58280935	ENSG00000005381.7	MPO	0.0236184	1	-0.526577	0
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	3.69725	0.849847	-0.232188	-0.695416
2	+	74421678	74425755	ENSG00000005448.16	WDR54	10.464	0.851445	-0.362042	-0.147129
7	+	87345681	87399795	ENSG00000005469.11	CROT	8.68129	0.737765	-0.035914	-0.0762204
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	1.72961	0.441152	-1.57392	0.349998
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	46.275	0.763171	-0.491394	-0.403975
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	34.8446	0.958544	-0.494856	-0.0791331
16	+	981808	986979	ENSG00000005513.9	SOX8	0.204354	0.831459	-1.33113	0.0792884
6	-	82169983	82247754	ENSG00000005700.14	IBTK	31.0539	0.720687	-0.444292	-0.127666
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	6.43765	0.857256	0.206984	-0.105936
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	46.3559	0.540522	-0.00034993	-0.11566
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	21.9968	0.949715	0.219934	-0.0365029
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	0.0217961	1	-0.502374	0
17	+	50094737	50112152	ENSG00000005882.11	PDK2	35.9021	0.798732	-0.758208	0.0199784
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	197.893	0.739484	-1.27167	-0.0761201
X	+	24149173	24216255	ENSG00000005889.15	ZFX	10.2287	0.509634	0.262165	-0.0646688
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	145.761	0.967036	-0.00434485	-0.00114013
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0661317	1	-0.881566	0
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.0236184	1	0.597731	0
16	-	19501689	19522145	ENSG00000006007.11	GDE1	55.8635	0.998902	-0.162788	-0.00273123
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	11.5717	0.946606	-0.419181	-0.0704212
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0.312749	0.557597	-0.192043	-0.231677
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	6.02177	0.480748	-0.489319	-0.363995
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	88.3259	0.895984	-0.389977	0.0293842
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0.0377895	1	-0.679332	0
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	15.2161	0.667859	-0.938512	-0.363852
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.0191782	1	-0.465058	0
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	54.5135	0.904829	-0.516393	-0.0111029
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	211.911	0.936588	-0.0976945	-0.0147712
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	24.1084	0.744115	-0.179114	-0.18183
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	1.00803	1	-0.255319	0
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	7.82389	0.516847	-0.142633	-0.102156
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.500891	0.614089	-0.126659	0.15383
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	178.313	0.949024	-0.786175	-0.0347454
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0141714	1	-0.383302	0
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	0.378015	1	-0.234632	0
7	+	39623483	39708124	ENSG00000006451.7	RALA	45.6604	0.988298	0.0313569	-0.0201386
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	16.3236	0.858037	-0.856917	-0.300162
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	6.13489	0.889275	-0.351094	-0.132833
7	-	13891228	13991425	ENSG00000006468.13	ETV1	5.24867	0.9409	-0.136706	-0.0172399
7	+	141551189	141655244	ENSG00000006530.15	AGK	20.6151	0.945813	-0.114452	-0.179818
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	32.1767	0.880339	-0.975361	-0.149018
1	-	54779712	54801267	ENSG00000006555.10	TTC22	0.0381461	1	0.457911	0
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	20.6802	0.882901	-0.114992	-0.132283
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0.0708553	1	-0.859923	-0.0260002
2	+	241356243	241494841	ENSG00000006607.13	FARP2	32.083	0.932857	-0.0812275	-0.0356345
7	-	30496621	30504844	ENSG00000006625.17	GGCT	13.0027	0.974078	-0.0533863	-0.0601411
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.0601165	0.685767	0.163706	-0.122784
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	1.70705	0.888737	-0.437229	0.0430423
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	36.0292	0.894606	-0.130661	-0.0843864
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	0.00944738	1	-0.288861	0
17	+	14069496	14208677	ENSG00000006695.10	COX10	12.4571	0.944548	-0.180443	-0.00762488
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	28.3232	0.869278	-0.418529	-0.0576771
19	-	39385852	39391195	ENSG00000006712.14	PAF1	56.2495	0.879009	-0.306161	-0.11039
7	-	38722963	38932394	ENSG00000006715.15	VPS41	50.8255	0.951497	-0.128607	-0.0364164
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	0.935106	1	-0.271137	-0.0132075
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	34.2962	0.828306	-0.175371	-0.0562909
7	+	12570577	12660179	ENSG00000006747.14	SCIN	4.14843	0.975608	-0.85748	0.0106172
X	-	2903970	2929351	ENSG00000006756.15	ARSD	14.5559	0.785474	-0.425874	-0.142168
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	7.6242	0.963161	-0.122197	-0.029501
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.136987	1	-1.16728	0
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	19.2219	0.310512	-3.28402	-1.50584
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.168647	0.20539	0.355446	0.480167
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.00476044	1	-0.169099	0
19	+	45079288	45305283	ENSG00000007047.14	MARK4	59.4025	0.888189	-0.441853	-0.110033
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.236286	1	-1.39144	0
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	62.5546	0.973976	-0.266067	-0.00764989
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	112.259	0.965905	0.00933946	-0.0157665
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0.00277614	1	-0.1064	0
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	94.418	0.467203	-0.227203	-0.0893534
17	-	9910609	10198551	ENSG00000007237.18	GAS7	86.2713	0.974445	-1.63794	-0.0101979
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	5.83083	0.92923	-0.644688	-0.0943141
1	-	112523518	112620825	ENSG00000007341.18	ST7L	4.73744	0.929698	-0.433984	-0.128585
11	-	31784792	31817961	ENSG00000007372.20	PAX6	2.70451	0.96992	-0.662256	0.0131308
16	-	784974	788397	ENSG00000007376.7	RPUSD1	16.8471	0.81628	-0.199879	-0.0899812
16	-	58059	76355	ENSG00000007384.15	RHBDF1	28.8349	0.464356	-0.331348	-0.198024
16	-	188969	229463	ENSG00000007392.16	LUC7L	20.8882	0.962935	-0.37871	-0.0580168
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.0728889	1	-0.918496	0
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.323462	1	-0.347966	0
16	-	1349240	1351911	ENSG00000007520.3	TSR3	29.5007	0.765275	-0.0571234	0.0125771
16	+	566995	584136	ENSG00000007541.16	PIGQ	29.0268	0.906932	-0.438132	-0.0249667
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	12.2962	0.340426	-1.90106	-1.35433
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	64.8468	0.694948	-0.729611	-0.276164
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	58.5294	0.906014	-0.259374	-0.0942585
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0.211035	0.971215	-0.127304	-0.137195
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	14.6011	0.827366	-0.559778	-0.217829
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.00472369	1	0.833032	0
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	83.2115	0.982175	-0.0746264	-0.0226957
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.954103	0.841594	-0.634031	0.0740888
6	+	15246296	15522040	ENSG00000008083.13	JARID2	7.55631	0.747507	0.103092	-0.247404
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	8.14834	0.886889	-0.0767018	0.026559
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.265002	0.950859	-1.43934	0.0216617
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	3.94986	0.180768	-1.05342	-0.853971
1	-	1751232	1780457	ENSG00000008130.15	NADK	52.4148	0.840545	-0.172773	-0.18706
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.162604	1	-1.23705	0
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	142.248	0.881459	-0.387568	-0.0564497
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	0.566843	1	0.132428	-0.0277805
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	40.9389	0.983626	0.265214	0.00364318
17	-	63432304	63446378	ENSG00000008283.15	CYB561	12.5026	0.97544	0.192425	0.0106912
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	68.1458	0.856603	0.115848	-0.00277544
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.327765	0.205402	0.450272	0.591718
7	-	122075647	122144280	ENSG00000008311.14	AASS	3.10897	0.465384	-0.65285	-0.940481
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	0.251115	1	-0.0613521	0
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	3.6131	0.997513	0.263137	-0.00816752
19	+	4343527	4360086	ENSG00000008382.15	MPND	8.26089	0.863666	-0.357514	-0.144262
12	+	16347142	16609259	ENSG00000008394.12	MGST1	8.03475	0.986544	1.13264	-0.0111128
12	-	106991364	107093829	ENSG00000008405.11	CRY1	15.3573	0.88908	-0.315563	-0.022671
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.0236184	1	-0.526577	0
19	+	12995608	13098796	ENSG00000008441.16	NFIX	89.4039	0.335816	-0.056088	0.416074
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	39.5917	0.96336	-0.102867	-0.0722532
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.312391	1	-1.50838	-2.00432
16	+	3065297	3082192	ENSG00000008517.16	IL32	4.22497	0.999672	-0.714809	-0.00875352
16	-	2088710	2135898	ENSG00000008710.18	PKD1	3.41897	0.0168266	-0.226445	-0.224277
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.440553	0.818541	-1.65375	0.0860074
17	-	40019097	40061215	ENSG00000008838.18	MED24	37.9879	0.627895	-0.182553	-0.0687961
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	25.0279	0.906257	-0.26886	-0.295799
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	12.7588	0.658052	0.115784	-0.0184662
3	+	169966635	169998373	ENSG00000008952.16	SEC62	97.9944	0.966685	0.0660305	-0.0198941
8	-	56067295	56074581	ENSG00000008988.9	RPS20	722.403	0.997998	-0.614207	-6.93894e-05
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	484.084	0.872038	-0.0871314	-0.0121682
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	71.9561	0.759625	0.0314552	0.0122396
6	-	111299028	111483715	ENSG00000009413.15	REV3L	30.7307	0.816735	-0.316508	-0.314351
1	-	11026523	11047233	ENSG00000009724.16	MASP2	0.48654	1	-1.68218	-2.00166
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.0568708	1	0.441872	0
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	4.32604	0.985192	0.0811478	-0.0249895
14	-	77274956	77320884	ENSG00000009830.11	POMT2	28.491	0.900691	-0.349074	-0.084383
6	+	142147162	142224689	ENSG00000009844.15	VTA1	42.4519	0.996179	-0.0485708	-0.0031947
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0.0437823	1	-0.730639	0
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	126.225	0.927553	-0.235309	-0.0611467
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	73.4259	0.856387	-0.221629	-0.00819692
6	-	36354091	36387800	ENSG00000010030.13	ETV7	0.801587	0.874718	-0.445894	0.0482051
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	8.02634	0.996474	-0.0393024	-0.0179934
1	+	171781664	171814023	ENSG00000010165.19	METTL13	32.6434	0.951443	-0.15067	-0.0692671
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	3.0134	0.838703	-0.561879	-0.0487165
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	96.2007	0.85986	0.0166321	-0.0795953
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	79.9461	0.907558	-0.552202	-0.0716311
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	20.1927	0.971484	0.046558	-0.0178638
12	+	6199715	6238271	ENSG00000010278.12	CD9	2.95834	0.995564	0.129832	-0.0209027
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0.00472369	1	-0.168017	0
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	25.522	0.654851	-0.473545	-0.345697
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	9.97209	0.700395	-0.201876	-0.158216
19	+	45668244	45683724	ENSG00000010310.8	GIPR	0.366504	0.961301	-0.311441	0.0169675
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.551015	0.363139	-1.74897	-1.57187
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.107061	0.871719	-0.119725	0.0589912
3	+	52455118	52493071	ENSG00000010322.15	NISCH	130.395	0.780588	-0.494118	-0.105085
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.0074297	1	1.09431	0
19	-	49806869	49817376	ENSG00000010361.13	FUZ	6.63145	0.808179	-0.377279	-0.171145
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.00944738	1	-0.288861	0
X	-	149476990	149521096	ENSG00000010404.17	IDS	66.4379	0.700887	-0.122366	-0.000476779
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0.0661317	1	0.427986	-0.0647497
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	5.28749	0.980799	-0.0783817	-0.0346698
12	+	6786858	6820808	ENSG00000010610.9	CD4	0.277708	1	-0.340948	-0.0173921
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	1.44832	0.632407	-0.318504	-0.307774
6	+	26087281	26098343	ENSG00000010704.18	HFE	14.3331	0.968512	-0.139583	-0.0776747
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	31.5557	0.794083	-0.26724	-0.136996
6	-	111660332	111873452	ENSG00000010810.17	FYN	55.0743	0.955563	0.0430749	-0.01818
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	25.3539	0.474821	-0.0637936	0.116272
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0.148928	0.976516	-1.2012	-1.9941
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	52.6587	0.935255	-0.0556257	-0.0663937
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	32.8242	0.853862	-0.277257	-0.162346
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	11.8244	0.50468	-0.27151	-0.475041
17	+	62627401	62693597	ENSG00000011028.13	MRC2	402.736	0.519695	-0.815621	-0.122327
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	14.4916	0.992944	-0.115565	-0.00690951
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.00472369	1	-0.168017	0
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	84.4937	0.946938	-0.898217	-0.0161142
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	30.1707	0.940061	-0.683243	-0.0504766
19	-	3750819	3761699	ENSG00000011132.11	APBA3	10.1325	0.794492	-0.341762	-0.0890474
17	-	58205437	58219605	ENSG00000011143.16	MKS1	6.10835	0.680074	-0.200794	-0.210734
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	11.3367	0.993808	-0.102151	-0.0134812
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	3.42472	0.970212	-2.53589	0.0130014
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	25.7567	0.72445	-0.41445	-0.143483
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	6.35495	0.51941	0.0730528	-0.11859
17	+	51260528	51297936	ENSG00000011260.13	UTP18	15.9238	0.947624	0.064128	-0.0577856
7	-	5620047	5781739	ENSG00000011275.18	RNF216	77.2399	0.902234	-0.342086	-0.20385
17	+	15999380	16045015	ENSG00000011295.15	TTC19	5.95236	0.816444	-0.283911	-0.170846
19	+	797075	812327	ENSG00000011304.18	PTBP1	193.555	0.910897	-0.18584	-0.0471525
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.750783	0.615503	-0.273583	-0.0250062
11	-	61515313	61581148	ENSG00000011347.9	SYT7	1.59964	0.993084	-0.645166	-0.0425741
3	+	45388506	45549421	ENSG00000011376.9	LARS2	33.7834	0.968571	-0.285736	-0.0136599
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	21.7042	0.799278	0.134511	-0.327678
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	40.3574	0.931426	-0.245089	-0.00656276
7	+	36389806	36453791	ENSG00000011426.10	ANLN	20.4296	0.775945	-0.697257	-0.0654728
19	-	15419980	15449951	ENSG00000011451.17	WIZ	47.445	0.515596	-0.144379	0.0113738
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	95.8487	0.800928	-0.440797	-0.00973993
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	8.57331	0.87734	-0.319682	-0.0987091
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	54.3076	0.972996	-0.125626	-0.0529335
2	+	65056366	65087004	ENSG00000011523.13	CEP68	30.7387	0.933549	-0.401317	-0.0960612
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	19.3858	0.861481	0.0027407	-0.254043
