chr	strand	start	end	gene_id	gene_symbol	omega	rate	log10(alpha)	log10(beta)
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.954866	0.453085	-0.502519	-0.306743
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	31.4849	0.991169	-0.344094	-0.0061091
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.772653	0.599999	-0.260325	0.204546
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	22.3022	0.822833	-0.514574	-0.0625447
19	-	3750819	3761699	ENSG00000011132.11	APBA3	20.4708	0.747012	-0.312699	-0.0184489
17	-	58205437	58219605	ENSG00000011143.16	MKS1	8.19313	0.542635	-0.028123	-0.104424
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	6.64474	0.932797	-0.113409	-0.0186884
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	2.35309	1	-2.37348	-0.00510102
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	45.1952	0.761786	-0.371627	-0.132477
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	8.09745	0.305662	0.165199	0.0827852
17	+	51260528	51297936	ENSG00000011260.13	UTP18	74.6218	0.922951	-0.208468	-0.0597892
7	-	5620047	5781739	ENSG00000011275.18	RNF216	51.5982	0.626182	-0.28164	-0.321639
17	+	15999380	16045015	ENSG00000011295.15	TTC19	5.92928	0.668997	-0.0625982	0.00208633
19	+	797075	812327	ENSG00000011304.18	PTBP1	346.01	0.855603	-0.204629	-0.030145
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.620752	1	-0.535994	-0.15746
3	+	45388506	45549421	ENSG00000011376.9	LARS2	44.5943	0.766505	-0.326539	0.0487481
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	37.6112	0.497774	-0.43152	-0.623313
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	6.31454	0.896757	-0.60946	0.0123443
7	+	36389806	36453791	ENSG00000011426.10	ANLN	32.4972	0.67901	-0.370534	-0.179817
19	-	15419980	15449951	ENSG00000011451.17	WIZ	11.8726	0.300783	0.0126035	-0.0209902
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	37.866	0.624029	-0.0984715	-0.078036
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0571046	1	1.58764	-0.0147813
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	7.59356	0.471803	0.124301	0.00203797
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	86.216	0.92953	-0.302739	-0.0412529
2	+	65056366	65087004	ENSG00000011523.13	CEP68	21.6455	0.732005	-0.254138	-0.0233181
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	2.25614	0.228352	0.0742996	-0.00280259
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0.616325	0.737978	-0.785845	0.020095
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	17.7279	0.879611	-0.386305	-0.0101619
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.0642426	1	-0.870653	0
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	39.0204	0.70683	-0.283346	-0.139271
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	52.717	0.908136	-0.190693	0.0066244
19	+	35319261	35347355	ENSG00000012124.15	CD22	286.572	0.838375	-0.186178	-0.0561548
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.386532	1	-0.487459	0
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	21.695	0.741966	-0.097873	0.0440674
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	13.7862	0.926016	-0.461786	-0.0977478
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.178452	1	-0.51263	-0.0601783
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	28.9107	0.922545	-0.362503	0.0166485
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0.107071	1	-1.06845	0
