chr	strand	start	end	gene_id	gene_symbol	omega	rate
7	-	95297676	95324707	ENSG00000005421.8	PON1	0	1
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	11.6971	0.74198
2	+	74421678	74425755	ENSG00000005448.16	WDR54	57.0154	0.836147
7	+	87345681	87399795	ENSG00000005469.11	CROT	9.38685	0.867289
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	6.399	0.455679
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	53.9973	0.631347
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	47.3246	0.921688
16	+	981808	986979	ENSG00000005513.9	SOX8	0.221104	1
6	-	82169983	82247754	ENSG00000005700.14	IBTK	48.5086	0.74754
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	22.8739	0.846805
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	99.3395	0.580909
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	27.0953	0.891719
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	69.0156	0.741295
17	+	50094737	50112152	ENSG00000005882.11	PDK2	7.69021	0.948446
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	2.5801	0.898207
X	+	24149173	24216255	ENSG00000005889.15	ZFX	27.0007	0.639855
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	79.4859	0.963864
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0725684	1
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.414102	1
16	-	19501689	19522145	ENSG00000006007.11	GDE1	43.6221	0.998442
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	21.2642	0.9274
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0.0158112	1
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	9.15821	0.289592
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	0.0675462	1
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0.0624646	1
17	-	41346092	41350812	ENSG00000006059.3	KRT33A	0	1
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	55.5278	0.652524
11	-	17392885	17476845	ENSG00000006071.12	ABCC8	0	1
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.0542374	1
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	13.1581	0.887947
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	238.525	0.932386
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.159036	0.983275
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	40.3452	0.655898
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	0.448256	1
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	7.83962	0.584996
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.26957	1
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.200063	0.362061
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0539139	1
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	11.245	0.966485
7	+	39623483	39708124	ENSG00000006451.7	RALA	79.7246	0.917431
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	18.2949	0.88557
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	1.83128	0.759038
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0.0539138	1
7	+	141551189	141655244	ENSG00000006530.15	AGK	60.6541	0.91211
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	0.24734	1
1	-	54779712	54801267	ENSG00000006555.10	TTC22	1.32698	1
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	30.1772	0.826923
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0	1
2	+	241356243	241494841	ENSG00000006607.13	FARP2	56.5578	0.930406
11	-	17493895	17544416	ENSG00000006611.15	USH1C	0	1
7	-	30496621	30504844	ENSG00000006625.17	GGCT	34.5532	0.973786
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.569437	0.565125
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.460062	1
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	26.1921	0.843211
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	11.9983	0.940994
17	+	14069496	14208677	ENSG00000006695.10	COX10	28.5534	0.959253
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	4.15622	0.758503
19	-	39385852	39391195	ENSG00000006712.14	PAF1	60.7666	0.800363
7	-	38722963	38932394	ENSG00000006715.15	VPS41	72.2076	0.836528
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	1.99117	1
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	104.529	0.820042
7	+	12570577	12660179	ENSG00000006747.14	SCIN	2.54251	0.842877
X	-	2903970	2929351	ENSG00000006756.15	ARSD	2.75853	0.426924
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	23.2588	0.94073
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0	1
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	29.3912	0.217473
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.418625	0.878481
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0	1
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0	1
19	+	45079288	45305283	ENSG00000007047.14	MARK4	49.1773	0.840912
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0	1
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	94.2294	0.973681
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	5.35201	0.454259
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	144.241	0.959685
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.121306	1
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0	1
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	86.2173	0.379132
17	+	28473293	28497781	ENSG00000007216.14	SLC13A2	0	1
17	-	9910609	10198551	ENSG00000007237.18	GAS7	32.3565	0.983044
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	56.139	0.946299
19	-	3777970	3802129	ENSG00000007264.14	MATK	6.12978	0.619595
19	-	41673307	41706976	ENSG00000007306.14	CEACAM7	0	1
17	-	63928740	63932354	ENSG00000007312.12	CD79B	175.601	0.890757
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.673923	1
1	-	112523518	112620825	ENSG00000007341.18	ST7L	0.978443	0.842767
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0	1
11	-	31784792	31817961	ENSG00000007372.20	PAX6	0.64163	1
16	-	784974	788397	ENSG00000007376.7	RPUSD1	34.2227	0.829399
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.428078	0.781022
16	-	188969	229463	ENSG00000007392.16	LUC7L	17.6969	0.915098
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.472063	1
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.565548	0.241263
16	-	1349240	1351911	ENSG00000007520.3	TSR3	60.2868	0.797862
16	+	566995	584136	ENSG00000007541.16	PIGQ	25.742	0.928911
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	8.0934	0.203227
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.296526	1
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.0808709	1
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	66.084	0.819621
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0	1
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	49.4304	0.7926
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.431311	1
1	-	23506430	23531220	ENSG00000007968.6	E2F2	6.79549	0.581288
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	181.3	0.969519
X	-	47571898	47619853	ENSG00000008056.12	SYN1	6.08881	0.765666
6	+	15246296	15522040	ENSG00000008083.13	JARID2	37.7052	0.697211
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	12.5476	0.666767
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.0808708	1
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	2.89258	0.0887248
1	-	1751232	1780457	ENSG00000008130.15	NADK	116.943	0.754246
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0	1
6	+	50713828	50772988	ENSG00000008197.4	TFAP2D	0	1
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.27445	1
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	123.207	0.790531
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	13.5323	0.834574
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	39.4224	0.970402
17	-	63432304	63446378	ENSG00000008283.15	CYB561	11.966	0.857826
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	79.9445	0.897986
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.75065	0.383391
7	-	122075647	122144280	ENSG00000008311.14	AASS	0	0
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	1.66042	0.735388
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	32.7671	0.952602
19	+	4343527	4360086	ENSG00000008382.15	MPND	23.2251	0.940204
12	+	16347142	16609259	ENSG00000008394.12	MGST1	15.4116	0.99077
12	-	106991364	107093829	ENSG00000008405.11	CRY1	12.3545	0.825335
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.161742	1
19	+	12995608	13098796	ENSG00000008441.16	NFIX	0.847244	1
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	27.6969	0.956473
16	+	3046681	3060726	ENSG00000008516.16	MMP25	1.37019	0.804415
16	+	3065297	3082192	ENSG00000008517.16	IL32	81.062	0.999458
16	-	2088710	2135898	ENSG00000008710.18	PKD1	4.58834	0.0811154
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.267938	1
17	-	40019097	40061215	ENSG00000008838.18	MED24	66.4431	0.634196
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	43.4448	0.9241
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	23.4741	0.730877
3	+	169966635	169998373	ENSG00000008952.16	SEC62	81.6378	0.89021
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	792.512	0.872899
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	97.6218	0.819398
6	-	111299028	111483715	ENSG00000009413.15	REV3L	31.081	0.707848
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0.0134785	1
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0	1
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.90046	1
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.0681054	1
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	8.56636	0.952514
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	61.1192	0.878793
14	-	77274956	77320884	ENSG00000009830.11	POMT2	6.38416	0.822486
6	+	142147162	142224689	ENSG00000009844.15	VTA1	68.9052	0.996802
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0	1
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	105.679	0.767209
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	55.6184	0.904265
6	-	36354091	36387800	ENSG00000010030.13	ETV7	1.64319	0.967558
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	8.73107	0.989243
1	+	171781664	171814023	ENSG00000010165.19	METTL13	61.798	0.901011
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	4.12546	0.908388
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	212.198	0.849378
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	97.8519	0.899031
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	75.8704	0.971398
12	+	6199715	6238271	ENSG00000010278.12	CD9	1.32825	0.995639
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0	1
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	85.8106	0.5925
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	12.2734	0.68232
19	+	45668244	45683724	ENSG00000010310.8	GIPR	2.1612	0.0872695
3	+	52410657	52423641	ENSG00000010318.20	PHF7	1.07295	0.329563
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.0808709	1
3	+	52455118	52493071	ENSG00000010322.15	NISCH	71.5014	0.715365
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.00907496	1
19	-	49806869	49817376	ENSG00000010361.13	FUZ	10.1111	0.795735
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.193798	1
X	-	149476990	149521096	ENSG00000010404.17	IDS	113.707	0.710887
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0.0134785	1
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	14.0315	0.970995
12	+	6786858	6820808	ENSG00000010610.9	CD4	5.20109	0.992117
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	3.97399	0.697165
X	-	101349447	101390796	ENSG00000010671.15	BTK	150.145	0.888111
6	+	26087281	26098343	ENSG00000010704.18	HFE	2.07026	0.969481
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	28.2511	0.726436
6	-	111660332	111873452	ENSG00000010810.17	FYN	155.347	0.935277
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	55.8167	0.700378
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0	1
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	85.7684	0.925624
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	96.225	0.908335
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	9.63083	0.25959
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.19466	0.613644
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	25.7459	0.986816
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0	1
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.471746	1
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	15.6577	0.924426
19	-	3750819	3761699	ENSG00000011132.11	APBA3	35.219	0.801188
17	-	58205437	58219605	ENSG00000011143.16	MKS1	16.4284	0.795008
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	8.83116	0.991672
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	2.927	0.742626
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	53.6015	0.699234
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	10.7034	0.502853
17	+	51260528	51297936	ENSG00000011260.13	UTP18	51.9262	0.952479
7	-	5620047	5781739	ENSG00000011275.18	RNF216	57.7962	0.613993
17	+	15999380	16045015	ENSG00000011295.15	TTC19	16.5669	0.890804
19	+	797075	812327	ENSG00000011304.18	PTBP1	359.583	0.899191
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.651918	0.736841
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0.0761986	1
3	+	45388506	45549421	ENSG00000011376.9	LARS2	41.754	0.870134
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	15.132	0.460813
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	5.30719	0.961631
7	+	36389806	36453791	ENSG00000011426.10	ANLN	15.1192	0.72346
19	-	15419980	15449951	ENSG00000011451.17	WIZ	40.2406	0.633674
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	24.3704	0.620999
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0273055	1
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	16.5895	0.674739
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	89.1288	0.960213
2	+	65056366	65087004	ENSG00000011523.13	CEP68	27.6279	0.795155
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	3.94432	0.717767
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.209513	0.00347582
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	1.33329	0.813634
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	14.8504	0.87353
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0	1
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	27.7885	0.900549
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	68.7466	0.945598
19	+	35319261	35347355	ENSG00000012124.15	CD22	488.759	0.825769
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.306036	1
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	16.8259	0.94544
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	13.233	0.892283
3	-	46435645	46485234	ENSG00000012223.12	LTF	16.7749	0.893446
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	27.1426	0.915912
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0.0134785	1
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	122.176	0.955212
10	+	45374176	45446119	ENSG00000012779.10	ALOX5	50.0158	0.762616
12	-	53708517	53727745	ENSG00000012822.15	CALCOCO1	49.7373	0.94711
14	+	93207056	93229215	ENSG00000012963.14	UBR7	67.6696	0.912337
14	-	50418501	50561126	ENSG00000012983.11	MAP4K5	1.17377	0.0392214
2	+	31234337	31269447	ENSG00000013016.15	EHD3	7.39605	0.750412
19	+	39971005	39981441	ENSG00000013275.7	PSMC4	108.23	0.939861
4	+	6575175	6623362	ENSG00000013288.8	MAN2B2	43.0368	0.80825
3	-	170459584	170586074	ENSG00000013293.5	SLC7A14	0.0888941	1
3	+	170418865	170860380	ENSG00000013297.10	CLDN11	0.25161	1
17	-	44319625	44324870	ENSG00000013306.15	SLC25A39	135.787	0.881565
16	+	29820394	29848039	ENSG00000013364.18	MVP	159.373	0.812913
7	+	151341699	151378449	ENSG00000013374.15	NUB1	71.337	0.846859
6	-	83161150	83193936	ENSG00000013375.15	PGM3	24.0171	0.917771
6	+	83193379	83198932	ENSG00000013392.7	RWDD2A	3.54732	0.426464
2	-	200853009	200864744	ENSG00000013441.15	CLK1	25.5399	0.843776
12	+	106357658	106510198	ENSG00000013503.9	POLR3B	15.8727	0.919306
14	-	76786178	76826246	ENSG00000013523.9	ANGEL1	29.073	0.891222
5	+	141958328	141990291	ENSG00000013561.17	RNF14	35.3058	0.950642
X	-	154401238	154412112	ENSG00000013563.13	DNASE1L1	24.9739	0.782368
12	+	31073845	31104791	ENSG00000013573.16	DDX11	22.5018	0.512418
12	-	12974864	13000273	ENSG00000013583.8	HEBP1	0.78906	0.992858
12	+	12890782	12917937	ENSG00000013588.6	GPRC5A	3.08861	1
X	+	150361422	150514178	ENSG00000013619.13	MAMLD1	0	1
11	+	60971680	61020377	ENSG00000013725.14	CD6	1.3698	0.753837
4	+	1721490	1745176	ENSG00000013810.18	TACC3	90.9666	0.888141
6	+	96521595	96555276	ENSG00000014123.9	UFL1	40.8213	0.846459
11	+	65261762	65305589	ENSG00000014138.8	POLA2	24.0847	0.879941
8	-	143437655	143541453	ENSG00000014164.6	ZC3H3	32.9709	0.751518
11	+	65180566	65212006	ENSG00000014216.15	CAPN1	183.448	0.833459
3	+	132317367	132368298	ENSG00000014257.15	ACPP	0.599009	1
2	+	63588609	63607197	ENSG00000014641.17	MDH1	298.53	0.984854
4	+	41990472	42090457	ENSG00000014824.13	SLC30A9	30.1713	0.886976
1	-	149928651	149936898	ENSG00000014914.19	MTMR11	0	1
10	-	99711844	99732100	ENSG00000014919.12	COX15	52.0617	0.819555
14	-	91271323	91417844	ENSG00000015133.18	CCDC88C	47.458	0.712523
12	-	42157104	42238349	ENSG00000015153.14	YAF2	4.9731	0.740868
10	+	134465	254637	ENSG00000015171.18	ZMYND11	26.6534	0.889266
X	+	48676596	48691427	ENSG00000015285.10	WAS	99.3968	0.792143
16	+	89613308	89638456	ENSG00000015413.9	DPEP1	0.0175875	1
22	-	17734138	17774770	ENSG00000015475.18	BID	169.519	0.973891
5	+	139293648	139331359	ENSG00000015479.17	MATR3	237.463	0.896604
7	-	44512535	44541315	ENSG00000015520.14	NPC1L1	0.161742	1
17	+	50346092	50363138	ENSG00000015532.9	XYLT2	20.3044	0.730135
2	+	109792758	109857695	ENSG00000015568.12	RGPD5	1.65626	1
8	-	27235323	27258420	ENSG00000015592.16	STMN4	0.134785	1
7	-	44379121	44490880	ENSG00000015676.17	NUDCD3	14.7421	0.924134
5	+	51383391	51394738	ENSG00000016082.14	ISL1	0.0134785	1
3	-	53812335	53846390	ENSG00000016391.10	CHDH	15.7768	0.669072
6	-	136999971	137045180	ENSG00000016402.13	IL20RA	0	1
1	+	86468368	86500289	ENSG00000016490.15	CLCA1	0.0134785	1
1	+	86547078	86580754	ENSG00000016602.9	CLCA4	0	1
3	-	52694485	52706083	ENSG00000016864.17	GLT8D1	43.2152	0.816528
3	+	130850595	131016712	ENSG00000017260.19	ATP2C1	90.2108	0.860752
