chr	strand	start	end	gene_id	gene_symbol	omega	rate
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	330.59	0.990001
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	35.355	0.955572
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	0	1
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	54.8873	0.976093
17	-	5440912	5469060	ENSG00000005100.12	DHX33	38.8958	0.761383
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	0.410566	0.993045
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.0926676	1
17	+	34980494	35009743	ENSG00000005156.11	LIG3	28.3519	0.632965
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	42.5593	0.80127
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	12.4867	0.898287
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	9.36798	0.670347
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	43.973	0.974733
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	14.0384	0.675533
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	4.26639	0.324715
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	0.994372	0.839149
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	0.327902	1
X	+	11758159	11775753	ENSG00000005302.17	MSL3	123.91	0.844326
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	66.6744	0.825126
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	1.19652	0.21559
17	-	58269856	58280935	ENSG00000005381.7	MPO	0.114053	1
7	-	95297676	95324707	ENSG00000005421.8	PON1	0	1
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	11.5709	0.692247
2	+	74421678	74425755	ENSG00000005448.16	WDR54	33.9813	0.728285
7	+	87345681	87399795	ENSG00000005469.11	CROT	8.92231	0.679991
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	4.71418	0.322394
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	57.7153	0.596105
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	19.7483	0.933568
16	+	981808	986979	ENSG00000005513.9	SOX8	0.192464	1
6	-	82169983	82247754	ENSG00000005700.14	IBTK	67.0941	0.68086
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	24.7541	0.811114
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	97.5464	0.463467
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	38.1441	0.805817
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	44.1733	0.758987
17	+	50094737	50112152	ENSG00000005882.11	PDK2	2.88026	0.994929
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	1.01943	0.407838
X	+	24149173	24216255	ENSG00000005889.15	ZFX	18.981	0.360383
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	101.955	0.960457
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0244106	0.0656086
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.563135	1
16	-	19501689	19522145	ENSG00000006007.11	GDE1	38.5413	0.994036
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	8.50714	0.972229
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0	1
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	1.64578	0.120285
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	0.15299	0.99205
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0	1
17	-	41346092	41350812	ENSG00000006059.3	KRT33A	0	1
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	38.2612	0.664709
11	-	17392885	17476845	ENSG00000006071.12	ABCC8	0	1
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.87678	1
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	9.04724	0.64627
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	205.972	0.941029
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.0142566	1
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	22.2803	0.612936
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	1.79717	1
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	13.1828	0.646449
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.641546	1
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.286428	0.446429
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0294969	1
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	14.5164	0.710855
7	+	39623483	39708124	ENSG00000006451.7	RALA	76.3576	0.980611
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	12.2457	0.769386
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	2.09342	0.53486
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0	1
7	+	141551189	141655244	ENSG00000006530.15	AGK	82.6315	0.897835
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	0.277537	1
1	-	54779712	54801267	ENSG00000006555.10	TTC22	0.922354	0.482926
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	41.9793	0.676194
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0	1
2	+	241356243	241494841	ENSG00000006607.13	FARP2	48.1289	0.881101
11	-	17493895	17544416	ENSG00000006611.15	USH1C	0	1
7	-	30496621	30504844	ENSG00000006625.17	GGCT	53.9822	0.960354
7	+	87876216	87909541	ENSG00000006634.7	DBF4	2.42019	0.672822
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.118429	0.291189
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	30.4834	0.767373
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	1.43	0.998058
17	+	14069496	14208677	ENSG00000006695.10	COX10	35.478	0.958403
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	23.3036	0.809258
19	-	39385852	39391195	ENSG00000006712.14	PAF1	67.0938	0.846338
7	-	38722963	38932394	ENSG00000006715.15	VPS41	48.2827	0.641049
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	14.1277	0.979098
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	72.7881	0.775187
7	+	12570577	12660179	ENSG00000006747.14	SCIN	6.6278	0.976996
X	-	2903970	2929351	ENSG00000006756.15	ARSD	2.92319	0.736698
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	22.8023	0.964999
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.101707	1
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	48.6987	0.310138
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.624801	0.313546
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0	1
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.621156	0.691167
19	+	45079288	45305283	ENSG00000007047.14	MARK4	40.9987	0.906389
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.450217	0.963203
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	66.2281	0.981964
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	1.2736	0.421533
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	133.545	0.940288
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.29226	1
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0.0597188	1
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	68.8148	0.370219
17	+	28473293	28497781	ENSG00000007216.14	SLC13A2	0	1
17	-	9910609	10198551	ENSG00000007237.18	GAS7	112.671	0.931457
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	40.3379	0.939612
19	-	3777970	3802129	ENSG00000007264.14	MATK	0.646714	0.94157
19	-	41673307	41706976	ENSG00000007306.14	CEACAM7	0	1
17	-	63928740	63932354	ENSG00000007312.12	CD79B	79.1548	0.850096
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.499423	0.406333
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.60036	0.926193
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0	1
11	-	31784792	31817961	ENSG00000007372.20	PAX6	7.64898	0.649713
16	-	784974	788397	ENSG00000007376.7	RPUSD1	22.518	0.801793
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0	1
16	-	188969	229463	ENSG00000007392.16	LUC7L	22.0361	0.852166
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.0523257	1
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.0398196	0.0422418
16	-	1349240	1351911	ENSG00000007520.3	TSR3	21.4257	0.737327
16	+	566995	584136	ENSG00000007541.16	PIGQ	9.71566	0.761441
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	2.67402	0.135977
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.185336	1
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.135438	1
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	74.0434	0.791739
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0	1
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	30.502	0.676736
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.256619	1
1	-	23506430	23531220	ENSG00000007968.6	E2F2	2.6224	0.323243
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	189.433	0.979915
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.493591	0.441044
6	+	15246296	15522040	ENSG00000008083.13	JARID2	37.8738	0.539928
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	3.68679	1
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.369157	0.903038
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	2.1309	0.0961357
1	-	1751232	1780457	ENSG00000008130.15	NADK	76.2512	0.767015
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.0641547	1
6	+	50713828	50772988	ENSG00000008197.4	TFAP2D	0	1
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.141157	1
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	86.0724	0.852866
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	18.6539	0.622772
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	70.9749	0.982196
17	-	63432304	63446378	ENSG00000008283.15	CYB561	14.3872	1
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	122.194	0.9107
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0	0
7	-	122075647	122144280	ENSG00000008311.14	AASS	1.00776	0.940039
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	23.2305	0.652083
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	33.1444	0.953211
19	+	4343527	4360086	ENSG00000008382.15	MPND	13.2389	0.903776
12	+	16347142	16609259	ENSG00000008394.12	MGST1	60.7178	0.983751
12	-	106991364	107093829	ENSG00000008405.11	CRY1	2.3354	0.734534
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.0570264	1
19	+	12995608	13098796	ENSG00000008441.16	NFIX	3.79921	1
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	7.03731	0.870895
16	+	3046681	3060726	ENSG00000008516.16	MMP25	1.02436	1
16	+	3065297	3082192	ENSG00000008517.16	IL32	214.745	0.97956
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.0204255	0.000542107
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.36698	0.932034
17	-	40019097	40061215	ENSG00000008838.18	MED24	59.3412	0.651194
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	83.4561	0.849157
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	20.639	0.770116
3	+	169966635	169998373	ENSG00000008952.16	SEC62	199.707	0.855775
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	805.946	0.881829
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	97.8591	0.692847
6	-	111299028	111483715	ENSG00000009413.15	REV3L	10.9683	0.27808
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0	1
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0.0570264	1
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.5965	1
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.121833	1
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.1428	0.947918
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	44.4996	0.896859
14	-	77274956	77320884	ENSG00000009830.11	POMT2	7.08858	0.860422
6	+	142147162	142224689	ENSG00000009844.15	VTA1	85.3794	0.997385
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0	1
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	170.106	0.855624
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	85.9017	0.853432
6	-	36354091	36387800	ENSG00000010030.13	ETV7	6.73858	0.84859
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	10.2892	0.862017
1	+	171781664	171814023	ENSG00000010165.19	METTL13	48.7148	0.915816
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	2.8678	0.8362
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	220.194	0.805523
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	122.465	0.90926
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	76.483	0.945882
12	+	6199715	6238271	ENSG00000010278.12	CD9	45.2456	0.981991
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0	1
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	80.1402	0.531983
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	5.45512	0.616267
19	+	45668244	45683724	ENSG00000010310.8	GIPR	1.54508	0.0798186
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.266134	0.165065
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0	1
3	+	52455118	52493071	ENSG00000010322.15	NISCH	35.6817	0.632275
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.193314	1
19	-	49806869	49817376	ENSG00000010361.13	FUZ	5.85417	0.770386
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0	1
X	-	149476990	149521096	ENSG00000010404.17	IDS	169.9	0.688283
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0	1
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	11.8029	0.941648
12	+	6786858	6820808	ENSG00000010610.9	CD4	3.27425	0.849449
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	5.95233	0.759509
X	-	101349447	101390796	ENSG00000010671.15	BTK	136.883	0.800912
6	+	26087281	26098343	ENSG00000010704.18	HFE	3.26794	0.726063
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	27.0888	0.622775
6	-	111660332	111873452	ENSG00000010810.17	FYN	6.57066	0.934132
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	26.1709	0.509259
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0	1
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	80.5979	0.895757
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	70.0045	0.866704
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	11.1692	0.240884
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.324262	0.68034
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	50.4946	0.991623
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.0213849	1
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.725618	0.999996
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	15.2605	0.66879
19	-	3750819	3761699	ENSG00000011132.11	APBA3	15.8109	0.660614
17	-	58205437	58219605	ENSG00000011143.16	MKS1	11.2768	0.774373
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	10.0073	0.96949
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	0.992216	1
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	44.7321	0.715317
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	12.7287	0.542665
17	+	51260528	51297936	ENSG00000011260.13	UTP18	79.7564	0.927629
7	-	5620047	5781739	ENSG00000011275.18	RNF216	41.3086	0.581312
17	+	15999380	16045015	ENSG00000011295.15	TTC19	11.0021	0.757028
19	+	797075	812327	ENSG00000011304.18	PTBP1	346.214	0.905987
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.548345	0.64911
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0	1
3	+	45388506	45549421	ENSG00000011376.9	LARS2	58.2968	0.889455
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	31.9589	0.516713
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	11.7033	0.983169
7	+	36389806	36453791	ENSG00000011426.10	ANLN	32.5976	0.672392
19	-	15419980	15449951	ENSG00000011451.17	WIZ	10.2431	0.304537
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	43.8793	0.829087
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0221004	1
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	5.18111	0.436439
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	99.9822	0.931488
2	+	65056366	65087004	ENSG00000011523.13	CEP68	28.033	0.919595
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	7.06438	0.653547
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.0190308	0.000192313
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0.383892	0.983421
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	19.399	0.8124
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.0855395	1
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	48.2484	0.896942
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	60.3705	0.957213
19	+	35319261	35347355	ENSG00000012124.15	CD22	311.582	0.867696
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.075721	1
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	26.2134	0.951632
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	14.5549	0.897152
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.377799	1
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	31.4733	0.977858
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0.365359	0.868724
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	203.018	0.943544
10	+	45374176	45446119	ENSG00000012779.10	ALOX5	77.0865	0.716217
12	-	53708517	53727745	ENSG00000012822.15	CALCOCO1	34.618	0.885129
14	+	93207056	93229215	ENSG00000012963.14	UBR7	80.52	0.916391
14	-	50418501	50561126	ENSG00000012983.11	MAP4K5	0.548027	0.010481
2	+	31234337	31269447	ENSG00000013016.15	EHD3	0.542917	0.875445
19	+	39971005	39981441	ENSG00000013275.7	PSMC4	103.551	0.938645
4	+	6575175	6623362	ENSG00000013288.8	MAN2B2	17.571	0.568124
3	-	170459584	170586074	ENSG00000013293.5	SLC7A14	0.13981	1
3	+	170418865	170860380	ENSG00000013297.10	CLDN11	0	1
17	-	44319625	44324870	ENSG00000013306.15	SLC25A39	118.422	0.88294
16	+	29820394	29848039	ENSG00000013364.18	MVP	152.192	0.809223
7	+	151341699	151378449	ENSG00000013374.15	NUB1	116.502	0.873311
6	-	83161150	83193936	ENSG00000013375.15	PGM3	23.5942	0.809211
6	+	83193379	83198932	ENSG00000013392.7	RWDD2A	4.76621	0.396499
2	-	200853009	200864744	ENSG00000013441.15	CLK1	27.2764	0.734434
12	+	106357658	106510198	ENSG00000013503.9	POLR3B	11.3106	0.848518
14	-	76786178	76826246	ENSG00000013523.9	ANGEL1	26.4733	0.915293
5	+	141958328	141990291	ENSG00000013561.17	RNF14	32.9468	0.927252
X	-	154401238	154412112	ENSG00000013563.13	DNASE1L1	18.9998	0.782188
12	+	31073845	31104791	ENSG00000013573.16	DDX11	21.9539	0.437336
12	-	12974864	13000273	ENSG00000013583.8	HEBP1	0.612553	0.999216
12	+	12890782	12917937	ENSG00000013588.6	GPRC5A	1.37307	1
X	+	150361422	150514178	ENSG00000013619.13	MAMLD1	0	1
11	+	60971680	61020377	ENSG00000013725.14	CD6	1.26492	0.382508
4	+	1721490	1745176	ENSG00000013810.18	TACC3	92.3358	0.810623
6	+	96521595	96555276	ENSG00000014123.9	UFL1	53.9236	0.711305
11	+	65261762	65305589	ENSG00000014138.8	POLA2	20.3662	0.912864
8	-	143437655	143541453	ENSG00000014164.6	ZC3H3	16.1941	0.65716
11	+	65180566	65212006	ENSG00000014216.15	CAPN1	145.038	0.858862
3	+	132317367	132368298	ENSG00000014257.15	ACPP	1.1049	1
2	+	63588609	63607197	ENSG00000014641.17	MDH1	218.96	0.981798
4	+	41990472	42090457	ENSG00000014824.13	SLC30A9	46.9893	0.877316
1	-	149928651	149936898	ENSG00000014914.19	MTMR11	0.445982	1
10	-	99711844	99732100	ENSG00000014919.12	COX15	49.3036	0.763284
14	-	91271323	91417844	ENSG00000015133.18	CCDC88C	28.1382	0.514995
12	-	42157104	42238349	ENSG00000015153.14	YAF2	19.9414	0.822753
10	+	134465	254637	ENSG00000015171.18	ZMYND11	22.677	0.826943
X	+	48676596	48691427	ENSG00000015285.10	WAS	76.7052	0.738859
16	+	89613308	89638456	ENSG00000015413.9	DPEP1	0	1
22	-	17734138	17774770	ENSG00000015475.18	BID	140.993	0.958485
5	+	139293648	139331359	ENSG00000015479.17	MATR3	321.067	0.86378
7	-	44512535	44541315	ENSG00000015520.14	NPC1L1	0.0926678	1
17	+	50346092	50363138	ENSG00000015532.9	XYLT2	11.5508	0.620178
2	+	109792758	109857695	ENSG00000015568.12	RGPD5	4.81246	0.745214
8	-	27235323	27258420	ENSG00000015592.16	STMN4	0.693036	0.35613
7	-	44379121	44490880	ENSG00000015676.17	NUDCD3	14.9185	0.7202
5	+	51383391	51394738	ENSG00000016082.14	ISL1	0	1
3	-	53812335	53846390	ENSG00000016391.10	CHDH	88.379	0.568696
6	-	136999971	137045180	ENSG00000016402.13	IL20RA	0.0495564	1
1	+	86468368	86500289	ENSG00000016490.15	CLCA1	0	1
1	+	86547078	86580754	ENSG00000016602.9	CLCA4	0	1
3	-	52694485	52706083	ENSG00000016864.17	GLT8D1	23.7057	0.937727
3	+	130850595	131016712	ENSG00000017260.19	ATP2C1	137.691	0.83178
