chr	strand	start	end	gene_id	gene_symbol	omega	rate
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.236726	1
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.351511	1
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0152831	1
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	15.8185	0.961977
7	+	39623483	39708124	ENSG00000006451.7	RALA	73.5585	0.986892
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	43.5265	0.718531
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	1.63052	0.771118
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0	1
7	+	141551189	141655244	ENSG00000006530.15	AGK	65.8767	0.841753
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	2.12414	0.956927
1	-	54779712	54801267	ENSG00000006555.10	TTC22	2.2951	0.967871
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	36.5178	0.767542
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0	1
2	+	241356243	241494841	ENSG00000006607.13	FARP2	42.6901	0.878057
11	-	17493895	17544416	ENSG00000006611.15	USH1C	0.0528351	1
7	-	30496621	30504844	ENSG00000006625.17	GGCT	61.7486	0.980979
7	+	87876216	87909541	ENSG00000006634.7	DBF4	1.23442	0.652632
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.442698	1
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	34.8497	0.812824
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	22.2696	0.951049
17	+	14069496	14208677	ENSG00000006695.10	COX10	25.3299	0.80889
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	22.4318	0.79681
19	-	39385852	39391195	ENSG00000006712.14	PAF1	54.113	0.87646
7	-	38722963	38932394	ENSG00000006715.15	VPS41	38.9114	0.638266
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	10.133	0.865691
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	79.1874	0.795212
7	+	12570577	12660179	ENSG00000006747.14	SCIN	0.709919	1
X	-	2903970	2929351	ENSG00000006756.15	ARSD	0.951757	1
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	14.1346	0.91697
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0	1
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	15.9468	0.1155
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	1.65543	0.742592
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.0463141	1
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.711194	0.929077
19	+	45079288	45305283	ENSG00000007047.14	MARK4	28.9596	0.732598
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.268772	1
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	92.3732	0.990622
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	0.997387	0.576523
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	98.735	0.977628
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.106981	1
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0	1
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	45.9287	0.259661
17	+	28473293	28497781	ENSG00000007216.14	SLC13A2	0	1
17	-	9910609	10198551	ENSG00000007237.18	GAS7	6.23837	0.0920852
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	42.8869	0.92854
19	-	3777970	3802129	ENSG00000007264.14	MATK	1.55375	0.477301
19	-	41673307	41706976	ENSG00000007306.14	CEACAM7	0	1
17	-	63928740	63932354	ENSG00000007312.12	CD79B	70.0638	0.925887
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.810002	1
1	-	112523518	112620825	ENSG00000007341.18	ST7L	4.81024	0.873183
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0.0152831	1
11	-	31784792	31817961	ENSG00000007372.20	PAX6	0.956501	1
16	-	784974	788397	ENSG00000007376.7	RPUSD1	35.5151	0.879451
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.476886	0.781022
16	-	188969	229463	ENSG00000007392.16	LUC7L	34.1638	0.890284
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.0916984	1
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.291262	0.756757
16	-	1349240	1351911	ENSG00000007520.3	TSR3	44.9759	0.745192
16	+	566995	584136	ENSG00000007541.16	PIGQ	15.0627	0.878639
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	4.61777	0.341126
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.0152831	1
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.0458492	1
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	69.8835	0.825386
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0	1
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	25.4796	0.541641
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.855852	1
1	-	23506430	23531220	ENSG00000007968.6	E2F2	5.92089	0.64391
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	190.092	0.971635
X	-	47571898	47619853	ENSG00000008056.12	SYN1	1.42132	1
6	+	15246296	15522040	ENSG00000008083.13	JARID2	22.6163	0.472102
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	14.7919	0.987338
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.0916984	1
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	1.7088	0.0716245
1	-	1751232	1780457	ENSG00000008130.15	NADK	86.7021	0.727199
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.15283	1
6	+	50713828	50772988	ENSG00000008197.4	TFAP2D	0	1
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.051579	1
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	88.3739	0.736262
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	13.7397	0.514366
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	43.1709	0.984345
17	-	63432304	63446378	ENSG00000008283.15	CYB561	13.2651	1
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	67.6512	0.814927
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.979664	0.511697
7	-	122075647	122144280	ENSG00000008311.14	AASS	0.0979486	1
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	2.8179	0.829101
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	51.6904	0.991574
19	+	4343527	4360086	ENSG00000008382.15	MPND	12.0644	0.881887
12	+	16347142	16609259	ENSG00000008394.12	MGST1	34.2325	0.953809
12	-	106991364	107093829	ENSG00000008405.11	CRY1	1.47004	0.938668
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0	1
19	+	12995608	13098796	ENSG00000008441.16	NFIX	1.78567	0.994882
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	15.2901	0.936153
16	+	3046681	3060726	ENSG00000008516.16	MMP25	1.01545	1
16	+	3065297	3082192	ENSG00000008517.16	IL32	197.257	0.981385
16	-	2088710	2135898	ENSG00000008710.18	PKD1	2.03873	0.056326
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.180253	1
17	-	40019097	40061215	ENSG00000008838.18	MED24	42.2024	0.570662
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	52.0508	0.819963
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	19.2549	0.650826
3	+	169966635	169998373	ENSG00000008952.16	SEC62	260.94	0.926503
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	609.186	0.90784
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	71.9789	0.825753
6	-	111299028	111483715	ENSG00000009413.15	REV3L	13.848	0.50492
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0	1
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0	1
1	-	11026523	11047233	ENSG00000009724.16	MASP2	0.855852	1
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.316333	1
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	5.8777	0.947095
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	76.3262	0.897851
14	-	77274956	77320884	ENSG00000009830.11	POMT2	5.564	0.763882
6	+	142147162	142224689	ENSG00000009844.15	VTA1	77.6095	0.9864
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0	1
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	143.209	0.824999
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	53.9225	0.888144
6	-	36354091	36387800	ENSG00000010030.13	ETV7	4.87733	0.922351
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	7.10696	0.992323
1	+	171781664	171814023	ENSG00000010165.19	METTL13	29.5976	0.864092
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	6.48415	0.925928
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	207.251	0.82657
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	74.331	0.887188
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	87.2183	0.975166
12	+	6199715	6238271	ENSG00000010278.12	CD9	10.7432	0.987635
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0	1
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	138.683	0.620762
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	5.28079	0.634571
19	+	45668244	45683724	ENSG00000010310.8	GIPR	5.49089	0.278766
3	+	52410657	52423641	ENSG00000010318.20	PHF7	1.149	0.396954
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0	1
3	+	52455118	52493071	ENSG00000010322.15	NISCH	39.9603	0.719861
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.173348	1
19	-	49806869	49817376	ENSG00000010361.13	FUZ	5.02927	0.57484
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.0491528	1
X	-	149476990	149521096	ENSG00000010404.17	IDS	88.6308	0.724001
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0	1
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	9.26057	0.974333
12	+	6786858	6820808	ENSG00000010610.9	CD4	4.11504	0.971461
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	4.31177	0.721169
X	-	101349447	101390796	ENSG00000010671.15	BTK	176.365	0.905876
6	+	26087281	26098343	ENSG00000010704.18	HFE	2.12462	1
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	39.2227	0.677286
6	-	111660332	111873452	ENSG00000010810.17	FYN	2.25967	0.936291
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	30.7467	0.824854
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0	1
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	72.34	0.89738
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	71.4263	0.859113
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	11.9652	0.283068
17	+	62627401	62693597	ENSG00000011028.13	MRC2	3.98211	0.373572
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	17.2848	0.989351
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.305661	1
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	3.25572	1
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	9.33261	0.840418
19	-	3750819	3761699	ENSG00000011132.11	APBA3	24.9537	0.841894
17	-	58205437	58219605	ENSG00000011143.16	MKS1	12.0588	0.579342
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	6.20353	0.989288
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	1.39076	1
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	51.8834	0.763064
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	16.9065	0.671724
17	+	51260528	51297936	ENSG00000011260.13	UTP18	75.7115	0.939795
7	-	5620047	5781739	ENSG00000011275.18	RNF216	60.2585	0.731946
17	+	15999380	16045015	ENSG00000011295.15	TTC19	4.40921	0.714537
19	+	797075	812327	ENSG00000011304.18	PTBP1	500.663	0.946251
19	-	38211006	38229714	ENSG00000011332.19	DPF1	1.0257	1
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0.0152831	1
3	+	45388506	45549421	ENSG00000011376.9	LARS2	43.5044	0.901336
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	3.42295	0.0885225
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	9.73906	0.985905
7	+	36389806	36453791	ENSG00000011426.10	ANLN	20.2068	0.810551
19	-	15419980	15449951	ENSG00000011451.17	WIZ	22.6724	0.553285
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	44.0658	0.771679
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0309458	1
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	12.7714	0.650893
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	111.775	0.961717
2	+	65056366	65087004	ENSG00000011523.13	CEP68	21.4915	0.840019
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	6.03965	0.642184
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.229197	0.00195381
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0.10113	1
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	13.0106	0.93132
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0	1
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	33.2429	0.744296
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	66.3061	0.965924
19	+	35319261	35347355	ENSG00000012124.15	CD22	356.479	0.879042
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.661986	1
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	21.4469	0.975644
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	11.0388	0.89955
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.0305661	1
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	27.0542	1
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0.0305661	1
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	151.207	0.981702
10	+	45374176	45446119	ENSG00000012779.10	ALOX5	87.8822	0.746965
12	-	53708517	53727745	ENSG00000012822.15	CALCOCO1	37.3445	0.968653
14	+	93207056	93229215	ENSG00000012963.14	UBR7	72.511	0.940817
14	-	50418501	50561126	ENSG00000012983.11	MAP4K5	0.232302	0.00989291
2	+	31234337	31269447	ENSG00000013016.15	EHD3	1.2984	0.943961
19	+	39971005	39981441	ENSG00000013275.7	PSMC4	101.816	0.945131
4	+	6575175	6623362	ENSG00000013288.8	MAN2B2	26.2159	0.740201
3	-	170459584	170586074	ENSG00000013293.5	SLC7A14	0.101213	1
3	+	170418865	170860380	ENSG00000013297.10	CLDN11	0.0920114	1
17	-	44319625	44324870	ENSG00000013306.15	SLC25A39	178.963	0.913453
16	+	29820394	29848039	ENSG00000013364.18	MVP	81.8654	0.664335
7	+	151341699	151378449	ENSG00000013374.15	NUB1	37.0286	0.879634
6	-	83161150	83193936	ENSG00000013375.15	PGM3	21.5294	0.738012
6	+	83193379	83198932	ENSG00000013392.7	RWDD2A	3.66723	0.325063
2	-	200853009	200864744	ENSG00000013441.15	CLK1	45.7434	0.81494
12	+	106357658	106510198	ENSG00000013503.9	POLR3B	13.1343	0.913288
14	-	76786178	76826246	ENSG00000013523.9	ANGEL1	25.8326	0.818593
5	+	141958328	141990291	ENSG00000013561.17	RNF14	35.2561	0.9233
X	-	154401238	154412112	ENSG00000013563.13	DNASE1L1	23.8907	0.827762
12	+	31073845	31104791	ENSG00000013573.16	DDX11	38.492	0.590735
12	-	12974864	13000273	ENSG00000013583.8	HEBP1	0.754044	0.98677
12	+	12890782	12917937	ENSG00000013588.6	GPRC5A	2.03788	1
X	+	150361422	150514178	ENSG00000013619.13	MAMLD1	0	1
11	+	60971680	61020377	ENSG00000013725.14	CD6	0.825741	0.355126
4	+	1721490	1745176	ENSG00000013810.18	TACC3	124.371	0.864846
6	+	96521595	96555276	ENSG00000014123.9	UFL1	37.0549	0.717753
11	+	65261762	65305589	ENSG00000014138.8	POLA2	28.2429	0.899782
8	-	143437655	143541453	ENSG00000014164.6	ZC3H3	21.714	0.689369
11	+	65180566	65212006	ENSG00000014216.15	CAPN1	90.62	0.864634
3	+	132317367	132368298	ENSG00000014257.15	ACPP	3.89718	1
2	+	63588609	63607197	ENSG00000014641.17	MDH1	380.277	0.985111
4	+	41990472	42090457	ENSG00000014824.13	SLC30A9	47.3029	0.779714
1	-	149928651	149936898	ENSG00000014914.19	MTMR11	0.559565	1
10	-	99711844	99732100	ENSG00000014919.12	COX15	58.3348	0.904744
14	-	91271323	91417844	ENSG00000015133.18	CCDC88C	35.018	0.701571
12	-	42157104	42238349	ENSG00000015153.14	YAF2	11.4268	0.732414
10	+	134465	254637	ENSG00000015171.18	ZMYND11	24.465	0.866389
X	+	48676596	48691427	ENSG00000015285.10	WAS	83.7948	0.788077
16	+	89613308	89638456	ENSG00000015413.9	DPEP1	0	1
22	-	17734138	17774770	ENSG00000015475.18	BID	132.33	0.980063
5	+	139293648	139331359	ENSG00000015479.17	MATR3	333.002	0.886795
7	-	44512535	44541315	ENSG00000015520.14	NPC1L1	0.0916984	1
17	+	50346092	50363138	ENSG00000015532.9	XYLT2	11.7098	0.703607
2	+	109792758	109857695	ENSG00000015568.12	RGPD5	0.131617	0.948098
8	-	27235323	27258420	ENSG00000015592.16	STMN4	0.0916984	1
7	-	44379121	44490880	ENSG00000015676.17	NUDCD3	7.98422	0.932449
5	+	51383391	51394738	ENSG00000016082.14	ISL1	0	1
3	-	53812335	53846390	ENSG00000016391.10	CHDH	54.6427	0.46081
6	-	136999971	137045180	ENSG00000016402.13	IL20RA	0.0152831	1
1	+	86468368	86500289	ENSG00000016490.15	CLCA1	0.0611323	1
1	+	86547078	86580754	ENSG00000016602.9	CLCA4	0	1
3	-	52694485	52706083	ENSG00000016864.17	GLT8D1	35.3714	0.769145
3	+	130850595	131016712	ENSG00000017260.19	ATP2C1	102.569	0.79958
12	-	102395867	102480645	ENSG00000017427.15	IGF1	18.1334	0.991241
