chr	strand	start	end	gene_id	gene_symbol	omega	rate
7	-	95583499	95596491	ENSG00000004799.7	PDK4	0.171314	1
6	-	110424687	110476641	ENSG00000004809.13	SLC22A16	0	1
3	-	50341110	50346852	ENSG00000004838.13	ZMYND10	0.246896	0.469589
7	+	20615207	20777038	ENSG00000004846.16	ABCB5	0.0214513	1
X	-	25003694	25016420	ENSG00000004848.7	ARX	0.136015	1
7	-	96120220	96322147	ENSG00000004864.13	SLC25A13	31.1039	0.926346
7	+	116953238	117230103	ENSG00000004866.19	ST7	106.789	0.908131
17	-	47117703	47189422	ENSG00000004897.11	CDC27	93.5801	0.716447
17	-	44248385	44268141	ENSG00000004939.13	SLC4A1	0.14243	1
7	-	93424487	93574730	ENSG00000004948.13	CALCR	0	1
X	+	11111301	11123078	ENSG00000004961.14	HCCS	30.7843	0.889031
17	-	7225341	7234545	ENSG00000004975.11	DVL2	42.6566	0.707193
16	-	2852727	2858170	ENSG00000005001.9	PRSS22	0	1
19	+	18831938	18868236	ENSG00000005007.12	UPF1	88.1815	0.596494
7	-	26667062	26995239	ENSG00000005020.12	SKAP2	66.1828	0.89712
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	305.255	0.99592
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	32.8423	0.941025
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	0	1
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	58.8838	0.971774
17	-	5440912	5469060	ENSG00000005100.12	DHX33	52.8906	0.88096
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	1.29199	1
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.0166399	1
17	+	34980494	35009743	ENSG00000005156.11	LIG3	29.1337	0.662262
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	36.0904	0.808131
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	15.5656	0.876988
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	9.07233	0.581268
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	41.2301	0.979365
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	15.1156	0.563217
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	3.49045	0.227837
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	0.718483	0.790556
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	0.149899	1
X	+	11758159	11775753	ENSG00000005302.17	MSL3	109.022	0.879073
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	88.7613	0.770466
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	0.67391	0.159418
17	-	58269856	58280935	ENSG00000005381.7	MPO	0	1
7	-	95297676	95324707	ENSG00000005421.8	PON1	0	1
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	9.21885	0.580758
2	+	74421678	74425755	ENSG00000005448.16	WDR54	35.4498	0.789896
7	+	87345681	87399795	ENSG00000005469.11	CROT	10.8321	0.874956
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	5.51875	0.386062
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	75.0565	0.63282
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	18.6932	0.975243
16	+	981808	986979	ENSG00000005513.9	SOX8	0.143913	1
6	-	82169983	82247754	ENSG00000005700.14	IBTK	68.3791	0.650632
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	25.4598	0.798148
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	107.176	0.406309
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	30.3235	0.685906
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	29.4617	0.654763
17	+	50094737	50112152	ENSG00000005882.11	PDK2	1.43556	0.778352
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	1.08222	0.563531
X	+	24149173	24216255	ENSG00000005889.15	ZFX	16.0279	0.440054
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	128.651	0.940254
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0	1
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.345319	1
16	-	19501689	19522145	ENSG00000006007.11	GDE1	30.9653	0.97464
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	7.55529	0.901661
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0	1
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	2.79841	0.132997
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	0	1
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0	1
17	-	41346092	41350812	ENSG00000006059.3	KRT33A	0	1
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	27.1047	0.474774
11	-	17392885	17476845	ENSG00000006071.12	ABCC8	0	1
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.387953	1
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	5.82635	0.622935
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	218.375	0.936425
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.199866	1
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	21.668	0.48115
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	1.27901	1
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	0.655586	0.404573
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.413316	1
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.44928	0.477492
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0	1
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	18.2942	0.885407
7	+	39623483	39708124	ENSG00000006451.7	RALA	103.999	0.955956
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	17.0116	0.713061
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	1.85445	0.799378
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0.00713806	1
7	+	141551189	141655244	ENSG00000006530.15	AGK	76.2586	0.876806
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	0.90657	1
1	-	54779712	54801267	ENSG00000006555.10	TTC22	2.97928	0.98365
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	42.5696	0.70881
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0	1
2	+	241356243	241494841	ENSG00000006607.13	FARP2	42.4796	0.903352
11	-	17493895	17544416	ENSG00000006611.15	USH1C	0	1
7	-	30496621	30504844	ENSG00000006625.17	GGCT	51.9963	0.961862
7	+	87876216	87909541	ENSG00000006634.7	DBF4	1.71593	0.661778
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.267959	1
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	30.815	0.813287
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	0.263649	0.923392
17	+	14069496	14208677	ENSG00000006695.10	COX10	42.2841	0.906908
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	20.2969	0.650615
19	-	39385852	39391195	ENSG00000006712.14	PAF1	60.5624	0.809361
7	-	38722963	38932394	ENSG00000006715.15	VPS41	75.567	0.783603
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	2.99872	0.805043
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	73.5856	0.80572
7	+	12570577	12660179	ENSG00000006747.14	SCIN	3.21234	0.994823
X	-	2903970	2929351	ENSG00000006756.15	ARSD	4.167	0.965188
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	11.191	0.932042
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.0713806	1
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	57.1221	0.359993
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.468568	0.29768
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.0285523	1
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	1.72709	0.749443
19	+	45079288	45305283	ENSG00000007047.14	MARK4	38.9895	0.852513
4	-	15963076	16084378	ENSG00000007062.11	PROM1	1.8511	0.997387
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	63.4246	0.952921
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	1.74918	0.856248
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	140.728	0.948997
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.18559	1
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0	1
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	46.8069	0.258205
17	+	28473293	28497781	ENSG00000007216.14	SLC13A2	0	1
17	-	9910609	10198551	ENSG00000007237.18	GAS7	149.254	0.877886
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	35.0493	0.908559
19	-	3777970	3802129	ENSG00000007264.14	MATK	0.62711	0.998344
19	-	41673307	41706976	ENSG00000007306.14	CEACAM7	0	1
17	-	63928740	63932354	ENSG00000007312.12	CD79B	120.696	0.845938
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.606735	1
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.29843	0.775646
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0.198121	1
11	-	31784792	31817961	ENSG00000007372.20	PAX6	1.68083	0.73772
16	-	784974	788397	ENSG00000007376.7	RPUSD1	20.8488	0.784742
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.227099	0.244985
16	-	188969	229463	ENSG00000007392.16	LUC7L	25.4654	0.85237
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.0856568	1
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.491336	1
16	-	1349240	1351911	ENSG00000007520.3	TSR3	28.9203	0.772102
16	+	566995	584136	ENSG00000007541.16	PIGQ	12.2367	0.933927
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	2.50313	0.109432
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.00713806	1
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.0285523	1
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	84.659	0.791529
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0	1
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	40.1472	0.687915
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.364041	1
1	-	23506430	23531220	ENSG00000007968.6	E2F2	7.01697	0.922943
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	186.545	0.977513
X	-	47571898	47619853	ENSG00000008056.12	SYN1	1.88445	1
6	+	15246296	15522040	ENSG00000008083.13	JARID2	44.6492	0.568625
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	10.83	0.720382
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.062154	0.26087
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	1.59602	0.11484
1	-	1751232	1780457	ENSG00000008130.15	NADK	62.8	0.55679
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.324926	0.98957
6	+	50713828	50772988	ENSG00000008197.4	TFAP2D	0	1
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.176583	1
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	82.7724	0.756409
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	17.3433	0.530384
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	66.7911	0.972759
17	-	63432304	63446378	ENSG00000008283.15	CYB561	14.0003	1
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	113.73	0.829948
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0	0
7	-	122075647	122144280	ENSG00000008311.14	AASS	0.531492	1
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	11.4024	0.619424
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	33.5311	0.96604
19	+	4343527	4360086	ENSG00000008382.15	MPND	12.2654	0.917934
12	+	16347142	16609259	ENSG00000008394.12	MGST1	48.9576	0.950762
12	-	106991364	107093829	ENSG00000008405.11	CRY1	4.10288	0.976735
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.0428284	1
19	+	12995608	13098796	ENSG00000008441.16	NFIX	3.18622	0.998589
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	11.0417	0.791486
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.564128	1
16	+	3065297	3082192	ENSG00000008517.16	IL32	130.645	0.986872
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.170156	0.00354086
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.208199	0.694464
17	-	40019097	40061215	ENSG00000008838.18	MED24	55.2799	0.574018
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	42.7316	0.786896
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	19.5826	0.673439
3	+	169966635	169998373	ENSG00000008952.16	SEC62	209.123	0.923601
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	847.571	0.871152
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	85.2589	0.637696
6	-	111299028	111483715	ENSG00000009413.15	REV3L	29.6404	0.534836
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0	1
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0	1
1	-	11026523	11047233	ENSG00000009724.16	MASP2	0.713806	1
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.251443	1
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.52402	0.987631
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	25.9388	0.875229
14	-	77274956	77320884	ENSG00000009830.11	POMT2	6.46075	0.797095
6	+	142147162	142224689	ENSG00000009844.15	VTA1	85.3576	0.994054
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0	1
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	170.716	0.84429
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	91.7977	0.862702
6	-	36354091	36387800	ENSG00000010030.13	ETV7	5.05755	0.835535
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	10.9822	0.967426
1	+	171781664	171814023	ENSG00000010165.19	METTL13	52.1569	0.912322
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	3.82602	0.871399
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	208.718	0.772821
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	112.961	0.877476
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	80.6949	0.937529
12	+	6199715	6238271	ENSG00000010278.12	CD9	43.1941	0.979282
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0	1
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	83.4746	0.58533
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	6.01026	0.710679
19	+	45668244	45683724	ENSG00000010310.8	GIPR	0.206792	0.0130691
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.500795	0.289565
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0	1
3	+	52455118	52493071	ENSG00000010322.15	NISCH	36.9012	0.545856
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.0946595	1
19	-	49806869	49817376	ENSG00000010361.13	FUZ	3.30883	0.81727
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0	0
X	-	149476990	149521096	ENSG00000010404.17	IDS	166.463	0.670888
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0	1
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	13.5241	0.998645
12	+	6786858	6820808	ENSG00000010610.9	CD4	3.62137	0.623372
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	7.85471	0.675151
X	-	101349447	101390796	ENSG00000010671.15	BTK	144.962	0.826341
6	+	26087281	26098343	ENSG00000010704.18	HFE	3.92659	0.883082
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	29.5061	0.669548
6	-	111660332	111873452	ENSG00000010810.17	FYN	12.7819	0.937533
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	13.2661	0.250709
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0	1
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	82.4817	0.847263
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	66.9527	0.897908
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	11.5903	0.19228
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.954866	0.453085
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	31.4849	0.991169
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0	1
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.772653	0.599999
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	22.3022	0.822833
19	-	3750819	3761699	ENSG00000011132.11	APBA3	20.4708	0.747012
17	-	58205437	58219605	ENSG00000011143.16	MKS1	8.19313	0.542635
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	6.64474	0.932797
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	2.35309	1
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	45.1952	0.761786
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	8.09745	0.305662
17	+	51260528	51297936	ENSG00000011260.13	UTP18	74.6218	0.922951
7	-	5620047	5781739	ENSG00000011275.18	RNF216	51.5982	0.626182
17	+	15999380	16045015	ENSG00000011295.15	TTC19	5.92928	0.668997
19	+	797075	812327	ENSG00000011304.18	PTBP1	346.01	0.855603
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.620752	1
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0	1
3	+	45388506	45549421	ENSG00000011376.9	LARS2	44.5943	0.766505
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	37.6112	0.497774
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	6.31454	0.896757
7	+	36389806	36453791	ENSG00000011426.10	ANLN	32.4972	0.67901
19	-	15419980	15449951	ENSG00000011451.17	WIZ	11.8726	0.300783
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	37.866	0.624029
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0571046	1
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	7.59356	0.471803
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	86.216	0.92953
2	+	65056366	65087004	ENSG00000011523.13	CEP68	21.6455	0.732005
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	2.25614	0.228352
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0	0
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0.616325	0.737978
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	17.7279	0.879611
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.0642426	1
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	39.0204	0.70683
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	52.717	0.908136
19	+	35319261	35347355	ENSG00000012124.15	CD22	286.572	0.838375
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.386532	1
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	21.695	0.741966
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	13.7862	0.926016
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.178452	1
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	28.9107	0.922545
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0.107071	1
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	201.086	0.934695
10	+	45374176	45446119	ENSG00000012779.10	ALOX5	53.2493	0.657904
12	-	53708517	53727745	ENSG00000012822.15	CALCOCO1	30.6513	0.921248
14	+	93207056	93229215	ENSG00000012963.14	UBR7	69.7417	0.850626
14	-	50418501	50561126	ENSG00000012983.11	MAP4K5	0.264927	0.00499965
2	+	31234337	31269447	ENSG00000013016.15	EHD3	0.34273	1
19	+	39971005	39981441	ENSG00000013275.7	PSMC4	106.497	0.946739
4	+	6575175	6623362	ENSG00000013288.8	MAN2B2	10.5082	0.452081
3	-	170459584	170586074	ENSG00000013293.5	SLC7A14	0.23739	1
3	+	170418865	170860380	ENSG00000013297.10	CLDN11	0.177517	1
17	-	44319625	44324870	ENSG00000013306.15	SLC25A39	102.62	0.87605
16	+	29820394	29848039	ENSG00000013364.18	MVP	165.875	0.812766
7	+	151341699	151378449	ENSG00000013374.15	NUB1	122.148	0.864078
6	-	83161150	83193936	ENSG00000013375.15	PGM3	28.0472	0.784859
6	+	83193379	83198932	ENSG00000013392.7	RWDD2A	3.01747	0.222196
2	-	200853009	200864744	ENSG00000013441.15	CLK1	24.3729	0.756027
12	+	106357658	106510198	ENSG00000013503.9	POLR3B	13.1028	0.895423
14	-	76786178	76826246	ENSG00000013523.9	ANGEL1	24.0271	0.877888
5	+	141958328	141990291	ENSG00000013561.17	RNF14	30.7379	0.932986
X	-	154401238	154412112	ENSG00000013563.13	DNASE1L1	19.7178	0.731734
12	+	31073845	31104791	ENSG00000013573.16	DDX11	22.3439	0.535699
12	-	12974864	13000273	ENSG00000013583.8	HEBP1	1.17695	0.987321
12	+	12890782	12917937	ENSG00000013588.6	GPRC5A	6.41319	1
X	+	150361422	150514178	ENSG00000013619.13	MAMLD1	0	1
11	+	60971680	61020377	ENSG00000013725.14	CD6	0.0890067	0.138898
4	+	1721490	1745176	ENSG00000013810.18	TACC3	70.6193	0.740431
6	+	96521595	96555276	ENSG00000014123.9	UFL1	66.6213	0.710315
11	+	65261762	65305589	ENSG00000014138.8	POLA2	24.9002	0.910219
8	-	143437655	143541453	ENSG00000014164.6	ZC3H3	23.9915	0.721414
11	+	65180566	65212006	ENSG00000014216.15	CAPN1	133.247	0.798133
3	+	132317367	132368298	ENSG00000014257.15	ACPP	2.53409	1
2	+	63588609	63607197	ENSG00000014641.17	MDH1	188.895	0.972663
4	+	41990472	42090457	ENSG00000014824.13	SLC30A9	50.9088	0.942495
1	-	149928651	149936898	ENSG00000014914.19	MTMR11	0.376982	0.812223
10	-	99711844	99732100	ENSG00000014919.12	COX15	37.5285	0.58177
14	-	91271323	91417844	ENSG00000015133.18	CCDC88C	38.5125	0.523344
12	-	42157104	42238349	ENSG00000015153.14	YAF2	20.4542	0.795704
10	+	134465	254637	ENSG00000015171.18	ZMYND11	26.6459	0.787098
X	+	48676596	48691427	ENSG00000015285.10	WAS	75.4317	0.727302
16	+	89613308	89638456	ENSG00000015413.9	DPEP1	0	1
22	-	17734138	17774770	ENSG00000015475.18	BID	100.883	0.763793
5	+	139293648	139331359	ENSG00000015479.17	MATR3	342.666	0.842843
7	-	44512535	44541315	ENSG00000015520.14	NPC1L1	0.0713806	1
17	+	50346092	50363138	ENSG00000015532.9	XYLT2	10.4674	0.548187
2	+	109792758	109857695	ENSG00000015568.12	RGPD5	0.815752	1
8	-	27235323	27258420	ENSG00000015592.16	STMN4	0.47723	0.571429
7	-	44379121	44490880	ENSG00000015676.17	NUDCD3	12.6094	0.692789
5	+	51383391	51394738	ENSG00000016082.14	ISL1	0	1
3	-	53812335	53846390	ENSG00000016391.10	CHDH	77.3759	0.528114
6	-	136999971	137045180	ENSG00000016402.13	IL20RA	0.135623	1
1	+	86468368	86500289	ENSG00000016490.15	CLCA1	0	1
1	+	86547078	86580754	ENSG00000016602.9	CLCA4	0	1
3	-	52694485	52706083	ENSG00000016864.17	GLT8D1	22.7329	0.867336
3	+	130850595	131016712	ENSG00000017260.19	ATP2C1	150.558	0.819003
12	-	102395867	102480645	ENSG00000017427.15	IGF1	5.80051	0.964075
