chr	strand	start	end	gene_id	gene_symbol	omega	rate
17	+	34980494	35009743	ENSG00000005156.11	LIG3	29.5635	0.661928
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	33.7126	0.922745
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	8.39007	0.873492
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	8.71521	0.836815
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	36.8506	0.974487
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	12.3079	0.474977
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	4.13467	0.476931
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	0.706701	0.681481
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	0.213869	1
X	+	11758159	11775753	ENSG00000005302.17	MSL3	76.4602	0.875672
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	81.6621	0.814334
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	1.0426	0.132904
17	-	58269856	58280935	ENSG00000005381.7	MPO	0	1
7	-	95297676	95324707	ENSG00000005421.8	PON1	0	1
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	12.8528	0.63203
2	+	74421678	74425755	ENSG00000005448.16	WDR54	44.171	0.827005
7	+	87345681	87399795	ENSG00000005469.11	CROT	8.05002	0.845565
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	2.67883	0.388389
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	60.869	0.547209
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	18.3631	0.910673
16	+	981808	986979	ENSG00000005513.9	SOX8	0.0384349	1
6	-	82169983	82247754	ENSG00000005700.14	IBTK	50.9149	0.564228
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	24.1599	0.748734
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	81.9423	0.316568
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	23.9238	0.592283
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	17.7352	0.60795
17	+	50094737	50112152	ENSG00000005882.11	PDK2	4.84809	0.69886
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	0.819616	1
X	+	24149173	24216255	ENSG00000005889.15	ZFX	25.8991	0.495305
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	119.673	0.949609
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.195674	0.446581
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.745036	1
16	-	19501689	19522145	ENSG00000006007.11	GDE1	29.739	0.99735
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	7.17156	0.902573
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0	1
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	5.67606	0.23921
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	0	1
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0.0976008	1
17	-	41346092	41350812	ENSG00000006059.3	KRT33A	0	1
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	31.8136	0.46235
11	-	17392885	17476845	ENSG00000006071.12	ABCC8	0	1
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.160402	1
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	5.04239	0.67983
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	213.455	0.920784
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.0742527	1
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	29.3049	0.533455
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	0.214235	1
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	4.89229	0.534841
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.379622	1
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	0.220795	1
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0458292	1
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	21.3199	0.99029
7	+	39623483	39708124	ENSG00000006451.7	RALA	76.2251	0.943951
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	28.3636	0.658338
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	4.54364	0.792
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0	1
7	+	141551189	141655244	ENSG00000006530.15	AGK	59.3027	0.80764
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	1.77322	1
1	-	54779712	54801267	ENSG00000006555.10	TTC22	1.12056	0.945783
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	44.6552	0.706512
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0	1
2	+	241356243	241494841	ENSG00000006607.13	FARP2	51.5868	0.872074
11	-	17493895	17544416	ENSG00000006611.15	USH1C	0	1
7	-	30496621	30504844	ENSG00000006625.17	GGCT	50.9886	0.949521
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.282252	0.585974
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.142595	1
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	32.4022	0.780619
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	0.236276	0.461696
17	+	14069496	14208677	ENSG00000006695.10	COX10	36.1547	0.968996
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	22.6676	0.69054
19	-	39385852	39391195	ENSG00000006712.14	PAF1	54.1948	0.814026
7	-	38722963	38932394	ENSG00000006715.15	VPS41	60.6085	0.755198
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	17.5892	0.96417
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	72.0439	0.828462
7	+	12570577	12660179	ENSG00000006747.14	SCIN	2.16237	0.979077
X	-	2903970	2929351	ENSG00000006756.15	ARSD	0	0
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	23.6121	0.91944
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.0534674	1
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	32.5149	0.191013
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0	0
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.0320074	1
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.454728	0.98819
19	+	45079288	45305283	ENSG00000007047.14	MARK4	40.8363	0.908753
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.528046	1
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	58.7886	0.989043
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	0.983753	0.335702
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	150.968	0.92744
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0	1
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0	1
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	78.8855	0.356629
17	+	28473293	28497781	ENSG00000007216.14	SLC13A2	0	1
17	-	9910609	10198551	ENSG00000007237.18	GAS7	136.717	0.937019
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	42.0674	0.936592
19	-	3777970	3802129	ENSG00000007264.14	MATK	5.77336	0.71039
19	-	41673307	41706976	ENSG00000007306.14	CEACAM7	0	1
17	-	63928740	63932354	ENSG00000007312.12	CD79B	81.4952	0.892875
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	1.41893	0.831271
1	-	112523518	112620825	ENSG00000007341.18	ST7L	2.44577	0.676679
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0	1
11	-	31784792	31817961	ENSG00000007372.20	PAX6	0.620181	1
16	-	784974	788397	ENSG00000007376.7	RPUSD1	32.0589	0.904009
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.220299	0.451249
16	-	188969	229463	ENSG00000007392.16	LUC7L	15.2495	0.796909
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.167902	1
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.00619257	0.00649692
16	-	1349240	1351911	ENSG00000007520.3	TSR3	34.4095	0.799861
16	+	566995	584136	ENSG00000007541.16	PIGQ	13.1455	0.969323
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	7.64952	0.272532
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.0992965	1
1	-	169722641	169764705	ENSG00000007908.15	SELE	0	1
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	82.1615	0.808476
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0.0458292	1
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	33.9294	0.577416
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.320804	1
1	-	23506430	23531220	ENSG00000007968.6	E2F2	5.37441	0.406024
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	168.379	0.97495
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.506747	0.819059
6	+	15246296	15522040	ENSG00000008083.13	JARID2	47.7074	0.571854
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	22.1132	0.973084
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.0458292	1
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	1.95183	0.10375
1	-	1751232	1780457	ENSG00000008130.15	NADK	76.7475	0.695961
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0	1
6	+	50713828	50772988	ENSG00000008197.4	TFAP2D	0	1
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0	1
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	138.813	0.840057
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	11.5352	0.40805
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	63.4815	0.968467
17	-	63432304	63446378	ENSG00000008283.15	CYB561	6.69125	1
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	115.698	0.834034
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0.22036	0.0517457
7	-	122075647	122144280	ENSG00000008311.14	AASS	0.0684347	0.392907
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	2.71283	0.565444
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	27.3639	0.933114
19	+	4343527	4360086	ENSG00000008382.15	MPND	11.0292	0.761481
12	+	16347142	16609259	ENSG00000008394.12	MGST1	47.0464	0.966386
12	-	106991364	107093829	ENSG00000008405.11	CRY1	3.24027	0.949233
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.122211	1
19	+	12995608	13098796	ENSG00000008441.16	NFIX	4.72363	1
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	10.7172	0.965937
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.576328	0.464286
16	+	3065297	3082192	ENSG00000008517.16	IL32	124.488	0.988885
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.0487762	0.000975737
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.648134	0.558252
17	-	40019097	40061215	ENSG00000008838.18	MED24	54.9202	0.578444
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	186.214	0.834009
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	19.3703	0.642609
3	+	169966635	169998373	ENSG00000008952.16	SEC62	258.508	0.929873
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	826.744	0.880741
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	93.195	0.729254
6	-	111299028	111483715	ENSG00000009413.15	REV3L	30.4228	0.526457
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0.038191	1
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0	1
1	-	11026523	11047233	ENSG00000009724.16	MASP2	2.73447	1
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.175917	1
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.28015	0.978926
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	45.1822	0.846082
14	-	77274956	77320884	ENSG00000009830.11	POMT2	5.27184	0.655262
6	+	142147162	142224689	ENSG00000009844.15	VTA1	72.3011	0.978557
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0	1
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	161.538	0.758832
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	79.7741	0.874049
6	-	36354091	36387800	ENSG00000010030.13	ETV7	15.5514	0.861251
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	7.21113	0.922336
1	+	171781664	171814023	ENSG00000010165.19	METTL13	50.2007	0.893012
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	3.12435	0.875847
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	218.46	0.801608
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	92.6796	0.905358
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	83.9551	0.957154
12	+	6199715	6238271	ENSG00000010278.12	CD9	12.9188	0.981623
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0	1
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	78.1463	0.564868
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	6.86339	0.755284
19	+	45668244	45683724	ENSG00000010310.8	GIPR	1.82737	0.117575
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.460624	0.222747
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0	1
3	+	52455118	52493071	ENSG00000010322.15	NISCH	46.4906	0.652934
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0	1
19	-	49806869	49817376	ENSG00000010361.13	FUZ	4.08911	0.672485
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0	1
X	-	149476990	149521096	ENSG00000010404.17	IDS	150.541	0.714616
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0	1
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	10.781	0.963224
12	+	6786858	6820808	ENSG00000010610.9	CD4	5.80846	0.840087
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	2.56331	0.441684
X	-	101349447	101390796	ENSG00000010671.15	BTK	154.463	0.82636
6	+	26087281	26098343	ENSG00000010704.18	HFE	1.87946	0.747773
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	19.647	0.484483
6	-	111660332	111873452	ENSG00000010810.17	FYN	0.317646	0.936203
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	3.31649	0.0874194
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0	1
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	72.9194	0.827406
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	64.6941	0.890759
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	11.6373	0.235017
17	+	62627401	62693597	ENSG00000011028.13	MRC2	11.0298	0.265536
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	34.8904	0.988123
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.114573	1
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	1.03116	1
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	32.9151	0.87031
19	-	3750819	3761699	ENSG00000011132.11	APBA3	20.3217	0.712691
17	-	58205437	58219605	ENSG00000011143.16	MKS1	10.1345	0.643837
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	4.96016	0.844125
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	0.744033	0.986452
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	49.1842	0.778118
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	23.5102	0.666327
17	+	51260528	51297936	ENSG00000011260.13	UTP18	70.2309	0.942387
7	-	5620047	5781739	ENSG00000011275.18	RNF216	49.0191	0.656265
17	+	15999380	16045015	ENSG00000011295.15	TTC19	5.13771	0.583564
19	+	797075	812327	ENSG00000011304.18	PTBP1	329.203	0.896481
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.26395	0.780358
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0.0611055	1
3	+	45388506	45549421	ENSG00000011376.9	LARS2	47.9666	0.925142
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	32.4365	0.438597
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	4.10853	0.980587
7	+	36389806	36453791	ENSG00000011426.10	ANLN	16.5949	0.49294
19	-	15419980	15449951	ENSG00000011451.17	WIZ	19.4706	0.464262
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	42.3204	0.756207
12	-	91140484	91183123	ENSG00000011465.16	DCN	0.0534819	1
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	12.0204	0.773912
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	94.6059	0.934631
2	+	65056366	65087004	ENSG00000011523.13	CEP68	26.7837	0.821324
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	2.47612	0.224456
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.187191	0.00252423
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0.635983	0.982669
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	9.59444	0.870067
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.0534674	1
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	32.7988	0.716009
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	69.4313	0.961468
19	+	35319261	35347355	ENSG00000012124.15	CD22	395.537	0.838432
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.499965	1
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	26.8426	0.909866
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	14.852	0.891026
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.0992965	1
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	25.6155	0.888007
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0	1
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	173.869	0.946001
10	+	45374176	45446119	ENSG00000012779.10	ALOX5	76.0353	0.769943
12	-	53708517	53727745	ENSG00000012822.15	CALCOCO1	32.0447	0.940142
14	+	93207056	93229215	ENSG00000012963.14	UBR7	78.5934	0.916462
14	-	50418501	50561126	ENSG00000012983.11	MAP4K5	0.705721	0.0176094
2	+	31234337	31269447	ENSG00000013016.15	EHD3	1.13316	0.995671
19	+	39971005	39981441	ENSG00000013275.7	PSMC4	83.8258	0.909679
4	+	6575175	6623362	ENSG00000013288.8	MAN2B2	26.869	0.737213
3	-	170459584	170586074	ENSG00000013293.5	SLC7A14	0.275992	1
3	+	170418865	170860380	ENSG00000013297.10	CLDN11	0.107243	1
17	-	44319625	44324870	ENSG00000013306.15	SLC25A39	105.264	0.873336
16	+	29820394	29848039	ENSG00000013364.18	MVP	123.606	0.837495
7	+	151341699	151378449	ENSG00000013374.15	NUB1	105.115	0.868354
6	-	83161150	83193936	ENSG00000013375.15	PGM3	22.722	0.657704
6	+	83193379	83198932	ENSG00000013392.7	RWDD2A	5.64983	0.461851
2	-	200853009	200864744	ENSG00000013441.15	CLK1	23.4357	0.837782
12	+	106357658	106510198	ENSG00000013503.9	POLR3B	10.3097	0.779389
14	-	76786178	76826246	ENSG00000013523.9	ANGEL1	32.849	0.918376
5	+	141958328	141990291	ENSG00000013561.17	RNF14	30.536	0.885813
X	-	154401238	154412112	ENSG00000013563.13	DNASE1L1	18.8676	0.694707
12	+	31073845	31104791	ENSG00000013573.16	DDX11	25.1943	0.564102
12	-	12974864	13000273	ENSG00000013583.8	HEBP1	0.106935	1
12	+	12890782	12917937	ENSG00000013588.6	GPRC5A	1.19484	1
X	+	150361422	150514178	ENSG00000013619.13	MAMLD1	0	1
11	+	60971680	61020377	ENSG00000013725.14	CD6	0	0
4	+	1721490	1745176	ENSG00000013810.18	TACC3	69.5851	0.768437
6	+	96521595	96555276	ENSG00000014123.9	UFL1	55.291	0.659675
11	+	65261762	65305589	ENSG00000014138.8	POLA2	20.734	0.905643
8	-	143437655	143541453	ENSG00000014164.6	ZC3H3	12.5817	0.416277
11	+	65180566	65212006	ENSG00000014216.15	CAPN1	134.129	0.830309
3	+	132317367	132368298	ENSG00000014257.15	ACPP	1.28314	1
2	+	63588609	63607197	ENSG00000014641.17	MDH1	196.799	0.975333
4	+	41990472	42090457	ENSG00000014824.13	SLC30A9	33.4888	0.878215
1	-	149928651	149936898	ENSG00000014914.19	MTMR11	0	0
10	-	99711844	99732100	ENSG00000014919.12	COX15	57.8892	0.814024
14	-	91271323	91417844	ENSG00000015133.18	CCDC88C	48.5936	0.664389
12	-	42157104	42238349	ENSG00000015153.14	YAF2	14.7211	0.786236
10	+	134465	254637	ENSG00000015171.18	ZMYND11	27.7851	0.773053
X	+	48676596	48691427	ENSG00000015285.10	WAS	76.3577	0.775451
16	+	89613308	89638456	ENSG00000015413.9	DPEP1	0	1
22	-	17734138	17774770	ENSG00000015475.18	BID	98.0452	0.984627
5	+	139293648	139331359	ENSG00000015479.17	MATR3	316.082	0.833817
7	-	44512535	44541315	ENSG00000015520.14	NPC1L1	0.221508	1
17	+	50346092	50363138	ENSG00000015532.9	XYLT2	13.6148	0.727862
2	+	109792758	109857695	ENSG00000015568.12	RGPD5	0.214368	0.0168799
8	-	27235323	27258420	ENSG00000015592.16	STMN4	0.21419	0.966966
7	-	44379121	44490880	ENSG00000015676.17	NUDCD3	16.1264	0.607753
5	+	51383391	51394738	ENSG00000016082.14	ISL1	0	1
3	-	53812335	53846390	ENSG00000016391.10	CHDH	67.2114	0.560329
6	-	136999971	137045180	ENSG00000016402.13	IL20RA	0.0611055	1
1	+	86468368	86500289	ENSG00000016490.15	CLCA1	0.0305528	1
1	+	86547078	86580754	ENSG00000016602.9	CLCA4	0	1
3	-	52694485	52706083	ENSG00000016864.17	GLT8D1	30.9281	0.8345
3	+	130850595	131016712	ENSG00000017260.19	ATP2C1	105.626	0.768842
12	-	102395867	102480645	ENSG00000017427.15	IGF1	10.6295	0.970225
