chr	strand	start	end	gene_id	gene_symbol	omega	rate
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	12.5492	0.844167
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	1.27496	1
7	-	13891228	13991425	ENSG00000006468.13	ETV1	1.10001	0.999116
7	+	141551189	141655244	ENSG00000006530.15	AGK	81.9673	0.907011
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	0.203469	1
1	-	54779712	54801267	ENSG00000006555.10	TTC22	2.75465	0.81698
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	43.5113	0.724233
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0	1
2	+	241356243	241494841	ENSG00000006607.13	FARP2	61.1221	0.838475
11	-	17493895	17544416	ENSG00000006611.15	USH1C	0	1
7	-	30496621	30504844	ENSG00000006625.17	GGCT	38.9685	0.961937
7	+	87876216	87909541	ENSG00000006634.7	DBF4	0.775296	0.675188
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.377057	1
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	44.8279	0.908986
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	1.40805	0.907566
17	+	14069496	14208677	ENSG00000006695.10	COX10	41.3334	0.900929
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	15.3948	0.683861
19	-	39385852	39391195	ENSG00000006712.14	PAF1	72.3943	0.848426
7	-	38722963	38932394	ENSG00000006715.15	VPS41	69.8122	0.873266
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	1.93931	1
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	80.947	0.826162
7	+	12570577	12660179	ENSG00000006747.14	SCIN	0.970615	0.998311
X	-	2903970	2929351	ENSG00000006756.15	ARSD	1.47654	1
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	20.3929	0.965409
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0	1
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	33.667	0.197855
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0	0
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0.055409	1
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	0.649631	0.841102
19	+	45079288	45305283	ENSG00000007047.14	MARK4	44.384	0.866935
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.199178	0.690787
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	59.9753	0.987815
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	0.764578	0.289525
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	162.313	0.970599
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.152375	1
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	1.02469	0.997158
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	85.2893	0.351158
17	+	28473293	28497781	ENSG00000007216.14	SLC13A2	0	1
17	-	9910609	10198551	ENSG00000007237.18	GAS7	83.1414	0.952394
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	35.0441	0.865449
19	-	3777970	3802129	ENSG00000007264.14	MATK	0.754947	1
19	-	41673307	41706976	ENSG00000007306.14	CEACAM7	0	1
17	-	63928740	63932354	ENSG00000007312.12	CD79B	153.714	0.899511
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.706464	1
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.80634	0.742211
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0	1
11	-	31784792	31817961	ENSG00000007372.20	PAX6	1.40684	1
16	-	784974	788397	ENSG00000007376.7	RPUSD1	29.5749	0.888001
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.0675515	0.219817
16	-	188969	229463	ENSG00000007392.16	LUC7L	18.0735	0.827901
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0	1
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.830215	1
16	-	1349240	1351911	ENSG00000007520.3	TSR3	31.5301	0.848793
16	+	566995	584136	ENSG00000007541.16	PIGQ	8.98681	0.669664
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	2.6571	0.120877
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.401715	1
1	-	169722641	169764705	ENSG00000007908.15	SELE	0.00692612	1
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	77.6603	0.736604
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0	1
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	17.6491	0.493263
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.277045	1
1	-	23506430	23531220	ENSG00000007968.6	E2F2	6.81341	0.579358
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	171.189	0.980137
X	-	47571898	47619853	ENSG00000008056.12	SYN1	1.781	0.963082
6	+	15246296	15522040	ENSG00000008083.13	JARID2	30.1716	0.592922
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	17.8602	0.986163
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.500727	0.75182
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	3.96714	0.0927433
1	-	1751232	1780457	ENSG00000008130.15	NADK	69.8374	0.644664
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.879617	1
6	+	50713828	50772988	ENSG00000008197.4	TFAP2D	0	1
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0	1
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	67.2464	0.722873
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	17.5172	0.38678
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	59.1784	0.9737
17	-	63432304	63446378	ENSG00000008283.15	CYB561	5.91253	0.500461
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	99.2783	0.886547
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0	0
7	-	122075647	122144280	ENSG00000008311.14	AASS	1.79096	0.304365
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	15.2238	0.717007
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	31.8877	0.977544
19	+	4343527	4360086	ENSG00000008382.15	MPND	10.4549	0.78497
12	+	16347142	16609259	ENSG00000008394.12	MGST1	101.523	0.948791
12	-	106991364	107093829	ENSG00000008405.11	CRY1	7.45839	0.955408
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.187005	1
19	+	12995608	13098796	ENSG00000008441.16	NFIX	2.2268	0.467308
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	11.5941	0.989579
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.7754	0.64594
16	+	3065297	3082192	ENSG00000008517.16	IL32	252.986	0.994476
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.690838	0.0168086
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.183635	0.725276
17	-	40019097	40061215	ENSG00000008838.18	MED24	61.8135	0.639833
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	52.9771	0.879839
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	13.6091	0.467435
3	+	169966635	169998373	ENSG00000008952.16	SEC62	185.483	0.919236
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	772.166	0.853387
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	110.11	0.703679
6	-	111299028	111483715	ENSG00000009413.15	REV3L	30.8286	0.663721
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0	1
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0	1
1	-	11026523	11047233	ENSG00000009724.16	MASP2	2.56959	1
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.480802	1
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.13546	0.956244
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	35.9497	0.890059
14	-	77274956	77320884	ENSG00000009830.11	POMT2	4.77059	0.68109
6	+	142147162	142224689	ENSG00000009844.15	VTA1	89.7639	0.990233
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0	1
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	181.421	0.811063
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	75.1629	0.790756
6	-	36354091	36387800	ENSG00000010030.13	ETV7	4.99414	0.759808
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	14.8661	0.885244
1	+	171781664	171814023	ENSG00000010165.19	METTL13	51.935	0.867635
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	3.35918	0.934788
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	230.601	0.758497
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	109.701	0.909763
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	87.591	0.959626
12	+	6199715	6238271	ENSG00000010278.12	CD9	64.0718	0.989332
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0	1
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	65.9442	0.487666
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	11.0431	0.841106
19	+	45668244	45683724	ENSG00000010310.8	GIPR	2.45864	0.0936503
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.627532	0.227493
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.0831134	1
3	+	52455118	52493071	ENSG00000010322.15	NISCH	40.6825	0.561852
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.0511493	1
19	-	49806869	49817376	ENSG00000010361.13	FUZ	2.34492	0.672532
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0	1
X	-	149476990	149521096	ENSG00000010404.17	IDS	188.432	0.70482
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0	1
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	12.1407	1
12	+	6786858	6820808	ENSG00000010610.9	CD4	2.90506	0.383983
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	3.74194	0.601542
X	-	101349447	101390796	ENSG00000010671.15	BTK	168.842	0.821312
6	+	26087281	26098343	ENSG00000010704.18	HFE	4.53095	0.968577
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	26.7393	0.689035
6	-	111660332	111873452	ENSG00000010810.17	FYN	3.99605	1
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	19.9756	0.473268
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0	1
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	92.7414	0.858264
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	77.1211	0.865064
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	20.4027	0.328026
17	+	62627401	62693597	ENSG00000011028.13	MRC2	0.721692	1
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	45.8246	0.990349
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0	1
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	1.65534	1
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	21.381	0.705441
19	-	3750819	3761699	ENSG00000011132.11	APBA3	20.3588	0.838924
17	-	58205437	58219605	ENSG00000011143.16	MKS1	7.96761	0.663007
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	9.44958	0.966945
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	29.9421	0.905372
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	47.085	0.739697
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	10.4846	0.409029
17	+	51260528	51297936	ENSG00000011260.13	UTP18	63.9432	0.931731
7	-	5620047	5781739	ENSG00000011275.18	RNF216	50.0465	0.604434
17	+	15999380	16045015	ENSG00000011295.15	TTC19	7.47079	0.744958
19	+	797075	812327	ENSG00000011304.18	PTBP1	316.935	0.908703
19	-	38211006	38229714	ENSG00000011332.19	DPF1	0.652234	0.937422
11	-	61515313	61581148	ENSG00000011347.9	SYT7	0.12467	1
3	+	45388506	45549421	ENSG00000011376.9	LARS2	65.5973	0.939532
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	31.2285	0.428707
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	9.5113	0.970064
7	+	36389806	36453791	ENSG00000011426.10	ANLN	26.069	0.728005
19	-	15419980	15449951	ENSG00000011451.17	WIZ	13.4139	0.359587
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	56.5887	0.673204
12	-	91140484	91183123	ENSG00000011465.16	DCN	0	1
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	6.9014	0.397123
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	91.3945	0.924866
2	+	65056366	65087004	ENSG00000011523.13	CEP68	21.3463	0.720631
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	2.57444	0.283342
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0.034945	0.000528001
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	0	1
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	16.6558	0.97357
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.00692612	1
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	27.6857	0.552149
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	61.4536	0.986815
19	+	35319261	35347355	ENSG00000012124.15	CD22	316.775	0.793004
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0	1
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	25.1727	0.908927
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	11.7234	0.842029
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.0692612	1
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	43.2997	0.988013
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0	1
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	203.353	0.956669
10	+	45374176	45446119	ENSG00000012779.10	ALOX5	80.4119	0.767266
12	-	53708517	53727745	ENSG00000012822.15	CALCOCO1	44.7755	0.921821
14	+	93207056	93229215	ENSG00000012963.14	UBR7	67.8178	0.91353
14	-	50418501	50561126	ENSG00000012983.11	MAP4K5	0.286636	0.00665738
2	+	31234337	31269447	ENSG00000013016.15	EHD3	2.25797	0.993927
19	+	39971005	39981441	ENSG00000013275.7	PSMC4	107.983	0.926974
4	+	6575175	6623362	ENSG00000013288.8	MAN2B2	24.614	0.64197
3	-	170459584	170586074	ENSG00000013293.5	SLC7A14	0.374892	1
3	+	170418865	170860380	ENSG00000013297.10	CLDN11	0.00694537	1
17	-	44319625	44324870	ENSG00000013306.15	SLC25A39	107.157	0.869019
16	+	29820394	29848039	ENSG00000013364.18	MVP	187.882	0.773136
7	+	151341699	151378449	ENSG00000013374.15	NUB1	179.294	0.830768
6	-	83161150	83193936	ENSG00000013375.15	PGM3	26.6907	0.803392
6	+	83193379	83198932	ENSG00000013392.7	RWDD2A	8.34618	0.553953
2	-	200853009	200864744	ENSG00000013441.15	CLK1	17.9326	0.867761
12	+	106357658	106510198	ENSG00000013503.9	POLR3B	16.2787	0.898814
14	-	76786178	76826246	ENSG00000013523.9	ANGEL1	28.077	0.92254
5	+	141958328	141990291	ENSG00000013561.17	RNF14	32.531	0.948227
X	-	154401238	154412112	ENSG00000013563.13	DNASE1L1	26.978	0.932767
12	+	31073845	31104791	ENSG00000013573.16	DDX11	18.0373	0.552373
12	-	12974864	13000273	ENSG00000013583.8	HEBP1	2.99716	0.992508
12	+	12890782	12917937	ENSG00000013588.6	GPRC5A	2.89835	1
X	+	150361422	150514178	ENSG00000013619.13	MAMLD1	0	1
11	+	60971680	61020377	ENSG00000013725.14	CD6	1.01853	0.821918
4	+	1721490	1745176	ENSG00000013810.18	TACC3	73.6143	0.725173
6	+	96521595	96555276	ENSG00000014123.9	UFL1	60.0804	0.69987
11	+	65261762	65305589	ENSG00000014138.8	POLA2	16.2739	0.847428
8	-	143437655	143541453	ENSG00000014164.6	ZC3H3	23.0881	0.749775
11	+	65180566	65212006	ENSG00000014216.15	CAPN1	172.018	0.776014
3	+	132317367	132368298	ENSG00000014257.15	ACPP	3.87237	0.975281
2	+	63588609	63607197	ENSG00000014641.17	MDH1	230.534	0.980669
4	+	41990472	42090457	ENSG00000014824.13	SLC30A9	40.5157	0.865642
1	-	149928651	149936898	ENSG00000014914.19	MTMR11	0	1
10	-	99711844	99732100	ENSG00000014919.12	COX15	52.3546	0.825947
14	-	91271323	91417844	ENSG00000015133.18	CCDC88C	35.4134	0.545414
12	-	42157104	42238349	ENSG00000015153.14	YAF2	17.6841	0.902
10	+	134465	254637	ENSG00000015171.18	ZMYND11	24.6812	0.65315
X	+	48676596	48691427	ENSG00000015285.10	WAS	79.7928	0.716416
16	+	89613308	89638456	ENSG00000015413.9	DPEP1	0	1
22	-	17734138	17774770	ENSG00000015475.18	BID	130.852	0.977398
5	+	139293648	139331359	ENSG00000015479.17	MATR3	340.922	0.844229
7	-	44512535	44541315	ENSG00000015520.14	NPC1L1	0.256266	1
17	+	50346092	50363138	ENSG00000015532.9	XYLT2	13.0872	0.683006
2	+	109792758	109857695	ENSG00000015568.12	RGPD5	3.10078	1
8	-	27235323	27258420	ENSG00000015592.16	STMN4	1.67453	0.787526
7	-	44379121	44490880	ENSG00000015676.17	NUDCD3	12.847	0.69629
5	+	51383391	51394738	ENSG00000016082.14	ISL1	0	1
3	-	53812335	53846390	ENSG00000016391.10	CHDH	116.955	0.569422
6	-	136999971	137045180	ENSG00000016402.13	IL20RA	0	1
1	+	86468368	86500289	ENSG00000016490.15	CLCA1	0	1
1	+	86547078	86580754	ENSG00000016602.9	CLCA4	0	1
3	-	52694485	52706083	ENSG00000016864.17	GLT8D1	23.3756	0.8407
3	+	130850595	131016712	ENSG00000017260.19	ATP2C1	156.716	0.840124
12	-	102395867	102480645	ENSG00000017427.15	IGF1	0.399515	1
X	-	48458537	48470256	ENSG00000017483.14	SLC38A5	30.0656	0.595178
