chr	strand	start	end	gene_id	gene_symbol	omega	rate
7	-	8113184	8262687	ENSG00000003147.17	ICA1	0.593226	0.472681
16	-	90004865	90020128	ENSG00000003249.13	DBNDD1	4.999	1
2	-	201700554	201781189	ENSG00000003393.14	ALS2	12.8679	0.49961
2	+	201182881	201229406	ENSG00000003400.14	CASP10	21.8112	0.734456
2	+	201116104	201176687	ENSG00000003402.19	CFLAR	297.519	0.971156
2	-	187464230	187565760	ENSG00000003436.14	TFPI	1.15488	0.985985
2	+	37231631	37253403	ENSG00000003509.15	NDUFAF7	11.6662	0.843732
3	+	50088908	50119021	ENSG00000003756.16	RBM5	81.3861	0.76336
8	-	17298030	17413528	ENSG00000003987.13	MTMR7	1.02767	1
8	+	17497088	17570573	ENSG00000003989.16	SLC7A2	0.523057	1
7	+	127588345	127591705	ENSG00000004059.10	ARF5	48.8591	0.986007
17	+	28364356	28404049	ENSG00000004139.13	SARM1	5.52155	0.423225
17	-	28347177	28357522	ENSG00000004142.11	POLDIP2	180.716	0.928702
3	-	129555175	129606818	ENSG00000004399.12	PLXND1	1.63063	0.355606
1	-	33007940	33080996	ENSG00000004455.16	AK2	370.049	0.977993
4	+	15778275	15853230	ENSG00000004468.12	CD38	151.325	0.942599
12	+	2794953	2805423	ENSG00000004478.7	FKBP4	173.068	0.91429
1	+	23019448	23083689	ENSG00000004487.15	KDM1A	132.226	0.91813
3	+	49940007	50100045	ENSG00000004534.14	RBM6	84.3825	0.865686
17	-	3860315	3894891	ENSG00000004660.14	CAMKK1	1.74618	0.629803
12	-	21468911	21501669	ENSG00000004700.15	RECQL	137.413	0.772911
7	+	93232340	93361121	ENSG00000004766.15	VPS50	29.5111	0.889806
19	-	35754568	35758079	ENSG00000004776.11	HSPB6	0.121026	1
19	+	35774532	35788822	ENSG00000004777.18	ARHGAP33	0	0
16	-	23581002	23596356	ENSG00000004779.9	NDUFAB1	89.7006	0.99535
7	-	95583499	95596491	ENSG00000004799.7	PDK4	0.0275291	1
6	-	110424687	110476641	ENSG00000004809.13	SLC22A16	0	1
3	-	50341110	50346852	ENSG00000004838.13	ZMYND10	0.250025	0.722537
7	+	20615207	20777038	ENSG00000004846.16	ABCB5	0.076197	1
X	-	25003694	25016420	ENSG00000004848.7	ARX	0.103442	1
7	-	96120220	96322147	ENSG00000004864.13	SLC25A13	32.0566	0.884371
7	+	116953238	117230103	ENSG00000004866.19	ST7	56.604	0.93449
17	-	47117703	47189422	ENSG00000004897.11	CDC27	114.787	0.763827
17	-	44248385	44268141	ENSG00000004939.13	SLC4A1	0.218035	1
7	-	93424487	93574730	ENSG00000004948.13	CALCR	0	1
X	+	11111301	11123078	ENSG00000004961.14	HCCS	34.6403	0.93747
17	-	7225341	7234545	ENSG00000004975.11	DVL2	44.8304	0.766973
16	-	2852727	2858170	ENSG00000005001.9	PRSS22	0.0137645	1
19	+	18831938	18868236	ENSG00000005007.12	UPF1	115.907	0.620939
7	-	26667062	26995239	ENSG00000005020.12	SKAP2	67.7384	0.915527
X	+	119468400	119471319	ENSG00000005022.5	SLC25A5	373.794	0.99598
4	+	109560205	109688726	ENSG00000005059.15	CCDC109B	44.7215	0.953863
7	-	27181510	27185223	ENSG00000005073.5	HOXA11	0.0332434	1
7	-	102473118	102478907	ENSG00000005075.15	POLR2J	63.5822	0.97883
17	-	5440912	5469060	ENSG00000005100.12	DHX33	67.8471	0.846982
17	-	43640388	43661954	ENSG00000005102.12	MEOX1	0.0137645	1
7	-	11370357	11832198	ENSG00000005108.15	THSD7A	0.0142601	1
17	+	34980494	35009743	ENSG00000005156.11	LIG3	44.5668	0.720356
12	-	47661249	47706061	ENSG00000005175.9	RPAP3	49.8645	0.906212
16	+	20610243	20797581	ENSG00000005187.11	ACSM3	10.8828	0.91275
16	+	20806429	20849668	ENSG00000005189.19	AC004381.6	10.9408	0.757495
16	-	57428169	57447528	ENSG00000005194.14	CIAPIN1	49.5512	0.976571
19	+	2328615	2354806	ENSG00000005206.16	SPPL2B	20.792	0.656989
9	-	35104112	35116341	ENSG00000005238.19	FAM214B	6.65063	0.371407
17	-	48026167	48038030	ENSG00000005243.9	COPZ2	0.55106	0.861996
7	+	107044649	107161811	ENSG00000005249.12	PRKAR2B	0.869065	0.9285
X	+	11758159	11775753	ENSG00000005302.17	MSL3	103.98	0.908807
16	-	3725054	3880726	ENSG00000005339.14	CREBBP	89.1025	0.83462
17	-	58301228	58328760	ENSG00000005379.15	TSPOAP1	0.980664	0.129081
17	-	58269856	58280935	ENSG00000005381.7	MPO	0	1
7	-	95297676	95324707	ENSG00000005421.8	PON1	0	1
2	-	75652000	75710989	ENSG00000005436.13	GCFC2	10.2702	0.699747
2	+	74421678	74425755	ENSG00000005448.16	WDR54	26.3542	0.85495
7	+	87345681	87399795	ENSG00000005469.11	CROT	24.3131	0.815255
7	-	87401697	87480435	ENSG00000005471.15	ABCB4	4.94454	0.353781
7	+	105014179	105114361	ENSG00000005483.20	KMT2E	97.1628	0.769715
7	+	75842602	75888926	ENSG00000005486.16	RHBDD2	24.9548	0.952216
16	+	981808	986979	ENSG00000005513.9	SOX8	0.0757049	1
6	-	82169983	82247754	ENSG00000005700.14	IBTK	79.6435	0.751459
11	-	3339261	3379222	ENSG00000005801.16	ZNF195	26.6003	0.857318
13	-	77044655	77327050	ENSG00000005810.17	MYCBP2	126.954	0.378346
13	-	76992598	77027195	ENSG00000005812.10	FBXL3	38.934	0.864437
16	+	30472658	30523185	ENSG00000005844.17	ITGAL	124.363	0.638264
17	+	50094737	50112152	ENSG00000005882.11	PDK2	4.40217	0.840967
17	+	50055968	50090481	ENSG00000005884.17	ITGA3	3.69656	0.635819
X	+	24149173	24216255	ENSG00000005889.15	ZFX	16.2893	0.496298
X	-	120427827	120469365	ENSG00000005893.15	LAMP2	80.7317	0.951247
17	-	44372180	44389505	ENSG00000005961.17	ITGA2B	0.0980306	0.63768
7	+	95478444	95540232	ENSG00000005981.12	ASB4	0.584993	1
16	-	19501689	19522145	ENSG00000006007.11	GDE1	45.365	0.998477
19	+	18588685	18592336	ENSG00000006015.17	C19orf60	10.2862	0.876581
19	-	18572220	18607741	ENSG00000006016.10	CRLF1	0.0555882	1
17	-	47807372	47821834	ENSG00000006025.11	OSBPL7	4.04855	0.191315
17	+	32927910	32945106	ENSG00000006042.11	TMEM98	1.44247	0.993126
17	-	7288252	7294615	ENSG00000006047.12	YBX2	0.0275291	1
17	-	41346092	41350812	ENSG00000006059.3	KRT33A	0	1
17	-	45263121	45317040	ENSG00000006062.13	MAP3K14	34.2699	0.568202
11	-	17392885	17476845	ENSG00000006071.12	ABCC8	0	1
16	+	24255553	24362801	ENSG00000006116.3	CACNG3	0.146592	1
11	+	60924463	60937159	ENSG00000006118.14	TMEM132A	20.7892	0.841231
17	+	35578046	35726409	ENSG00000006125.16	AP2B1	252.067	0.908465
7	+	97731908	97740472	ENSG00000006128.11	TAC1	0.158292	1
16	+	3263800	3301401	ENSG00000006194.9	ZNF263	21.9224	0.524291
16	+	57372458	57385048	ENSG00000006210.6	CX3CL1	1.10409	1
17	+	50543058	50555852	ENSG00000006282.20	SPATA20	3.8497	0.523185
17	+	50561068	50627474	ENSG00000006283.17	CACNA1G	0.475736	1
16	+	3018445	3022383	ENSG00000006327.13	TNFRSF12A	4.04188	0.88336
7	+	97005548	97011039	ENSG00000006377.10	DLX6	0.0209894	1
14	-	70722526	70809534	ENSG00000006432.15	MAP3K9	10.5297	0.847131
7	+	39623483	39708124	ENSG00000006451.7	RALA	67.2721	0.975768
7	-	98291651	98401068	ENSG00000006453.13	BAIAP2L1	8.54007	0.911942
7	-	140084746	140177035	ENSG00000006459.10	KDM7A	3.13352	0.749995
7	-	13891228	13991425	ENSG00000006468.13	ETV1	0.238306	0.987311
7	+	141551189	141655244	ENSG00000006530.15	AGK	66.4451	0.919744
11	+	68008578	68029282	ENSG00000006534.15	ALDH3B1	2.28493	0.817091
1	-	54779712	54801267	ENSG00000006555.10	TTC22	1.29736	1
7	+	77798792	77957503	ENSG00000006576.16	PHTF2	48.9338	0.717755
7	-	75769533	75789896	ENSG00000006606.8	CCL26	0	1
2	+	241356243	241494841	ENSG00000006607.13	FARP2	66.3537	0.849623
11	-	17493895	17544416	ENSG00000006611.15	USH1C	0	1
7	-	30496621	30504844	ENSG00000006625.17	GGCT	53.3391	0.962303
7	+	87876216	87909541	ENSG00000006634.7	DBF4	1.90374	0.714506
19	-	3594506	3606840	ENSG00000006638.11	TBXA2R	0.269731	1
7	+	112422968	112481017	ENSG00000006652.13	IFRD1	23.4488	0.888751
19	+	39704306	39709444	ENSG00000006659.12	LGALS14	1.01248	0.957121
17	+	14069496	14208677	ENSG00000006695.10	COX10	29.0945	0.888251
7	+	74453790	74602604	ENSG00000006704.10	GTF2IRD1	3.34991	0.731343
19	-	39385852	39391195	ENSG00000006712.14	PAF1	62.5654	0.806424
7	-	38722963	38932394	ENSG00000006715.15	VPS41	77.3393	0.812896
17	+	12789539	12991643	ENSG00000006740.16	ARHGAP44	7.9411	0.96529
17	-	12992391	13018187	ENSG00000006744.18	ELAC2	111.777	0.832871
7	+	12570577	12660179	ENSG00000006747.14	SCIN	1.41599	0.99173
X	-	2903970	2929351	ENSG00000006756.15	ARSD	1.90082	0.906332
X	-	7898247	7927739	ENSG00000006757.11	PNPLA4	9.95845	0.915266
17	-	10298084	10373130	ENSG00000006788.12	MYH13	0.0825872	1
12	+	1688574	1788678	ENSG00000006831.9	ADIPOR2	38.2414	0.282064
5	-	134286350	134371047	ENSG00000006837.11	CDKL3	0.219177	0.204061
2	+	157876702	158136154	ENSG00000007001.12	UPP2	0	1
16	+	2817180	2826304	ENSG00000007038.10	PRSS21	2.12135	0.684097
19	+	45079288	45305283	ENSG00000007047.14	MARK4	20.4416	0.844077
4	-	15963076	16084378	ENSG00000007062.11	PROM1	0.0688226	1
19	+	17933016	17943991	ENSG00000007080.10	CCDC124	78.2242	0.983153
19	+	41549518	41586844	ENSG00000007129.17	CEACAM21	0.306013	0.319467
17	+	2593210	2685615	ENSG00000007168.12	PAFAH1B1	172.974	0.957998
17	-	27756766	27800499	ENSG00000007171.16	NOS2	0.0412936	1
17	+	11598431	11969748	ENSG00000007174.17	DNAH9	0.00174219	1
17	-	28614440	28645454	ENSG00000007202.14	KIAA0100	134.237	0.407492
17	+	28473293	28497781	ENSG00000007216.14	SLC13A2	0	1
17	-	9910609	10198551	ENSG00000007237.18	GAS7	35.5393	0.924324
19	-	45162928	45178237	ENSG00000007255.10	TRAPPC6A	23.1256	0.880985
19	-	3777970	3802129	ENSG00000007264.14	MATK	2.46871	0.634877
19	-	41673307	41706976	ENSG00000007306.14	CEACAM7	0	1
17	-	63928740	63932354	ENSG00000007312.12	CD79B	105.497	0.872207
17	-	63938554	63972918	ENSG00000007314.11	SCN4A	0.359995	0.615385
1	-	112523518	112620825	ENSG00000007341.18	ST7L	1.72604	0.537354
X	+	154295671	154330350	ENSG00000007350.16	TKTL1	0.137369	1
11	-	31784792	31817961	ENSG00000007372.20	PAX6	0.979482	1
16	-	784974	788397	ENSG00000007376.7	RPUSD1	36.683	0.831443
16	-	58059	76355	ENSG00000007384.15	RHBDF1	0.446103	0.393962
16	-	188969	229463	ENSG00000007392.16	LUC7L	24.495	0.903637
3	-	50362799	50504244	ENSG00000007402.11	CACNA2D2	0.217875	1
16	+	1333601	1349441	ENSG00000007516.13	BAIAP3	0.363602	1
16	-	1349240	1351911	ENSG00000007520.3	TSR3	25.4709	0.77303
16	+	566995	584136	ENSG00000007541.16	PIGQ	16.0391	0.952914
16	+	1612325	1677908	ENSG00000007545.15	CRAMP1	2.30555	0.0885843
6	-	35473597	35497076	ENSG00000007866.18	TEAD3	0.521914	0.473966
1	-	169722641	169764705	ENSG00000007908.15	SELE	0	1
1	-	6634168	6701924	ENSG00000007923.15	DNAJC11	101.762	0.812682
1	+	171090877	171117819	ENSG00000007933.12	FMO3	0	1
6	+	16129125	16148248	ENSG00000007944.14	MYLIP	12.27	0.570877
X	-	100843324	100874345	ENSG00000007952.17	NOX1	0.240879	1
1	-	23506430	23531220	ENSG00000007968.6	E2F2	6.99947	0.347965
6	-	170535117	170553341	ENSG00000008018.8	PSMB1	179.969	0.978181
X	-	47571898	47619853	ENSG00000008056.12	SYN1	0.653815	1
6	+	15246296	15522040	ENSG00000008083.13	JARID2	28.2418	0.66692
X	+	18425583	18653629	ENSG00000008086.11	CDKL5	11.5978	0.986886
1	+	209583717	209613938	ENSG00000008118.9	CAMK1G	0.192265	1
1	-	1702730	1724324	ENSG00000008128.22	CDK11A	2.44873	0.156341
1	-	1751232	1780457	ENSG00000008130.15	NADK	82.6146	0.734585
6	+	50818723	50847613	ENSG00000008196.12	TFAP2B	0.00688227	1
6	+	50713828	50772988	ENSG00000008197.4	TFAP2D	0	1
3	+	38039205	38124025	ENSG00000008226.19	DLEC1	0.269604	1
7	-	6161776	6272644	ENSG00000008256.15	CYTH3	33.9202	0.922412
7	+	87934143	88202889	ENSG00000008277.14	ADAM22	8.37748	0.684236
7	-	106090503	106112576	ENSG00000008282.8	SYPL1	41.6502	0.98414
17	-	63432304	63446378	ENSG00000008283.15	CYB561	14.6689	1
17	-	50962174	51120865	ENSG00000008294.20	SPAG9	102.13	0.939385
3	-	48636469	48662915	ENSG00000008300.15	CELSR3	0	0
7	-	122075647	122144280	ENSG00000008311.14	AASS	0.693324	0.797275
12	+	6310436	6328506	ENSG00000008323.15	PLEKHG6	0.807938	0.8276
3	+	42581840	42595114	ENSG00000008324.10	SS18L2	29.5271	0.956584
19	+	4343527	4360086	ENSG00000008382.15	MPND	12.5314	0.90514
12	+	16347142	16609259	ENSG00000008394.12	MGST1	12.0463	0.992967
12	-	106991364	107093829	ENSG00000008405.11	CRY1	9.37505	0.831704
19	-	46019153	46023065	ENSG00000008438.4	PGLYRP1	0.0344113	1
19	+	12995608	13098796	ENSG00000008441.16	NFIX	3.59088	0.995723
8	-	133454848	133571940	ENSG00000008513.14	ST3GAL1	38.6908	0.929156
16	+	3046681	3060726	ENSG00000008516.16	MMP25	0.378815	1
16	+	3065297	3082192	ENSG00000008517.16	IL32	42.2138	0.991024
16	-	2088710	2135898	ENSG00000008710.18	PKD1	0.490872	0.0130964
22	+	50600685	50613981	ENSG00000008735.13	MAPK8IP2	0.357499	1
17	-	40019097	40061215	ENSG00000008838.18	MED24	78.1516	0.63103
8	+	22987417	23020199	ENSG00000008853.16	RHOBTB2	50.6769	0.917276
2	-	36968383	37084342	ENSG00000008869.11	HEATR5B	30.1937	0.686651
3	+	169966635	169998373	ENSG00000008952.16	SEC62	261.17	0.933069
1	-	114716913	114758676	ENSG00000009307.15	CSDE1	785.252	0.883472
7	+	157138913	157269372	ENSG00000009335.17	UBE3C	113.798	0.697231
6	-	111299028	111483715	ENSG00000009413.15	REV3L	48.6598	0.62666
X	-	124375903	124963817	ENSG00000009694.13	TENM1	0.159876	1
1	+	18631006	18748866	ENSG00000009709.11	PAX7	0	1
1	-	11026523	11047233	ENSG00000009724.16	MASP2	1.26818	1
6	+	150368892	150405969	ENSG00000009765.14	IYD	0.0221689	1
1	+	27725979	27763122	ENSG00000009780.15	FAM76A	9.06533	0.886868
1	+	209756032	209782320	ENSG00000009790.14	TRAF3IP3	72.2629	0.874969
14	-	77274956	77320884	ENSG00000009830.11	POMT2	6.97862	0.745214
6	+	142147162	142224689	ENSG00000009844.15	VTA1	76.627	0.99184
7	-	73593194	73624543	ENSG00000009950.15	MLXIPL	0	1
7	-	73440398	73522278	ENSG00000009954.10	BAZ1B	251.855	0.864962
6	-	13621498	13711564	ENSG00000010017.12	RANBP9	90.2203	0.89757
6	-	36354091	36387800	ENSG00000010030.13	ETV7	6.34393	0.848783
1	+	231337104	231355023	ENSG00000010072.15	SPRTN	13.5128	0.885749
1	+	171781664	171814023	ENSG00000010165.19	METTL13	68.9284	0.906582
12	+	4562204	4615302	ENSG00000010219.13	DYRK4	2.35428	0.527788
17	+	32350109	32381886	ENSG00000010244.17	ZNF207	248.846	0.789782
3	-	48599002	48610976	ENSG00000010256.10	UQCRC1	85.3896	0.898552
7	+	38178222	38230671	ENSG00000010270.13	STARD3NL	70.4282	0.973675
12	+	6199715	6238271	ENSG00000010278.12	CD9	7.28494	0.983478
3	-	42692663	42702827	ENSG00000010282.14	HHATL	0.0481759	1
12	+	6493356	6531955	ENSG00000010292.12	NCAPD2	127.942	0.5794
12	-	6538375	6556083	ENSG00000010295.19	IFFO1	8.92037	0.65061
19	+	45668244	45683724	ENSG00000010310.8	GIPR	1.92698	0.196344
3	+	52410657	52423641	ENSG00000010318.20	PHF7	0.767802	0.29142
3	-	52433053	52445085	ENSG00000010319.6	SEMA3G	0.103234	1
3	+	52455118	52493071	ENSG00000010322.15	NISCH	44.7945	0.678265
3	+	52495338	52524495	ENSG00000010327.10	STAB1	0.0490949	1
19	-	49806869	49817376	ENSG00000010361.13	FUZ	4.22817	0.761193
12	-	220621	262873	ENSG00000010379.15	SLC6A13	0.0344113	1
X	-	149476990	149521096	ENSG00000010404.17	IDS	201.873	0.648513
9	+	33750466	33799231	ENSG00000010438.16	PRSS3	0.0481759	1
16	-	3222325	3236221	ENSG00000010539.11	ZNF200	17.7958	0.995542
12	+	6786858	6820808	ENSG00000010610.9	CD4	1.72145	0.692238
12	+	6873569	6914243	ENSG00000010626.14	LRRC23	3.92238	0.690796
X	-	101349447	101390796	ENSG00000010671.15	BTK	219.46	0.857019
6	+	26087281	26098343	ENSG00000010704.18	HFE	1.71759	0.946575
1	-	41027200	41242154	ENSG00000010803.16	SCMH1	26.3795	0.711428
6	-	111660332	111873452	ENSG00000010810.17	FYN	17.9657	0.963
6	-	142751467	142945201	ENSG00000010818.8	HIVEP2	38.005	0.468735
1	+	171248471	171285978	ENSG00000010932.15	FMO1	0	1
1	+	23743155	23762059	ENSG00000011007.12	TCEB3	104.631	0.907782
1	+	23790970	23795539	ENSG00000011009.10	LYPLA2	85.1056	0.861781
1	+	11806096	11843144	ENSG00000011021.21	CLCN6	7.00376	0.199841
17	+	62627401	62693597	ENSG00000011028.13	MRC2	2.53025	0.242798
17	+	51153590	51171744	ENSG00000011052.21	NME1-NME2	26.7911	0.990683
5	+	150189957	150222788	ENSG00000011083.8	SLC6A7	0.0481759	1
12	+	3077355	3286564	ENSG00000011105.11	TSPAN9	0.454229	1
14	-	93237550	93333092	ENSG00000011114.14	BTBD7	32.1802	0.84865
19	-	3750819	3761699	ENSG00000011132.11	APBA3	12.1498	0.709447
17	-	58205437	58219605	ENSG00000011143.16	MKS1	12.8475	0.726675
3	+	43690113	43734371	ENSG00000011198.7	ABHD5	12.1652	0.994945
X	-	8528874	8732186	ENSG00000011201.11	ANOS1	1.08052	1
19	-	15380048	15419141	ENSG00000011243.17	AKAP8L	27.5562	0.617221
17	-	51177425	51260163	ENSG00000011258.15	MBTD1	7.14582	0.329824
17	+	51260528	51297936	ENSG00000011260.13	UTP18	82.8969	0.947642
7	-	5620047	5781739	ENSG00000011275.18	RNF216	45.5387	0.65983
17	+	15999380	16045015	ENSG00000011295.15	TTC19	7.39761	0.793592
19	+	797075	812327	ENSG00000011304.18	PTBP1	405.505	0.915956
19	-	38211006	38229714	ENSG00000011332.19	DPF1	1.05393	0.770585
11	-	61515313	61581148	ENSG00000011347.9	SYT7	1.18374	1
3	+	45388506	45549421	ENSG00000011376.9	LARS2	63.7757	0.891752
11	-	17077730	17207983	ENSG00000011405.13	PIK3C2A	33.548	0.646705
19	-	43646095	43670547	ENSG00000011422.11	PLAUR	17.5199	0.908062
7	+	36389806	36453791	ENSG00000011426.10	ANLN	39.615	0.71466
19	-	15419980	15449951	ENSG00000011451.17	WIZ	10.0707	0.211262
9	+	122940833	123104866	ENSG00000011454.16	RABGAP1	35.6403	0.675901
12	-	91140484	91183123	ENSG00000011465.16	DCN	62.7894	0.962725
19	+	45692483	45703989	ENSG00000011478.11	QPCTL	8.3132	0.535733
19	+	46346994	46392981	ENSG00000011485.14	PPP5C	96.1147	0.946313
2	+	65056366	65087004	ENSG00000011523.13	CEP68	16.3911	0.961525
2	-	39249266	39437312	ENSG00000011566.14	MAP4K3	8.89437	0.69243
19	+	35704527	35717038	ENSG00000011590.13	ZBTB32	0	0
19	-	35904401	35908295	ENSG00000011600.11	TYROBP	1.63727	0.958146
16	+	21158377	21180616	ENSG00000011638.10	TMEM159	5.63221	0.886489
X	-	152166234	152451358	ENSG00000011677.12	GABRA3	0.02878	1
17	-	43044295	43170245	ENSG00000012048.20	BRCA1	89.3769	0.716698
19	-	45407333	45478828	ENSG00000012061.15	ERCC1	44.1989	0.968309
19	+	35319261	35347355	ENSG00000012124.15	CD22	157.111	0.840674
3	+	50267558	50277546	ENSG00000012171.18	SEMA3B	0.1628	0.914821
X	+	21839636	21885424	ENSG00000012174.11	MBTPS2	22.0325	0.903683
X	-	49175264	49186528	ENSG00000012211.12	PRICKLE3	7.77004	0.877706
3	-	46435645	46485234	ENSG00000012223.12	LTF	0.0242772	1
8	+	28600469	28755599	ENSG00000012232.8	EXTL3	33.9577	0.973533
12	+	100473708	100564413	ENSG00000012504.13	NR1H4	0	1
6	-	53267398	53349179	ENSG00000012660.13	ELOVL5	173.213	0.946824
10	+	45374176	45446119	ENSG00000012779.10	ALOX5	69.7581	0.697006
12	-	53708517	53727745	ENSG00000012822.15	CALCOCO1	29.0105	0.91937
14	+	93207056	93229215	ENSG00000012963.14	UBR7	121.049	0.917447
14	-	50418501	50561126	ENSG00000012983.11	MAP4K5	0.593203	0.0136815
2	+	31234337	31269447	ENSG00000013016.15	EHD3	0.963042	0.965028
19	+	39971005	39981441	ENSG00000013275.7	PSMC4	130.024	0.933521
4	+	6575175	6623362	ENSG00000013288.8	MAN2B2	30.1891	0.657056
3	-	170459584	170586074	ENSG00000013293.5	SLC7A14	0.237707	1
3	+	170418865	170860380	ENSG00000013297.10	CLDN11	0.455107	1
17	-	44319625	44324870	ENSG00000013306.15	SLC25A39	109.333	0.852865
16	+	29820394	29848039	ENSG00000013364.18	MVP	140.534	0.823433
7	+	151341699	151378449	ENSG00000013374.15	NUB1	166.77	0.844872
6	-	83161150	83193936	ENSG00000013375.15	PGM3	26.5299	0.783189
6	+	83193379	83198932	ENSG00000013392.7	RWDD2A	4.17643	0.35362
2	-	200853009	200864744	ENSG00000013441.15	CLK1	25.8033	0.839778
12	+	106357658	106510198	ENSG00000013503.9	POLR3B	24.1124	0.821466
14	-	76786178	76826246	ENSG00000013523.9	ANGEL1	33.3642	0.923203
5	+	141958328	141990291	ENSG00000013561.17	RNF14	32.1111	0.956631
X	-	154401238	154412112	ENSG00000013563.13	DNASE1L1	16.1006	0.727011
12	+	31073845	31104791	ENSG00000013573.16	DDX11	29.5932	0.551612
12	-	12974864	13000273	ENSG00000013583.8	HEBP1	2.70425	0.816904
12	+	12890782	12917937	ENSG00000013588.6	GPRC5A	0.821577	1
X	+	150361422	150514178	ENSG00000013619.13	MAMLD1	0.513502	1
11	+	60971680	61020377	ENSG00000013725.14	CD6	0.9658	0.168361
4	+	1721490	1745176	ENSG00000013810.18	TACC3	159.239	0.812119
6	+	96521595	96555276	ENSG00000014123.9	UFL1	64.546	0.791456
11	+	65261762	65305589	ENSG00000014138.8	POLA2	48.1708	0.921421
8	-	143437655	143541453	ENSG00000014164.6	ZC3H3	17.8048	0.626255
11	+	65180566	65212006	ENSG00000014216.15	CAPN1	193.711	0.859451
3	+	132317367	132368298	ENSG00000014257.15	ACPP	0.703818	0.994882
2	+	63588609	63607197	ENSG00000014641.17	MDH1	237.681	0.973013
4	+	41990472	42090457	ENSG00000014824.13	SLC30A9	38.1947	0.932632
1	-	149928651	149936898	ENSG00000014914.19	MTMR11	0.094925	0.143813
10	-	99711844	99732100	ENSG00000014919.12	COX15	51.0103	0.712753
14	-	91271323	91417844	ENSG00000015133.18	CCDC88C	55.6632	0.649524
12	-	42157104	42238349	ENSG00000015153.14	YAF2	21.5051	0.871062
10	+	134465	254637	ENSG00000015171.18	ZMYND11	27.3376	0.787385
X	+	48676596	48691427	ENSG00000015285.10	WAS	76.8107	0.702363
16	+	89613308	89638456	ENSG00000015413.9	DPEP1	0	1
22	-	17734138	17774770	ENSG00000015475.18	BID	119.205	0.964611
5	+	139293648	139331359	ENSG00000015479.17	MATR3	391.319	0.892249
7	-	44512535	44541315	ENSG00000015520.14	NPC1L1	0.0412936	1
17	+	50346092	50363138	ENSG00000015532.9	XYLT2	10.5194	0.625555
2	+	109792758	109857695	ENSG00000015568.12	RGPD5	0.424204	0.667092
8	-	27235323	27258420	ENSG00000015592.16	STMN4	0.0963517	1
7	-	44379121	44490880	ENSG00000015676.17	NUDCD3	14.4922	0.813837
5	+	51383391	51394738	ENSG00000016082.14	ISL1	0	1
3	-	53812335	53846390	ENSG00000016391.10	CHDH	16.467	0.516421
6	-	136999971	137045180	ENSG00000016402.13	IL20RA	0	1
1	+	86468368	86500289	ENSG00000016490.15	CLCA1	0.0206468	1
1	+	86547078	86580754	ENSG00000016602.9	CLCA4	0	1
3	-	52694485	52706083	ENSG00000016864.17	GLT8D1	29.5418	0.793669
