chr	strand	start	end	gene_id	gene_symbol
1	-	231332753	231337852	ENSG00000116903.7	EXOC8
1	-	229431245	229434098	ENSG00000143632.14	ACTA1
1	-	230314482	230426371	ENSG00000177614.10	PGBD5
1	-	235547687	235650754	ENSG00000168243.10	GNG4
1	-	231223763	231241187	ENSG00000143633.12	C1orf131
1	-	229593111	229626047	ENSG00000135801.9	TAF5L
1	-	226231149	226309869	ENSG00000183814.15	LIN9
1	-	237004103	237004418	ENSG00000244020.2	MT1HL1
1	-	234757621	234760056	ENSG00000279261.1	AL360294.1
1	-	234391313	234479103	ENSG00000059588.9	TARBP1
1	-	227918656	227947898	ENSG00000143816.7	WNT9A
1	-	230702523	230714297	ENSG00000135744.7	AGT
1	-	234604269	234609525	ENSG00000168264.10	IRF2BP2
1	-	235109336	235128936	ENSG00000173726.10	TOMM20
1	-	226989865	227318474	ENSG00000143776.18	CDC42BPA
1	-	235449923	235504481	ENSG00000162885.12	B3GALNT2
1	-	226144679	226186730	ENSG00000182827.8	ACBD3
1	-	232983435	233295713	ENSG00000135749.18	PCNX2
1	-	226631690	226739323	ENSG00000143772.9	ITPKB
1	-	232397965	232561558	ENSG00000116991.10	SIPA1L2
1	-	240775515	241357230	ENSG00000182901.16	RGS7
1	-	231363751	231425044	ENSG00000135766.8	EGLN1
1	-	229516582	229558695	ENSG00000135776.4	ABCB10
1	-	228424845	228425325	ENSG00000168148.3	HIST3H3
1	-	228456979	228457873	ENSG00000181218.5	HIST3H2A
1	-	235975830	236065162	ENSG00000116962.14	NID1
1	-	229321005	229343294	ENSG00000154429.10	CCSAP
1	-	228100726	228105411	ENSG00000143793.12	C1orf35
1	-	231018958	231040246	ENSG00000182118.6	FAM89A
1	-	235131183	235161457	ENSG00000188739.14	RBM34
1	-	226360691	226408079	ENSG00000143799.12	PARP1
1	-	228106679	228109312	ENSG00000162910.18	MRPL55
1	-	235131634	235328219	ENSG00000054267.20	ARID4B
1	-	240489573	240612149	ENSG00000180875.4	GREM2
2	+	166888487	167259753	ENSG00000163092.19	XIRP2
2	+	9206765	9405683	ENSG00000151693.9	ASAP2
2	+	171522247	171558133	ENSG00000071967.11	CYBRD1
2	+	169479178	169506655	ENSG00000163093.11	BBS5
2	+	10721649	10785110	ENSG00000143882.10	ATP6V1C2
2	+	9951693	10002277	ENSG00000134317.17	GRHL1
2	+	169694488	169776989	ENSG00000213160.9	KLHL23
2	+	1374223	1543711	ENSG00000115705.20	TPO
2	+	170813213	170861151	ENSG00000128683.13	GAD1
2	+	174395730	174429575	ENSG00000144306.14	SCRN3
2	+	950868	1367613	ENSG00000172554.11	SNTG2
2	+	172084740	172089677	ENSG00000144355.14	DLX1
2	+	172735274	173052893	ENSG00000091428.17	RAPGEF4
2	+	169584340	169641406	ENSG00000138398.15	PPIG
2	+	161136908	161236221	ENSG00000136560.13	TANK
2	+	169827458	170084131	ENSG00000144357.16	UBR3
2	+	174334946	174338492	ENSG00000217236.1	SP9
2	+	169064789	169096167	ENSG00000073737.16	DHRS9
2	+	173354820	173368997	ENSG00000144354.13	CDCA7
2	+	170715351	170718078	ENSG00000204335.3	SP5
2	+	9423568	9473101	ENSG00000119203.13	CPSF3
2	+	158968634	159232659	ENSG00000115183.13	TANC1
2	+	165469647	165689407	ENSG00000178662.15	CSRNP3
2	+	8678845	8684453	ENSG00000115738.9	ID2
2	+	3575205	3580919	ENSG00000171863.12	RPS7
2	+	6917392	7068286	ENSG00000151692.14	RNF144A
2	+	9473658	9496543	ENSG00000134330.18	IAH1
2	+	167868948	167874041	ENSG00000172318.5	B3GALT1
2	+	170178145	170655171	ENSG00000071909.18	MYO3B
2	+	11482341	11642788	ENSG00000196208.13	GREB1
2	+	3658195	3702671	ENSG00000151360.9	ALLC
2	+	165239372	165392732	ENSG00000136531.14	SCN2A
2	+	161416094	161425870	ENSG00000136535.14	TBR1
2	+	159712457	159771027	ENSG00000136536.14	MARCH7
2	+	168455862	168775137	ENSG00000172292.14	CERS6
2	+	162318840	162371595	ENSG00000115271.10	GCA
2	+	169509702	169526262	ENSG00000239474.6	KLHL41
2	+	171687409	171748420	ENSG00000077380.15	DYNC1I2
2	+	157876702	158136154	ENSG00000007001.12	UPP2
2	+	10042849	10054836	ENSG00000172059.10	KLF11
2	+	158795317	158862958	ENSG00000163331.10	DAPL1
2	+	172555373	172608669	ENSG00000152256.13	PDK1
2	+	10911937	10914225	ENSG00000162975.4	KCNF1
2	+	169479480	169525922	ENSG00000251569.1	RP11-724O16.1
2	+	158456964	158682879	ENSG00000144283.21	PKP4
2	+	170928464	170967129	ENSG00000115806.12	GORASP2
2	+	169791933	169812064	ENSG00000138385.15	SSB
2	+	168901240	168910000	ENSG00000152254.10	G6PC2
2	+	3379675	3485094	ENSG00000171853.15	TRAPPC12
2	+	11677595	11827409	ENSG00000134324.11	LPIN1
2	+	170783786	170798971	ENSG00000204334.7	ERICH2
2	+	6865806	6898239	ENSG00000134321.11	RSAD2
2	+	687799	688348	ENSG00000280360.1	AC092159.1
2	+	3703592	3847408	ENSG00000214866.7	DCDC2C
2	+	168786539	168865514	ENSG00000163072.15	NOSTRIN
2	+	171999583	172082430	ENSG00000172878.13	METAP1D
2	+	11133053	11146790	ENSG00000150873.11	C2orf50
2	+	173075435	173268010	ENSG00000091436.16	AC013461.1
2	+	11155198	11178874	ENSG00000162976.12	PQLC3
2	+	169694454	169701708	ENSG00000144362.11	PHOSPHO2
2	+	161424332	161985282	ENSG00000144290.16	SLC4A10
2	+	5692667	5701385	ENSG00000176887.6	SOX11
2	+	171434217	171485052	ENSG00000115827.13	DCAF17
2	+	172427354	172506282	ENSG00000091409.14	ITGA6
2	+	9843354	9934416	ENSG00000115750.16	TAF1B
2	+	171922448	171983682	ENSG00000128708.12	HAT1
2	+	10302889	10427617	ENSG00000115756.12	HPCAL1
2	+	3594832	3644644	ENSG00000118004.17	COLEC11
2	+	161308038	161411717	ENSG00000115233.11	PSMD14
2	+	10122328	10131419	ENSG00000171848.13	RRM2
2	-	166195185	166375993	ENSG00000169432.14	SCN9A
2	-	8725278	8837630	ENSG00000134313.14	KIDINS220
2	-	11179761	11348330	ENSG00000134318.13	ROCK2
2	-	159318979	159616692	ENSG00000123636.17	BAZ2B
2	-	172099439	172102900	ENSG00000115844.10	DLX2
2	-	175072250	175168382	ENSG00000115966.16	ATF2
2	-	158171081	158456753	ENSG00000153237.17	CCDC148
2	-	174072447	174248698	ENSG00000138430.15	OLA1
2	-	165857475	165953843	ENSG00000123607.14	TTC21B
2	-	1789113	2331260	ENSG00000186487.17	MYT1L
2	-	158551490	158552155	ENSG00000281472.1	AC005042.1
2	-	174747592	174787935	ENSG00000138435.15	CHRNA1
2	-	168834132	168913371	ENSG00000152253.8	SPC25
2	-	171317405	171434802	ENSG00000123600.18	METTL8
2	-	170990823	171231314	ENSG00000198586.13	TLK1
2	-	169529749	169573875	ENSG00000138399.17	FASTKD1
2	-	9488486	9555792	ENSG00000151694.12	ADAM17
2	-	174348022	174395715	ENSG00000138433.15	CIR1
2	-	163593396	163736012	ENSG00000182263.13	FIGN
2	-	174559572	174682916	ENSG00000115935.17	WIPF1
2	-	174799363	175005369	ENSG00000128656.13	CHN1
2	-	160099666	160271888	ENSG00000115221.10	ITGB6
2	-	165087522	165204067	ENSG00000153253.15	SCN3A
2	-	10783391	10837977	ENSG00000143870.12	PDIA6
2	-	165989160	166149214	ENSG00000144285.16	SCN1A
2	-	160272151	160493794	ENSG00000153250.18	RBMS1
2	-	167954020	168248141	ENSG00000198648.10	STK39
2	-	164896186	164955525	ENSG00000169507.9	SLC38A11
2	-	9583972	9631014	ENSG00000134308.13	YWHAQ
2	-	175176258	175184607	ENSG00000154518.9	ATP5G3
2	-	9403475	9423547	ENSG00000119185.12	ITGB1BP1
2	-	168922938	169031322	ENSG00000073734.8	ABCB11
2	-	667335	677439	ENSG00000151353.14	TMEM18
2	-	10056780	10080944	ENSG00000205795.4	CYS1
2	-	159768630	159798255	ENSG00000241399.6	CD302
2	-	10570766	10689987	ENSG00000115761.15	NOL10
2	-	159771851	159904710	ENSG00000248672.5	LY75-CD302
2	-	169127109	169362685	ENSG00000081479.12	LRP2
2	-	169810081	169824931	ENSG00000138382.14	METTL5
2	-	3531984	3547957	ENSG00000255767.1	RP13-512J5.1
2	-	162267079	162318703	ENSG00000115267.5	IFIH1
2	-	164492812	164621848	ENSG00000115290.9	GRB14
2	-	162371407	162838730	ENSG00000184611.11	KCNH7
2	-	157736444	157875862	ENSG00000115170.13	ACVR1
2	-	159803355	159904749	ENSG00000054219.10	LY75
2	-	6840570	6866635	ENSG00000134326.11	CMPK2
2	-	165747591	165794682	ENSG00000115339.13	GALNT3
2	-	11658178	11670164	ENSG00000169006.6	NTSR2
2	-	162170684	162245151	ENSG00000078098.13	FAP
2	-	159235793	159286799	ENSG00000196151.10	WDSUB1
2	-	159932006	160062610	ENSG00000153246.12	PLA2R1
2	-	1631887	1744852	ENSG00000130508.10	PXDN
2	-	11444375	11466177	ENSG00000169016.16	E2F6
2	-	173906459	173965702	ENSG00000172845.13	SP3
2	-	3188925	3377882	ENSG00000032389.12	TSSC1
2	-	161992241	162074542	ENSG00000197635.9	DPP4
2	-	3497361	3519736	ENSG00000182551.13	ADI1
2	-	162142873	162152404	ENSG00000115263.14	GCG
2	-	164653624	164843679	ENSG00000082438.15	COBLL1
2	-	169645425	169694433	ENSG00000154479.12	CCDC173
2	-	174431571	174487094	ENSG00000163328.13	GPR155
2	-	166403573	166494247	ENSG00000136546.13	SCN7A
2	-	8852690	9003813	ENSG00000143797.11	MBOAT2
2	-	3544793	3558616	ENSG00000171865.9	RNASEH1
2	-	10439968	10448504	ENSG00000115758.12	ODC1
2	-	171784370	171999859	ENSG00000115840.13	SLC25A12
3	+	119147375	119187807	ENSG00000251012.1	RP11-484M3.5
3	+	61561569	62297613	ENSG00000144724.19	PTPRG
3	+	120596309	120602500	ENSG00000065518.7	NDUFB4
3	+	119579268	119589945	ENSG00000144843.11	ADPRH
3	+	121835183	121886526	ENSG00000145088.8	EAF2
3	+	121894089	121944102	ENSG00000163406.10	SLC15A2
3	+	120742637	120783069	ENSG00000153767.9	GTF2E1
3	+	121593119	121630295	ENSG00000163833.7	FBXO40
3	+	115623324	115721490	ENSG00000172020.12	GAP43
3	+	119146150	119160042	ENSG00000163424.8	C3orf30
3	+	119703022	119767102	ENSG00000183833.16	MAATS1
3	+	120908072	121424761	ENSG00000145087.12	STXBP5L
3	+	119498532	119525090	ENSG00000113845.9	TIMMDC1
3	+	115120172	115121489	ENSG00000279380.1	AC069063.2
3	+	114276913	114310288	ENSG00000181847.11	TIGIT
3	+	119468938	119494708	ENSG00000163389.10	POGLUT1
3	+	119294373	119420714	ENSG00000031081.10	ARHGAP31
3	+	62318973	62336213	ENSG00000114405.10	C3orf14
3	+	119173517	119205153	ENSG00000114638.7	UPK1B
3	+	121570704	121586634	ENSG00000186103.3	ARGFX
3	+	119780484	119818485	ENSG00000144852.16	NR1I2
3	+	119597842	119629811	ENSG00000144837.8	PLA1A
3	-	119636457	119665324	ENSG00000121577.13	POPDC2
3	-	119821323	120094417	ENSG00000082701.14	GSK3B
3	-	120392293	120451253	ENSG00000163430.10	FSTL1
3	-	119211732	119241103	ENSG00000121578.12	B4GALT4
3	-	114128652	114199407	ENSG00000151577.12	DRD3
3	-	118900557	119146068	ENSG00000144847.12	IGSF11
3	-	119524293	119559602	ENSG00000121594.11	CD80
3	-	121987323	122022204	ENSG00000145103.12	ILDR1
3	-	114234631	114237578	ENSG00000174255.6	ZNF80
3	-	121663199	121749767	ENSG00000173230.15	GOLGB1
3	-	62398346	62875389	ENSG00000163618.17	CADPS
3	-	119654513	119677454	ENSG00000138495.6	COX17
3	-	114314501	115147271	ENSG00000181722.16	ZBTB20
3	-	119429500	119468830	ENSG00000176142.12	TMEM39A
3	-	121631399	121660927	ENSG00000180353.10	HCLS1
3	-	120164645	120285094	ENSG00000175697.10	GPR156
3	-	121431427	121546641	ENSG00000051341.13	POLQ
3	-	120324509	120349339	ENSG00000163428.3	LRRC58
3	-	121769763	121835079	ENSG00000173226.16	IQCB1
3	-	115802363	117139389	ENSG00000185565.11	LSAMP
3	-	59749310	61251459	ENSG00000189283.9	FHIT
3	-	115113420	115114210	ENSG00000279131.1	AC069063.1
3	-	62369681	62374324	ENSG00000153266.12	FEZF2
3	-	120686681	120742993	ENSG00000144840.8	RABL3
3	-	120628173	120682571	ENSG00000113924.11	HGD
4	+	176065834	176182818	ENSG00000150627.15	WDR17
4	+	9334658	9336609	ENSG00000229579.4	USP17L26
4	+	9348893	9350485	ENSG00000231051.3	USP17L28
4	+	169612633	169723673	ENSG00000109572.13	CLCN3
4	+	9215405	9217356	ENSG00000233136.2	USP17L11
4	+	171812254	173041559	ENSG00000174473.15	GALNTL6
4	+	8436140	8493531	ENSG00000155275.18	TRMT44
4	+	9253378	9255329	ENSG00000248920.2	USP17L19
4	+	9329911	9331862	ENSG00000230430.4	USP17L25
4	+	13627442	13627591	ENSG00000281620.1	AC006445.1
4	+	9243879	9245830	ENSG00000249104.2	USP17L17
4	+	8182072	8241803	ENSG00000125089.16	SH3TC1
4	+	168092515	168187690	ENSG00000109511.11	ANXA10
4	+	7192538	7742836	ENSG00000184985.16	SORCS2
4	+	9353638	9355230	ENSG00000231637.3	USP17L29
4	+	98995620	99062813	ENSG00000164024.11	METAP1
4	+	9224896	9226847	ENSG00000232399.3	USP17L13
4	+	176319964	176332245	ENSG00000129128.12	SPCS3
4	+	98261384	98443861	ENSG00000138698.14	RAP1GDS1
4	+	9781680	9784009	ENSG00000169676.5	DRD5
4	+	9363129	9364721	ENSG00000228856.3	USP17L30
4	+	177309836	177362943	ENSG00000109674.3	NEIL3
4	+	8558725	8619761	ENSG00000155269.11	GPR78
4	+	6909242	7033118	ENSG00000132405.18	TBC1D14
4	+	165873258	166103895	ENSG00000038295.7	TLL1
4	+	174283677	174333380	ENSG00000164118.12	CEP44
4	+	9234385	9236334	ENSG00000223569.6	USP17L15
4	+	7041899	7057952	ENSG00000173011.11	TADA2B
4	+	9248630	9250581	ENSG00000250844.2	USP17L18
4	+	9170409	9176730	ENSG00000229924.3	FAM90A26
4	+	9258124	9260075	ENSG00000250745.2	USP17L20
4	+	9444534	9450514	ENSG00000186146.1	DEFB131
4	+	174829668	174978180	ENSG00000168594.15	ADAM29
4	+	9272364	9272914	ENSG00000250913.2	USP17L23
4	+	8592660	8619759	ENSG00000109625.18	CPZ
4	+	8269765	8307111	ENSG00000170801.9	HTRA3
4	+	173168753	173323967	ENSG00000109586.11	GALNT7
4	+	168497066	168928457	ENSG00000129116.17	PALLD
4	+	9339403	9340995	ENSG00000227140.3	USP17L5
4	+	9325165	9327116	ENSG00000232264.4	USP17L24
4	+	9262872	9264823	ENSG00000249811.2	USP17L21
4	+	9267619	9269570	ENSG00000248933.2	USP17L22
4	+	9210657	9212608	ENSG00000231396.2	USP17L10
4	+	9344148	9345740	ENSG00000235780.3	USP17L27
4	+	173369969	173377532	ENSG00000164105.3	SAP30
4	+	9220152	9221744	ENSG00000227551.1	USP17L12
4	-	177430770	177442503	ENSG00000038002.8	AGA
4	-	98871684	98930637	ENSG00000151247.12	EIF4E
4	-	168863770	169010275	ENSG00000145439.11	CBR4
4	-	8215292	8216501	ENSG00000281359.1	AC104650.1
4	-	99276367	99291028	ENSG00000187758.7	ADH1A
4	-	9771153	10054936	ENSG00000109667.11	SLC2A9
4	-	176213673	176277571	ENSG00000164122.8	ASB5
4	-	169094256	169271105	ENSG00000154447.14	SH3RF1
4	-	168356735	168537786	ENSG00000181381.13	DDX60L
4	-	99123657	99157792	ENSG00000198099.8	ADH4
4	-	173384701	173406380	ENSG00000164106.7	SCRG1
4	-	169393275	169612629	ENSG00000137601.15	NEK1
4	-	10074339	10116949	ENSG00000071127.16	WDR1
4	-	169729465	169757953	ENSG00000056050.6	HPF1
4	-	8846076	8871817	ENSG00000215612.7	HMX1
4	-	97184093	98143240	ENSG00000163116.9	STPG2
4	-	174636914	174829314	ENSG00000145451.12	GLRA3
4	-	174490177	174523154	ENSG00000164120.13	HPGD
4	-	174236658	174284264	ENSG00000164117.13	FBXO8
4	-	7965310	8158832	ENSG00000163995.19	ABLIM2
4	-	10439874	10457410	ENSG00000178163.7	ZNF518B
4	-	173524969	173530229	ENSG00000164107.8	HAND2
4	-	7058906	7068197	ENSG00000109519.12	GRPEL1
4	-	176184638	176195671	ENSG00000150628.6	SPATA4
4	-	7430294	7434973	ENSG00000178597.6	PSAPL1
4	-	166733384	167234796	ENSG00000196104.10	SPOCK3
4	-	99202638	99219537	ENSG00000172955.17	ADH6
4	-	99070978	99088801	ENSG00000197894.10	ADH5
4	-	176683538	176792727	ENSG00000150630.3	VEGFC
4	-	170060222	170091699	ENSG00000109576.13	AADAT
4	-	173331695	173335125	ENSG00000164104.11	HMGB2
4	-	13361354	13484365	ENSG00000157869.14	RAB28
4	-	11393150	11429765	ENSG00000002587.9	HS3ST1
4	-	7758714	7939926	ENSG00000196526.10	AFAP1
4	-	168216293	168318807	ENSG00000137628.16	DDX60
4	-	13568738	13627723	ENSG00000038219.12	BOD1L1
4	-	169986597	170033031	ENSG00000198948.11	MFAP3L
4	-	8366282	8440723	ENSG00000087008.15	ACOX3
4	-	10486395	10684865	ENSG00000109684.14	CLNK
4	-	175632934	176002664	ENSG00000150625.16	GPM6A
4	-	13540830	13545050	ENSG00000109705.7	NKX3-2
4	-	98470367	98658629	ENSG00000168785.7	TSPAN5
4	-	7040849	7042939	ENSG00000173013.5	CCDC96
6	+	167826922	167972023	ENSG00000130396.20	MLLT4
6	+	167111807	167139696	ENSG00000112486.15	CCR6
6	+	167146414	167196913	ENSG00000166984.11	TCP10L2
6	+	166999182	167052713	ENSG00000213066.11	FGFR1OP
6	+	167325086	167359503	ENSG00000120440.13	TTLL2
6	+	163414000	163578596	ENSG00000112531.16	QKI
6	+	167271169	167316019	ENSG00000112494.9	UNC93A
6	-	166929504	166957191	ENSG00000026297.15	RNASET2
6	-	166305300	166308448	ENSG00000176381.5	PRR18
6	-	167156271	167158329	ENSG00000120436.3	GPR31
6	-	165327287	165986603	ENSG00000112541.13	PDE10A
6	-	167357031	167384510	ENSG00000203690.11	TCP10
6	-	166409364	166906451	ENSG00000071242.11	RPS6KA2
6	-	166858094	166956124	ENSG00000249141.1	RP11-514O12.4
6	-	166319728	166342591	ENSG00000198818.9	SFT2D1
6	-	166157656	166168700	ENSG00000164458.9	T
6	-	165279664	165309607	ENSG00000112539.14	C6orf118
6	-	166364919	166383013	ENSG00000060762.18	MPC1
7	+	1530714	1543043	ENSG00000198517.9	MAFK
7	+	6009245	6023834	ENSG00000106305.9	AIMP2
7	+	1688119	1747954	ENSG00000225968.7	ELFN1
7	+	116811070	116922049	ENSG00000198898.12	CAPZA2
7	+	2679522	2775500	ENSG00000174945.13	AMZ1
7	+	5879827	5886362	ENSG00000122543.10	OCM
7	+	5045821	5069488	ENSG00000146587.17	RBAK
7	+	116210493	116258783	ENSG00000135269.17	TES
7	+	6754109	6799365	ENSG00000169402.15	RSPH10B2
7	+	6374523	6403977	ENSG00000136238.17	RAC1
7	+	121325367	121341104	ENSG00000002745.12	WNT16
7	+	120273668	120750331	ENSG00000184408.9	KCND2
7	+	4775622	4794312	ENSG00000242802.6	AP5Z1
7	+	2558972	2614734	ENSG00000106012.17	IQCE
7	+	7968794	8094272	ENSG00000106415.12	GLCCI1
7	+	6615617	6624290	ENSG00000236609.3	ZNF853
7	+	1232907	1237318	ENSG00000164853.8	UNCX
7	+	114922154	115019916	ENSG00000135272.9	MDFIC
7	+	118214669	118496171	ENSG00000106013.14	ANKRD7
7	+	1082208	1093815	ENSG00000164850.14	GPER1
7	+	3301448	4269000	ENSG00000146555.18	SDK1
7	+	6104884	6161564	ENSG00000106346.11	USP42
7	+	816615	896435	ENSG00000164828.17	SUN1
7	+	117465784	117715971	ENSG00000001626.14	CFTR
7	+	120988677	121297444	ENSG00000106034.17	CPED1
7	+	120950749	120977216	ENSG00000071243.15	ING3
7	+	7156934	7248651	ENSG00000106392.10	C1GALT1
7	+	6637322	6656432	ENSG00000205903.6	ZNF316
7	+	6590017	6608726	ENSG00000146576.12	C7orf26
7	+	2403560	2448483	ENSG00000136213.9	CHST12
7	+	5274369	5306870	ENSG00000164638.10	SLC29A4
7	+	876552	896436	ENSG00000239857.6	GET4
7	+	2512529	2529177	ENSG00000106003.12	LFNG
7	+	4682309	4771443	ENSG00000164916.10	FOXK1
7	+	8433955	8752963	ENSG00000122584.12	NXPH1
7	+	6577434	6589374	ENSG00000136247.14	ZDHHC4
7	+	1044576	1059261	ENSG00000164849.9	GPR146
7	+	5898725	5926550	ENSG00000122674.11	CCZ1
7	+	4983718	5073221	ENSG00000272968.5	RBAK-RBAKDN
7	+	5190188	5233826	ENSG00000157954.14	WIPI2
7	+	2631951	2664802	ENSG00000136295.14	TTYH3
7	+	118184032	118192824	ENSG00000128534.7	LSM8
7	+	7566872	7608929	ENSG00000164654.15	MIOS
7	+	6031376	6036386	ENSG00000157999.5	ANKRD61
7	+	116953238	117230103	ENSG00000004866.19	ST7
7	+	5592823	5606655	ENSG00000075618.17	FSCN1
7	+	983199	989640	ENSG00000073067.13	CYP2W1
7	+	7640711	7968020	ENSG00000219545.10	UMAD1
7	+	2354086	2380745	ENSG00000106263.17	EIF3B
7	+	116524785	116561184	ENSG00000105974.11	CAV1
7	+	114086327	114693772	ENSG00000128573.23	FOXP2
7	+	2242222	2251146	ENSG00000106268.15	NUDT1
7	+	116287380	116508541	ENSG00000105971.14	CAV2
7	+	116672390	116798386	ENSG00000105976.14	MET
7	-	2728112	2844324	ENSG00000146535.13	GNA12
7	-	113876777	114075920	ENSG00000154415.7	PPP1R3A
7	-	2474844	2476894	ENSG00000275572.1	GRIFIN
7	-	120787320	120858402	ENSG00000106025.8	TSPAN12
7	-	1470277	1504367	ENSG00000164880.15	INTS1
7	-	5431335	5513798	ENSG00000155034.18	FBXL18
7	-	5620047	5781739	ENSG00000011275.18	RNF216
7	-	1152071	1160759	ENSG00000178381.11	ZFAND2A
7	-	5973239	6009125	ENSG00000122512.14	PMS2
7	-	1542235	1560821	ENSG00000164855.15	TMEM184A
7	-	2234231	2242198	ENSG00000122687.17	MRM2
7	-	5527151	5563784	ENSG00000075624.13	ACTB
7	-	897901	955407	ENSG00000105963.13	ADAP1
7	-	115935148	116159896	ENSG00000105967.15	TFEC
7	-	117276631	117323289	ENSG00000105989.8	WNT2
7	-	121348851	121396364	ENSG00000196937.10	FAM3C
7	-	6022244	6059230	ENSG00000086232.12	EIF2AK1
7	-	6794134	6826770	ENSG00000146574.15	CCZ1B
7	-	6688433	6706923	ENSG00000164631.18	ZNF12
7	-	8113184	8262687	ENSG00000003147.17	ICA1
7	-	5925550	5970683	ENSG00000155026.16	RSPH10B
7	-	1428465	1459502	ENSG00000164877.18	MICALL2
7	-	7636518	7718607	ENSG00000106399.11	RPA3
7	-	5306790	5425414	ENSG00000182095.14	TNRC18
7	-	7356203	7535853	ENSG00000215018.9	COL28A1
7	-	996986	1138260	ENSG00000146540.14	C7orf50
7	-	2906141	3043945	ENSG00000198286.9	CARD11
7	-	1815793	2233243	ENSG00000002822.15	MAD1L1
7	-	2537877	2555727	ENSG00000106009.15	BRAT1
7	-	116248600	116249422	ENSG00000281656.1	AC073130.2
7	-	6161776	6272644	ENSG00000008256.15	CYTH3
7	-	898778	975599	ENSG00000240230.5	COX19
7	-	4905989	4959213	ENSG00000136297.14	MMD2
7	-	6497462	6551436	ENSG00000215045.8	GRID2IP
7	-	117363222	117428123	ENSG00000154438.7	ASZ1
7	-	6409126	6484190	ENSG00000164535.14	DAGLB
7	-	4857733	4861994	ENSG00000218823.1	PAPOLB
7	-	4797055	4883719	ENSG00000157927.16	RADIL
7	-	6445953	6484242	ENSG00000136240.9	KDELR2
7	-	117710651	117874139	ENSG00000077063.10	CTTNBP2
7	-	6329409	6348981	ENSG00000178397.12	FAM220A
7	-	1567330	1571005	ENSG00000157778.8	PSMG3
7	-	2251770	2354318	ENSG00000106266.9	SNX8
8	+	144827464	144847509	ENSG00000147789.15	ZNF7
8	+	143636013	143656418	ENSG00000183309.11	ZNF623
8	+	143246821	143262705	ENSG00000181638.17	ZFP41
8	+	143289676	143298061	ENSG00000185730.7	ZNF696
