chr	strand	start	end	gene_id	gene_symbol
1	+	28236109	28246906	ENSG00000130770.17	ATPIF1
1	+	44739818	44767767	ENSG00000142945.12	KIF2C
1	+	43525187	43623666	ENSG00000142949.16	PTPRF
1	+	27773183	27824452	ENSG00000117758.13	STX12
1	+	26826710	26857602	ENSG00000204160.11	ZDHHC18
1	+	28329002	28335967	ENSG00000130772.13	MED18
1	+	26863138	26864457	ENSG00000175793.11	SFN
1	+	32651142	32686211	ENSG00000162521.18	RBBP4
1	+	32351521	32364312	ENSG00000162526.6	TSSK3
1	+	32885994	32898441	ENSG00000121905.9	HPCA
1	+	32741885	32774970	ENSG00000162522.10	KIAA1522
1	+	36306387	36324886	ENSG00000214193.9	SH3D21
1	+	43991359	43996528	ENSG00000159214.12	CCDC24
1	+	39955112	39969968	ENSG00000168389.17	MFSD2A
1	+	43970000	43973369	ENSG00000132768.13	DPH2
1	+	39081316	39487177	ENSG00000127603.23	MACF1
1	+	43705824	43931165	ENSG00000126091.19	ST3GAL3
1	+	27872543	27886685	ENSG00000130775.15	THEMIS2
1	+	33256545	33300719	ENSG00000160094.14	ZNF362
1	+	31576485	31587686	ENSG00000142910.15	TINAGL1
1	+	35059786	35115859	ENSG00000197056.9	ZMYM1
1	+	36155579	36180849	ENSG00000116871.15	MAP7D1
1	+	32072031	32102866	ENSG00000121775.17	TMEM39B
1	+	40691648	40771603	ENSG00000066136.20	NFYC
1	+	34781189	34786369	ENSG00000188910.7	GJB3
1	+	28369582	28500369	ENSG00000204138.12	PHACTR4
1	+	28887091	29120046	ENSG00000159023.19	EPB41
1	+	38009258	38024824	ENSG00000183520.11	UTP11
1	+	36084075	36088275	ENSG00000092850.11	TEKT2
1	+	40531561	40548169	ENSG00000117010.15	ZNF684
1	+	32539427	32605939	ENSG00000160062.14	ZBTB8A
1	+	32013829	32060850	ENSG00000121774.17	KHDRBS1
1	+	42817124	42844989	ENSG00000164010.13	ERMAP
1	+	37556919	37566857	ENSG00000163879.10	DNALI1
1	+	43974487	43978295	ENSG00000117410.13	ATP6V0B
1	+	32251239	32286165	ENSG00000182866.16	LCK
1	+	42846573	42852477	ENSG00000164011.17	ZNF691
1	+	33472645	33496507	ENSG00000121903.14	ZSCAN20
1	+	32292086	32333635	ENSG00000116478.11	HDAC1
1	+	28505943	28539300	ENSG00000180198.15	RCC1
1	+	43978943	43991170	ENSG00000117411.16	B4GALT2
1	+	40161373	40240921	ENSG00000117000.8	RLF
1	+	40784012	40840452	ENSG00000117013.14	KCNQ4
1	+	28553085	28578545	ENSG00000180098.9	TRNAU1AP
1	+	27959462	27968096	ENSG00000158156.7	XKR8
1	+	40344850	40423326	ENSG00000084070.11	SMAP2
1	+	43300993	43323108	ENSG00000066056.13	TIE1
1	+	43389882	43452650	ENSG00000198198.14	SZT2
1	+	36224416	36305357	ENSG00000054118.13	THRAP3
1	+	32465069	32496686	ENSG00000273274.1	ZBTB8B
1	+	27322145	27336400	ENSG00000186501.14	TMEM222
1	+	26900238	26946862	ENSG00000090273.13	NUDC
1	+	39692182	39763914	ENSG00000084072.16	PPIE
1	+	44775251	44778779	ENSG00000142937.11	RPS8
1	+	28812142	28871267	ENSG00000116329.10	OPRD1
1	+	37793802	37801137	ENSG00000185090.14	MANEAL
1	+	32247233	32248856	ENSG00000183615.5	FAM167B
1	+	40450102	40463718	ENSG00000187801.14	ZFP69B
1	+	43269994	43274002	ENSG00000179178.10	TMEM125
1	+	42658425	42676758	ENSG00000171960.10	PPIH
1	+	27392644	27395814	ENSG00000181773.6	GPR3
1	+	42380795	42422578	ENSG00000177181.14	RIMKLA
1	+	27934993	27959157	ENSG00000130768.14	SMPDL3B
1	+	32816767	32858879	ENSG00000116497.17	S100PBP
1	+	39026318	39034636	ENSG00000168653.10	NDUFS5
1	+	28736621	28769775	ENSG00000198492.15	YTHDF2
1	+	38991223	39006059	ENSG00000174574.15	AKIRIN1
1	+	26787472	26798398	ENSG00000060642.10	PIGV
1	-	36455718	36464437	ENSG00000116898.11	MRPS15
1	-	43164175	43270936	ENSG00000117395.11	EBNA1BP2
1	-	43451003	43453989	ENSG00000178922.16	HYI
1	-	42807052	42817252	ENSG00000177868.11	SVBP
1	-	39757182	39788861	ENSG00000116985.11	BMP8B
1	-	30711277	30723587	ENSG00000162510.5	MATN1
1	-	27369112	27374824	ENSG00000142748.12	FCN3
1	-	27404226	27490158	ENSG00000158195.10	WASF2
1	-	37802944	37808185	ENSG00000196449.3	YRDC
1	-	37860697	37947057	ENSG00000204084.12	INPP5B
1	-	36095236	36125220	ENSG00000171812.11	COL8A2
1	-	30931506	31065991	ENSG00000134644.15	PUM1
1	-	39678648	39691689	ENSG00000116983.12	HPCAL4
1	-	42162691	42164718	ENSG00000197273.3	GUCA2A
1	-	27970344	28088696	ENSG00000158161.15	EYA3
1	-	32365103	32394731	ENSG00000160058.18	BSDC1
1	-	28199456	28233025	ENSG00000126698.10	DNAJC8
1	-	32214472	32222359	ENSG00000160055.19	TMEM234
1	-	42733093	42740254	ENSG00000164007.10	CLDN19
1	-	34986165	35031968	ENSG00000163867.16	ZMYM6
1	-	38862964	38874105	ENSG00000214114.8	MYCBP
1	-	40861051	40862366	ENSG00000179862.6	CITED4
1	-	40072705	40097703	ENSG00000131238.16	PPT1
1	-	28147166	28193936	ENSG00000169403.11	PTAFR
1	-	40620679	40665657	ENSG00000117016.9	RIMS3
1	-	26890488	26900466	ENSG00000198746.12	GPATCH3
1	-	33007940	33080996	ENSG00000004455.16	AK2
1	-	38044611	38046794	ENSG00000185668.7	POU3F1
1	-	37566816	37595935	ENSG00000134697.12	GNL2
1	-	43991500	44031467	ENSG00000196517.11	SLC6A9
1	-	27098815	27166981	ENSG00000090020.10	SLC9A1
1	-	43281883	43285617	ENSG00000253313.5	C1orf210
1	-	33306766	33321098	ENSG00000184389.9	A3GALT2
1	-	44137821	44141631	ENSG00000283039.1	KLF18
1	-	39659121	39672038	ENSG00000116981.3	NT5C1A
1	-	43363397	43368074	ENSG00000066322.13	ELOVL1
1	-	34712737	34859816	ENSG00000163866.8	SMIM12
1	-	27534035	27604431	ENSG00000126705.13	AHDC1
1	-	27666061	27672218	ENSG00000126709.14	IFI6
1	-	36415827	36450451	ENSG00000116885.18	OSCP1
1	-	33145402	33182059	ENSG00000116525.13	TRIM62
1	-	37611350	37634923	ENSG00000169218.13	RSPO1
1	-	39841022	39883511	ENSG00000043514.15	TRIT1
1	-	41015597	41023237	ENSG00000171790.15	SLFNL1
1	-	42746335	42767084	ENSG00000117385.15	P3H1
1	-	27355184	27366892	ENSG00000142733.14	MAP3K6
1	-	37681570	37692249	ENSG00000116922.14	C1orf109
1	-	32361270	32364278	ENSG00000225828.1	FAM229A
1	-	31790422	31816051	ENSG00000134668.12	SPOCD1
1	-	31727117	31764893	ENSG00000121753.12	ADGRB2
1	-	36466043	36483278	ENSG00000119535.17	CSF3R
1	-	34981535	34985353	ENSG00000243749.1	TMEM35B
1	-	41478775	41484673	ENSG00000127129.9	EDN2
1	-	27005020	27012836	ENSG00000158246.7	FAM46B
1	-	26949562	26960406	ENSG00000175707.8	KDF1
1	-	36795527	37034129	ENSG00000163873.9	GRIK3
1	-	26911489	26913966	ENSG00000131910.4	NR0B2
1	-	36322031	36324154	ENSG00000142694.6	EVA1B
1	-	39624153	39639945	ENSG00000163909.7	HEYL
1	-	42430329	42456267	ENSG00000066185.12	ZMYND12
1	-	32680360	32703596	ENSG00000162520.14	SYNC
1	-	31259568	31296782	ENSG00000060688.12	SNRNP40
1	-	39769523	39771348	ENSG00000198754.5	OXCT2
1	-	31906421	31944856	ENSG00000184007.18	PTP4A2
1	-	27612064	27635277	ENSG00000000938.12	FGR
1	-	32775237	32818153	ENSG00000134684.10	YARS
1	-	34865436	34929585	ENSG00000116544.11	DLGAP3
1	-	36339624	36385896	ENSG00000196182.10	STK40
1	-	41027200	41242154	ENSG00000010803.16	SCMH1
1	-	32862268	32872482	ENSG00000160097.15	FNDC5
1	-	38885807	38941799	ENSG00000158315.10	RHBDL2
1	-	37713880	37765133	ENSG00000183317.16	EPHA10
1	-	37956975	37990921	ENSG00000183431.11	SF3A3
1	-	26876133	26890297	ENSG00000142751.14	GPN2
1	-	30732469	30757820	ENSG00000162511.7	LAPTM5
1	-	32600172	32650903	ENSG00000176261.15	ZBTB8OS
1	-	31365625	31376850	ENSG00000121769.7	FABP3
1	-	33323623	33431052	ENSG00000134686.17	PHC2
1	-	27850574	27850744	ENSG00000278868.1	AL109927.1
1	-	32333832	32336379	ENSG00000175130.6	MARCKSL1
1	-	39895426	39902256	ENSG00000116990.10	MYCL
1	-	27379176	27383380	ENSG00000174950.10	CD164L2
1	-	35713875	35719472	ENSG00000142686.7	C1orf216
1	-	37996770	38005606	ENSG00000183386.9	FHL3
1	-	32936445	32964685	ENSG00000116514.16	RNF19B
1	-	44635238	44674555	ENSG00000126106.13	TMEM53
1	-	37492575	37514774	ENSG00000163875.15	MEAF6
1	-	35433490	35557950	ENSG00000142687.17	KIAA0319L
1	-	41506365	42035925	ENSG00000127124.14	HIVEP3
1	-	37534449	37554302	ENSG00000163877.9	SNIP1
1	-	35176378	35193148	ENSG00000116560.10	SFPQ
1	-	35720218	35769967	ENSG00000092853.13	CLSPN
1	-	44221070	44355260	ENSG00000117419.14	ERI3
1	-	27891524	27914746	ENSG00000117748.9	RPA2
1	-	42176539	42335877	ENSG00000198815.8	FOXJ3
1	-	40300487	40317816	ENSG00000049089.13	COL9A2
1	-	33513999	34165842	ENSG00000121904.17	CSMD2
1	-	32894594	32901438	ENSG00000121900.18	TMEM54
1	-	31179745	31239554	ENSG00000084628.9	NKAIN1
1	-	38874451	38881587	ENSG00000131233.9	GJA9
1	-	35599544	35641844	ENSG00000126067.11	PSMB2
1	-	39560816	39576790	ENSG00000090621.13	PABPC4
1	-	43383917	43389808	ENSG00000159479.16	MED8
1	-	36391238	36397892	ENSG00000181817.5	LSM10
1	-	38864501	38881617	ENSG00000274944.4	RP5-864K19.6
1	-	36136570	36156053	ENSG00000054116.11	TRAPPC3
1	-	37809567	37859620	ENSG00000188786.9	MTF1
1	-	38838198	38859823	ENSG00000116954.7	RRAGC
1	-	30869467	30908761	ENSG00000162512.15	SDC3
1	-	28589323	28643085	ENSG00000120656.11	TAF12
1	-	31652247	31704319	ENSG00000084636.17	COL16A1
1	-	31629862	31644896	ENSG00000162517.12	PEF1
1	-	42925375	42959173	ENSG00000117394.19	SLC2A1
1	-	27064991	27065365	ENSG00000280403.1	AL137860.1
3	+	138608606	138633376	ENSG00000158234.12	FAIM
3	+	139005806	139357223	ENSG00000175110.11	MRPS22
3	+	141487047	141615342	ENSG00000155903.11	RASA2
3	+	143119331	143124014	ENSG00000175040.5	CHST2
3	+	141324213	141449792	ENSG00000177311.11	ZBTB38
3	+	136818647	136855892	ENSG00000168917.8	SLC35G2
3	+	133745956	133779006	ENSG00000091513.14	TF
3	+	142964497	143060546	ENSG00000163714.17	U2SURP
3	+	139935185	140577397	ENSG00000158258.16	CLSTN2
3	+	138947234	138953451	ENSG00000206262.8	FOXL2NB
3	+	136946230	137011085	ENSG00000174564.12	IL20RB
3	+	138434586	138481686	ENSG00000158220.13	ESYT3
3	+	138187248	138298389	ENSG00000114098.17	ARMC8
3	+	142724074	142807888	ENSG00000144935.14	TRPC1
3	+	137764284	137766338	ENSG00000168875.2	SOX14
3	+	141778148	141818490	ENSG00000114124.2	GRK7
3	+	138347648	138405534	ENSG00000158186.12	MRAS
3	+	133399995	133475222	ENSG00000170819.4	BFSP2
3	+	140678039	140701150	ENSG00000155890.3	TRIM42
3	+	133784033	133825772	ENSG00000144867.11	SRPRB
3	+	143971798	144048719	ENSG00000181744.8	C3orf58
3	+	133038391	133397792	ENSG00000144868.13	TMEM108
3	+	134597801	135260467	ENSG00000154928.16	EPHB1
3	+	141876124	141926514	ENSG00000069849.10	ATP1B3
3	+	140941830	140979933	ENSG00000114120.11	SLC25A36
3	+	142596387	142713664	ENSG00000120756.12	PLS1
3	+	141738204	141747560	ENSG00000114125.13	RNF7
3	+	141051402	141148611	ENSG00000175093.4	SPSB4
3	+	137998735	138033655	ENSG00000066405.12	CLDN18
3	+	133573730	133590261	ENSG00000091527.15	CDV3
3	+	136250306	136337896	ENSG00000114054.13	PCCB
3	+	141228726	141367753	ENSG00000155893.12	PXYLP1
3	+	134485743	134575017	ENSG00000182923.16	CEP63
3	+	136862208	136949823	ENSG00000158092.6	NCK1
3	+	135965673	136147891	ENSG00000073711.10	PPP2R3A
3	-	142815922	142889203	ENSG00000163710.7	PCOLCE2
3	-	139005468	139006268	ENSG00000206260.3	PRR23A
3	-	138061990	138115818	ENSG00000158163.14	DZIP1L
3	-	139560180	139678017	ENSG00000163864.15	NMNAT3
3	-	143265222	143848531	ENSG00000181804.14	SLC9A9
3	-	138494344	138594538	ENSG00000114107.8	CEP70
3	-	139019031	139020926	ENSG00000184814.5	PRR23B
3	-	142949164	142963682	ENSG00000188582.8	PAQR9
3	-	134355874	134375479	ENSG00000114019.14	AMOTL2
3	-	142157527	142225607	ENSG00000175066.15	GK5
3	-	133928145	133929812	ENSG00000221972.3	C3orf36
3	-	138123718	138132387	ENSG00000118017.3	A4GNT
3	-	134477706	134486716	ENSG00000129055.12	ANAPC13
3	-	136148922	136197241	ENSG00000174579.3	MSL2
3	-	138161012	138174949	ENSG00000138231.12	DBR1
3	-	134065303	134250744	ENSG00000163785.12	RYK
3	-	133598175	133661893	ENSG00000163781.12	TOPBP1
3	-	139355600	139389732	ENSG00000184432.9	COPB2
3	-	138261437	138329886	ENSG00000181322.13	NME9
3	-	138944224	138947140	ENSG00000183770.5	FOXL2
3	-	141944428	142149544	ENSG00000114126.17	TFDP2
3	-	142449235	142578826	ENSG00000175054.14	ATR
3	-	142306607	142448062	ENSG00000114127.10	XRN1
3	-	133932696	134052184	ENSG00000174640.12	SLCO2A1
3	-	138652699	138834938	ENSG00000051382.8	PIK3CB
3	-	139452884	139480747	ENSG00000114113.6	RBP2
3	-	141487181	141487424	ENSG00000280530.1	AC010184.1
3	-	133824239	133895836	ENSG00000154917.10	RAB6B
3	-	136336233	136752403	ENSG00000118007.12	STAG1
3	-	134603138	134651636	ENSG00000174611.11	KY
3	-	139042102	139044892	ENSG00000233701.3	PRR23C
3	-	139517434	139539829	ENSG00000114115.9	RBP1
9	+	106863097	107013634	ENSG00000148143.12	ZNF462
9	+	107283137	107332194	ENSG00000119318.12	RAD23B
9	+	100578079	100587906	ENSG00000170681.6	MURC
9	+	87882826	87888899	ENSG00000177992.9	SPATA31E1
9	+	98056739	98083075	ENSG00000095380.10	NANS
9	+	97411950	97496125	ENSG00000196116.7	TDRD7
9	+	88991447	89005010	ENSG00000213694.3	S1PR3
9	+	87497228	87708633	ENSG00000196730.12	DAPK1
9	+	94726701	95087218	ENSG00000148120.15	C9orf3
9	+	92947451	93036236	ENSG00000127084.17	FGD3
9	+	99222064	99230615	ENSG00000106803.9	SEC61B
9	+	15552897	16061663	ENSG00000164989.15	CCDC171
9	+	104094260	104141417	ENSG00000136824.18	SMC2
9	+	100427156	100451711	ENSG00000066697.14	MSANTD3
9	+	87956214	87956883	ENSG00000283205.1	RP11-350E12.6
9	+	101398873	101410660	ENSG00000136870.10	ZNF189
9	+	105694544	105776612	ENSG00000095209.11	TMEM38B
9	+	96928310	96940253	ENSG00000188152.12	NUTM2G
9	+	87725519	87731393	ENSG00000135047.14	CTSL
9	+	88535101	88584274	ENSG00000130045.15	NXNL2
9	+	93096218	93113283	ENSG00000165233.17	CARD19
9	+	90801787	90898549	ENSG00000165025.14	SYK
9	+	97307304	97378524	ENSG00000197816.13	CCDC180
9	+	100099256	100301000	ENSG00000119509.12	INVS
9	+	97853254	97856715	ENSG00000178919.8	FOXE1
9	+	96450201	96491336	ENSG00000130956.13	HABP4
9	+	101533851	101563344	ENSG00000155827.11	RNF20
9	+	94259311	94301454	ENSG00000175787.16	ZNF169
9	+	92325484	92620533	ENSG00000188312.13	CENPP
9	+	89311198	89316703	ENSG00000123975.4	CKS2
9	+	104504263	104505222	ENSG00000186881.3	OR13F1
9	+	97983361	98015943	ENSG00000136938.8	ANP32B
9	+	89318506	89359662	ENSG00000187742.14	SECISBP2
9	+	105447796	105552433	ENSG00000106701.11	FSD1L
9	+	88388419	88478694	ENSG00000106723.16	SPIN1
9	+	99821855	99866891	ENSG00000119508.17	NR4A3
9	+	104569168	104570130	ENSG00000186943.1	OR13C8
9	+	104747688	104760122	ENSG00000136783.9	NIPSNAP3A
9	+	99104038	99154192	ENSG00000106799.12	TGFBR1
9	+	15422704	15465953	ENSG00000164975.15	SNAPC3
9	+	93058688	93085138	ENSG00000157303.10	SUSD3
9	+	88990863	88996140	ENSG00000186354.10	C9orf47
9	+	93184916	93320572	ENSG00000165238.16	WNK2
9	+	100473113	100577636	ENSG00000241697.4	TMEFF1
9	+	105244622	105439171	ENSG00000070214.15	SLC44A1
9	+	104694422	104695462	ENSG00000179055.6	OR13D1
9	+	92227001	92227375	ENSG00000279007.1	AL136097.1
9	+	97633626	97673748	ENSG00000136937.12	NCBP1
9	+	93451722	93566107	ENSG00000048828.16	FAM120A
9	+	101028709	101325135	ENSG00000148123.14	PLPPR1
9	+	97501180	97601748	ENSG00000136842.13	TMOD1
9	+	98943179	99070792	ENSG00000204291.10	COL15A1
9	+	105558130	105641118	ENSG00000106692.13	FKTN
9	+	98807699	98850081	ENSG00000119514.6	GALNT12
9	+	94030794	94109856	ENSG00000158079.14	PTPDC1
9	+	99906633	99970341	ENSG00000136874.10	STX17
9	+	100442271	100577636	ENSG00000251349.3	MSANTD3-TMEFF1
9	+	105662457	105663112	ENSG00000186051.6	TAL2
9	+	95875701	96014571	ENSG00000182150.15	ERCC6L2
9	+	93576407	93679587	ENSG00000197724.10	PHF2
9	+	102995311	103018488	ENSG00000155833.14	CYLC2
9	+	89605013	89606555	ENSG00000130222.10	GADD45G
9	+	104764157	104777457	ENSG00000165028.11	NIPSNAP3B
9	+	94374551	94461042	ENSG00000148110.15	MFSD14B
9	-	107484852	107490482	ENSG00000136826.14	KLF4
9	-	93951622	93955372	ENSG00000131668.13	BARX1
9	-	101420578	101435823	ENSG00000136872.17	ALDOB
9	-	92210207	92293756	ENSG00000196305.17	IARS
9	-	89005771	89178767	ENSG00000148082.9	SHC3
9	-	99216426	99221956	ENSG00000119523.9	ALG2
9	-	104535749	104536856	ENSG00000204246.2	OR13C3
9	-	92031999	92115384	ENSG00000090054.13	SPTLC1
9	-	96816472	96875623	ENSG00000196597.11	ZNF782
9	-	101569353	101738580	ENSG00000198785.4	GRIN3A
9	-	95099054	95426796	ENSG00000158169.12	FANCC
9	-	91409045	91423862	ENSG00000165030.3	NFIL3
9	-	98198999	98255721	ENSG00000095383.19	TBC1D2
9	-	104781002	104928237	ENSG00000165029.15	ABCA1
9	-	92456205	92482506	ENSG00000106819.11	ASPN
9	-	95442980	95517057	ENSG00000185920.15	PTCH1
9	-	92414245	92424461	ENSG00000127083.7	OMD
9	-	97674909	97697357	ENSG00000136936.10	XPA
9	-	96235306	96302152	ENSG00000130948.9	HSD17B3
9	-	97904489	97922570	ENSG00000136932.13	TRMO
9	-	100302077	100352939	ENSG00000136891.13	TEX10
9	-	92297358	92325636	ENSG00000198000.11	NOL8
9	-	104604671	104605627	ENSG00000276119.1	OR13C2
9	-	96755865	96778129	ENSG00000081386.12	ZNF510
9	-	93446494	93453592	ENSG00000188938.15	FAM120AOS
9	-	99979179	100099040	ENSG00000023318.7	ERP44
9	-	93318199	93346414	ENSG00000204352.2	C9orf129
9	-	101591615	101595021	ENSG00000188386.6	PPP3R2
9	-	91563091	91950162	ENSG00000169071.14	ROR2
9	-	15163622	15307360	ENSG00000155158.20	TTC39B
9	-	14734666	14910995	ENSG00000164946.19	FREM1
9	-	16203935	16276313	ENSG00000205549.8	C9orf92
9	-	91213815	91361913	ENSG00000148090.11	AUH
9	-	92613184	92670265	ENSG00000127080.9	IPPK
9	-	96639577	96655303	ENSG00000158122.11	AAED1
9	-	96897917	97013708	ENSG00000196312.12	MFSD14C
9	-	101387633	101398614	ENSG00000136897.7	MRPL50
9	-	98731329	98796965	ENSG00000165138.17	ANKS6
9	-	101360417	101383519	ENSG00000136881.11	BAAT
9	-	92845031	92878038	ENSG00000127081.13	ZNF484
9	-	92383967	92404696	ENSG00000106809.10	OGN
9	-	97926791	97944856	ENSG00000136929.12	HEMGN
9	-	97600080	97633575	ENSG00000136925.14	TSTD2
9	-	96490241	96619830	ENSG00000081377.16	CDC14B
9	-	94558720	94593793	ENSG00000130957.4	FBP2
9	-	96385941	96418329	ENSG00000165244.6	ZNF367
9	-	104617248	104618204	ENSG00000136839.1	OR13C9
9	-	87966441	87974753	ENSG00000156345.17	CDK20
9	-	96320706	96383710	ENSG00000130958.11	SLC35D2
9	-	94318196	94328644	ENSG00000130950.13	NUTM2F
9	-	98288082	98709197	ENSG00000136928.6	GABBR2
9	-	104598457	104599413	ENSG00000277556.1	OR13C5
9	-	16409503	16870843	ENSG00000173068.17	BNC2
9	-	92711363	92764812	ENSG00000185963.13	BICD2
9	-	93121489	93134288	ENSG00000131669.9	NINJ1
9	-	98120975	98192640	ENSG00000106789.12	CORO2A
9	-	98069275	98119212	ENSG00000106785.14	TRIM14
9	-	92493554	92536655	ENSG00000106823.12	ECM2
9	-	94603133	94640249	ENSG00000165140.9	FBP1
9	-	89360787	89498130	ENSG00000187764.11	SEMA4D
9	-	15464066	15511019	ENSG00000164985.14	PSIP1
9	-	90609832	90643105	ENSG00000165023.6	DIRAS2
9	-	101473171	101533537	ENSG00000165152.8	TMEM246
9	-	104526253	104527209	ENSG00000148136.5	OR13C4
9	-	97029679	97039643	ENSG00000136943.10	CTSV
12	+	98645141	98735433	ENSG00000120868.13	APAF1
12	+	103930107	103953645	ENSG00000166598.13	HSP90B1
12	+	101877351	102012130	ENSG00000136048.13	DRAM1
12	+	100717526	101128641	ENSG00000151572.16	ANO4
12	+	101280109	101386616	ENSG00000120800.4	UTP20
12	+	104215779	104350305	ENSG00000198431.15	TXNRD1
12	+	103587273	103766727	ENSG00000136011.14	STAB2
12	+	102120185	102197520	ENSG00000185480.11	PARPBP
12	+	98515512	98550379	ENSG00000120802.13	TMPO
12	+	104455295	104762014	ENSG00000171310.10	CHST11
12	+	98593591	98606379	ENSG00000075415.12	SLC25A3
12	+	102075068	102075229	ENSG00000281370.1	AC079907.1
12	+	100573683	100628286	ENSG00000139354.10	GAS2L3
12	+	101568353	101686018	ENSG00000196091.13	MYBPC1
12	+	99647753	99650046	ENSG00000180219.1	FAM71C
12	+	101696947	101744140	ENSG00000111666.10	CHPT1
12	+	100199122	100241865	ENSG00000075089.9	ACTR6
12	+	103965804	103988874	ENSG00000139372.14	TDG
12	+	104303739	104305205	ENSG00000255150.2	EID3
12	+	100357079	100422059	ENSG00000179520.10	SLC17A8
12	+	101475421	101486997	ENSG00000166211.7	SPIC
12	+	100473708	100564413	ENSG00000012504.13	NR1H4
12	+	104064457	104106524	ENSG00000111727.11	HCFC2
12	+	100267140	100341724	ENSG00000136021.18	SCYL2
12	-	102196459	102197845	ENSG00000183395.4	PMCH
12	-	101745497	101830938	ENSG00000111670.14	GNPTAB
12	-	101393120	101407820	ENSG00000120805.13	ARL1
12	-	98613405	98645113	ENSG00000166130.14	IKBIP
12	-	103950202	103965708	ENSG00000204954.9	C12orf73
12	-	102395867	102480645	ENSG00000017427.15	IGF1
12	-	104117077	104138289	ENSG00000120837.7	NFYB
12	-	100028455	100142848	ENSG00000111647.12	UHRF1BP1L
12	-	103988984	104064183	ENSG00000120820.12	GLT8D2
12	-	103770453	103841197	ENSG00000111696.11	NT5DC3
12	-	101728648	101739472	ENSG00000139351.14	SYCP3
12	-	100203669	100267079	ENSG00000166153.16	DEPDC4
12	-	102073103	102120124	ENSG00000075188.8	NUP37
12	-	98726457	99984654	ENSG00000185046.18	ANKS1B
12	-	101155493	101210407	ENSG00000256870.2	SLC5A8
12	-	102012927	102062149	ENSG00000120860.10	CCDC53
16	+	2537964	2603188	ENSG00000140992.18	PDPK1
16	+	2140803	2154165	ENSG00000167964.12	RAB26
16	+	2235816	2238711	ENSG00000167968.12	DNASE1L2
16	+	560422	565528	ENSG00000161992.5	PRR35
